node1	node2	provenance
EXO1	MLH1	pathways
EXO1	MSH6	pathways
POLE4	POLA2	pathways
POLE4	POLA1	pathways
POLE4	PRIM2	pathways
POLE4	POLE	pathways
POLE4	POLE2	pathways
POLE4	POLE3	pathways
NBN	KAT5	pathways
NBN	ATM	pathways
NBN	BLM	pathways
NBN	RMI2	pathways
NBN	BARD1	pathways
NBN	RBBP8	pathways
NBN	RMI1	pathways
NBN	BRIP1	pathways
NBN	ATRIP	pathways
NBN	ATR	pathways
NBN	PARP1	pathways
NBN	TP53BP1	pathways
NBN	PAXIP1	pathways
NBN	H2AX	pathways
NBN	CDK2	pathways
NBN	MDC1	pathways
NBN	RNF8	pathways
NBN	LIG3	pathways
NBN	XRCC1	pathways
NBN	RAD50	pathways
NBN	MRE11	pathways
NBN	RPA3	pathways
NBN	RPA2	pathways
NBN	XRCC6	pathways
NBN	XRCC5	pathways
RMI2	BRIP1	pathways
RMI2	RBBP8	pathways
RMI2	BARD1	pathways
RMI2	MRE11	pathways
RMI2	KAT5	pathways
RMI2	RAD50	pathways
RMI2	ATM	pathways
RMI2	ATRIP	pathways
RMI2	ATR	pathways
RMI2	BLM	pathways
RMI2	RMI1	pathways
RMI2	RPA3	pathways
RMI2	RPA2	pathways
MCM7	CDK2	pathways
MCM7	RPA3	pathways
MCM7	RPA2	pathways
MCM7	RPA4	pathways
MCM7	MCM4	pathways
MCM7	MCM6	pathways
MCM7	ORC2	pathways
MCM7	CDC6	pathways
MCM7	ORC5	pathways
MCM7	ORC6	pathways
MCM7	ORC3	pathways
MCM7	ORC4	pathways
MCM7	ATR	pathways
MLH1	CDK2	pathways
MLH1	ATM	pathways
MLH1	PMS2	pathways
MLH1	MSH3	pathways
MLH1	PCNA	pathways
MLH1	MSH2	pathways
MLH1	MSH6	pathways
POLD4	RPA2	pathways
POLD4	RPA3	pathways
POLD4	APEX1	pathways
POLD4	POLD3	pathways
POLD4	POLD1	pathways
POLD4	POLD2	pathways
POLD4	LIG1	pathways
POLD4	PCNA	pathways
POLD4	PRIM2	pathways
POLD4	POLA2	pathways
POLD4	POLA1	pathways
POLD4	RBX1	pathways
POLD4	CUL4B	pathways
POLD4	CUL4A	pathways
POLD4	XRCC1	pathways
POLD4	LIG3	pathways
POLD4	POLB	pathways
RPA4	MCM6	pathways
RPA4	CDC6	pathways
RPA4	MCM4	pathways
RPA4	CDK2	pathways
RPA4	RPA2	pathways
RPA4	RPA3	pathways
CBX3	EHMT1	pathways
CBX3	YAF2	pathways
CBX3	MGA	pathways
CBX3	MAX	pathways
CBX3	E2F6	pathways
CBX3	L3MBTL2	pathways
CBX3	RING1	pathways
CBX3	RNF2	pathways
CBX3	EHMT2	pathways
CBX3	PCGF6	pathways
DDB2	CUL4A	pathways
DDB2	CUL4B	pathways
DDB2	RBX1	pathways
DDB2	USP24	pathways
DDB2	PARP1	pathways
DDB2	XPA	pathways
CDC6	CDK2	pathways
CDC6	RPA2	pathways
CDC6	RPA3	pathways
CDC6	ORC2	pathways
CDC6	ORC4	pathways
CDC6	ORC3	pathways
CDC6	ORC6	pathways
CDC6	ORC5	pathways
CDC6	MCM6	pathways
CDC6	MCM4	pathways
CDC6	ATR	pathways
CDC6	CCNE2	pathways
CDC6	CCNE1	pathways
RNF2	EHMT2	pathways
RNF2	E2F6	pathways
RNF2	MAX	pathways
RNF2	MGA	pathways
RNF2	EHMT1	pathways
RNF2	YAF2	pathways
RNF2	PCGF6	pathways
RNF2	L3MBTL2	pathways
XRCC1	RAD50	pathways
XRCC1	MRE11	pathways
XRCC1	RBBP8	pathways
XRCC1	LIG3	pathways
XRCC1	POLB	pathways
XRCC1	NEIL1	pathways
XRCC1	PNKP	pathways
XRCC1	PCNA	pathways
XRCC1	POLD2	pathways
XRCC1	POLD3	pathways
XRCC1	POLD1	pathways
XRCC1	RPA3	pathways
XRCC1	RPA2	pathways
BARD1	KAT5	pathways
BARD1	MRE11	pathways
BARD1	RMI1	pathways
BARD1	RAD50	pathways
BARD1	BLM	pathways
BARD1	ATM	pathways
BARD1	BRIP1	pathways
BARD1	ATR	pathways
BARD1	ATRIP	pathways
BARD1	RBBP8	pathways
BARD1	RAD51AP1	pathways
BARD1	RAD51	pathways
BARD1	RPA3	pathways
BARD1	RPA2	pathways
ERCC4	ERCC1	pathways
ERCC4	RPA2	pathways
ERCC4	ERCC5	pathways
ERCC4	RPA3	pathways
ERCC4	RAD52	pathways
ERCC4	RAD51	pathways
PHC3	PCGF2	pathways
PHC3	RING1	pathways
PHC3	BMI1	pathways
APEX1	PCNA	pathways
APEX1	POLD3	pathways
APEX1	POLD2	pathways
APEX1	RPA2	pathways
APEX1	RPA3	pathways
APEX1	POLD1	pathways
APEX1	LIG1	pathways
APEX1	POLB	pathways
APEX1	OGG1	pathways
APEX1	PARP1	pathways
EP300	SMAD3	pathways
EP300	SMAD4	pathways
EP300	ESR1	pathways
EP300	TP53	pathways
EP300	FOXO1	pathways
EP300	CCND1	pathways
RING1	E2F6	pathways
RING1	EHMT2	pathways
RING1	MGA	pathways
RING1	EHMT1	pathways
RING1	MAX	pathways
RING1	BMI1	pathways
RING1	PCGF2	pathways
RING1	PHC1	pathways
RING1	PCGF6	pathways
RING1	YAF2	pathways
RING1	L3MBTL2	pathways
PARP1	RBBP8	pathways
PARP1	RAD50	pathways
PARP1	MRE11	pathways
PARP1	POLB	pathways
PARP1	RBX1	pathways
PARP1	CUL4A	pathways
PARP1	CUL4B	pathways
PARP1	XPA	pathways
PARP1	SMAD3	pathways
PARP1	SMAD4	pathways
UBD	NUB1	pathways
SMAD3	FOXO1	pathways
SMAD3	SMAD4	pathways
SMAD3	TFDP2	pathways
SMAD3	E2F5	pathways
SMAD3	RBL1	pathways
SMAD3	HDAC1	pathways
POLE	PRIM2	pathways
POLE	POLA2	pathways
POLE	POLA1	pathways
POLE	POLE2	pathways
POLE	POLE3	pathways
CCNE2	CDK2	pathways
CCNE2	SKP1	pathways
CCNE2	CKS1B	pathways
CCNE2	SKP2	pathways
CCNE2	CDKN1B	pathways
POLB	LIG1	pathways
POLB	LIG3	pathways
POLB	PNKP	pathways
POLB	NEIL1	pathways
POLB	PCNA	pathways
POLB	POLD2	pathways
POLB	POLD3	pathways
POLB	RPA2	pathways
POLB	RPA3	pathways
POLB	POLD1	pathways
XRCC5	PRKDC	pathways
XRCC5	XRCC6	pathways
XRCC5	LIG4	pathways
XRCC5	RAD50	pathways
XRCC5	ATM	pathways
XRCC5	TP53BP1	pathways
XRCC5	MRE11	pathways
XRCC5	H2AX	pathways
XRCC5	KAT5	pathways
XRCC5	MDC1	pathways
XRCC5	RNF8	pathways
XRCC5	PAXIP1	pathways
XRCC5	NHEJ1	pathways
MGA	E2F6	pathways
MGA	EHMT1	pathways
MGA	EHMT2	pathways
MGA	PCGF6	pathways
MGA	YAF2	pathways
MGA	L3MBTL2	pathways
MGA	MAX	pathways
CDK5	CDK5R1	pathways
CDK5	TP53	pathways
CCNB2	PKMYT1	pathways
RBBP8	RAD50	pathways
RBBP8	KAT5	pathways
RBBP8	RMI1	pathways
RBBP8	MRE11	pathways
RBBP8	BRIP1	pathways
RBBP8	BLM	pathways
RBBP8	ATM	pathways
RBBP8	ATRIP	pathways
RBBP8	ATR	pathways
RBBP8	RAD51	pathways
RBBP8	RAD51AP1	pathways
RBBP8	CDK2	pathways
RBBP8	LIG3	pathways
RBBP8	RPA2	pathways
RBBP8	RPA3	pathways
PAXIP1	KAT5	pathways
PAXIP1	ATM	pathways
PAXIP1	MRE11	pathways
PAXIP1	H2AX	pathways
PAXIP1	TP53BP1	pathways
PAXIP1	MDC1	pathways
PAXIP1	RAD50	pathways
PAXIP1	RNF8	pathways
PAXIP1	XRCC6	pathways
NEIL1	PNKP	pathways
NEIL1	LIG3	pathways
NEIL1	OGG1	pathways
CDKN1B	CDK6	pathways
CDKN1B	CCND1	pathways
CDKN1B	CDK4	pathways
CDKN1B	CDK2	pathways
CDKN1B	SKP1	pathways
CDKN1B	CKS1B	pathways
CDKN1B	SKP2	pathways
CDKN1B	CCNE1	pathways
CDKN1B	AKT1	pathways
CDKN1B	CDK7	pathways
CDKN1B	CCNH	pathways
CDKN1B	TFDP2	pathways
CDKN1B	RBL1	pathways
CDKN1B	RBL2	pathways
CDKN1B	E2F5	pathways
MCM4	CDK2	pathways
MCM4	RPA3	pathways
MCM4	RPA2	pathways
MCM4	MCM6	pathways
MCM4	ORC3	pathways
MCM4	ORC4	pathways
MCM4	ORC5	pathways
MCM4	ORC6	pathways
MCM4	ORC2	pathways
MCM4	ATR	pathways
ORC4	MCM6	pathways
ORC4	ORC6	pathways
ORC4	ORC3	pathways
ORC4	ORC2	pathways
ORC4	ORC5	pathways
AR	WDR48	pathways
RBL2	TFDP2	pathways
RBL2	HDAC1	pathways
RBL2	CDK2	pathways
RBL2	E2F5	pathways
RBL2	TP53	pathways
RBL2	SKP1	pathways
RBL2	CKS1B	pathways
RBL2	SKP2	pathways
RBL2	CCND2	pathways
RBL2	CDK4	pathways
RBL2	CCND1	pathways
RBL2	CDK6	pathways
RBL2	CCND3	pathways
ORC3	MCM6	pathways
ORC3	ORC6	pathways
ORC3	ORC2	pathways
ORC3	ORC5	pathways
BTRC	RBX1	pathways
BTRC	SKP1	pathways
XRCC6	PRKDC	pathways
XRCC6	LIG4	pathways
XRCC6	H2AX	pathways
XRCC6	MDC1	pathways
XRCC6	MRE11	pathways
XRCC6	KAT5	pathways
XRCC6	ATM	pathways
XRCC6	TP53BP1	pathways
XRCC6	RNF8	pathways
XRCC6	RAD50	pathways
XRCC6	NHEJ1	pathways
L3MBTL2	EHMT1	pathways
L3MBTL2	MAX	pathways
L3MBTL2	E2F6	pathways
L3MBTL2	EHMT2	pathways
L3MBTL2	YAF2	pathways
L3MBTL2	PCGF6	pathways
PMS2	PCNA	pathways
PMS2	MSH3	pathways
PMS2	MSH2	pathways
PMS2	MSH6	pathways
PNKP	LIG3	pathways
ERCC5	ERCC1	pathways
ERCC5	RPA3	pathways
ERCC5	RPA2	pathways
CCNB1	CCNH	pathways
CCNB1	CDK7	pathways
CCNB1	PKMYT1	pathways
MAX	E2F6	pathways
MAX	EHMT1	pathways
MAX	EHMT2	pathways
MAX	PCGF6	pathways
MAX	YAF2	pathways
MAX	MYC	pathways
PRIM2	POLA1	pathways
PRIM2	POLA2	pathways
PRIM2	POLE2	pathways
PRIM2	POLE3	pathways
PRIM2	POLD3	pathways
PRIM2	POLD2	pathways
PRIM2	POLD1	pathways
PRIM2	RPA3	pathways
PRIM2	RPA2	pathways
PRIM2	PCNA	pathways
MCM6	CDK2	pathways
MCM6	RPA2	pathways
MCM6	RPA3	pathways
MCM6	ORC2	pathways
MCM6	ORC6	pathways
MCM6	ORC5	pathways
MCM6	ATR	pathways
POLD2	RPA3	pathways
POLD2	RPA2	pathways
POLD2	POLD3	pathways
POLD2	POLD1	pathways
POLD2	LIG1	pathways
POLD2	PCNA	pathways
POLD2	POLA1	pathways
POLD2	POLA2	pathways
POLD2	CUL4B	pathways
POLD2	CUL4A	pathways
POLD2	RBX1	pathways
POLD2	LIG3	pathways
USP1	RPA2	pathways
USP1	RPA3	pathways
USP1	PCNA	pathways
USP1	WDR48	pathways
KAT5	RAD50	pathways
KAT5	MRE11	pathways
KAT5	ATM	pathways
KAT5	BLM	pathways
KAT5	BRIP1	pathways
KAT5	RMI1	pathways
KAT5	ATRIP	pathways
KAT5	ATR	pathways
KAT5	TP53BP1	pathways
KAT5	H2AX	pathways
KAT5	CDK2	pathways
KAT5	MDC1	pathways
KAT5	RNF8	pathways
KAT5	RPA3	pathways
KAT5	RPA2	pathways
POLA1	POLA2	pathways
POLA1	POLE2	pathways
POLA1	POLE3	pathways
POLA1	POLD3	pathways
POLA1	POLD1	pathways
POLA1	RPA3	pathways
POLA1	RPA2	pathways
POLA1	PCNA	pathways
RAD51	RAD51AP1	pathways
RAD51	RAD52	pathways
RAD51	ERCC1	pathways
CDK7	CCNH	pathways
CDK7	CDK2	pathways
CDK7	CCND2	pathways
CDK7	CCND1	pathways
CDK7	CDK6	pathways
CDK7	CCND3	pathways
CDK7	CDK4	pathways
MSH6	PCNA	pathways
MSH6	MSH2	pathways
AKT1	FOXO1	pathways
TP53	USP24	pathways
TP53	TFDP2	pathways
TP53	ATM	pathways
TP53	ATRIP	pathways
TP53	ATR	pathways
TP53	CDK2	pathways
TP53	CDK5R1	pathways
TP53	EHMT1	pathways
TP53	EHMT2	pathways
POLE3	POLA2	pathways
POLE3	POLE2	pathways
TP53BP1	RAD50	pathways
TP53BP1	H2AX	pathways
TP53BP1	MRE11	pathways
TP53BP1	RNF8	pathways
TP53BP1	MDC1	pathways
TP53BP1	ATM	pathways
CCND1	CDK4	pathways
CCND1	CDK6	pathways
CCND1	CCNH	pathways
CCND1	TFDP2	pathways
CCND1	RBL1	pathways
CCND1	E2F5	pathways
ERCC1	RPA3	pathways
ERCC1	RPA2	pathways
ERCC1	RAD52	pathways
ORC5	ORC6	pathways
ORC5	ORC2	pathways
TFDP2	E2F2	pathways
TFDP2	E2F5	pathways
TFDP2	E2F6	pathways
TFDP2	HDAC1	pathways
TFDP2	RBL1	pathways
TFDP2	CDK2	pathways
TFDP2	SMAD4	pathways
TFDP2	CCND2	pathways
TFDP2	CDK6	pathways
TFDP2	CDK4	pathways
TFDP2	CCND3	pathways
CCNE1	CDK2	pathways
CCNE1	SKP2	pathways
CCNE1	CKS1B	pathways
CCNE1	SKP1	pathways
E2F6	EHMT1	pathways
E2F6	EHMT2	pathways
E2F6	YAF2	pathways
E2F6	PCGF6	pathways
ATRIP	ATR	pathways
ATRIP	MRE11	pathways
ATRIP	RAD50	pathways
ATRIP	ATM	pathways
ATRIP	BLM	pathways
ATRIP	RMI1	pathways
ATRIP	BRIP1	pathways
ATRIP	RPA3	pathways
ATRIP	RPA2	pathways
POLD1	RPA3	pathways
POLD1	RPA2	pathways
POLD1	POLD3	pathways
POLD1	LIG1	pathways
POLD1	PCNA	pathways
POLD1	POLA2	pathways
POLD1	CUL4A	pathways
POLD1	CUL4B	pathways
POLD1	RBX1	pathways
POLD1	LIG3	pathways
RPA2	POLD3	pathways
RPA2	PCNA	pathways
RPA2	ATR	pathways
RPA2	CDK2	pathways
RPA2	LIG1	pathways
RPA2	WDR48	pathways
RPA2	NPLOC4	pathways
RPA2	POLA2	pathways
RPA2	CUL4B	pathways
RPA2	CUL4A	pathways
RPA2	RBX1	pathways
RPA2	RPA3	pathways
RPA2	RMI1	pathways
RPA2	RAD50	pathways
RPA2	BRIP1	pathways
RPA2	MRE11	pathways
RPA2	BLM	pathways
RPA2	ATM	pathways
RPA2	RAD9A	pathways
RPA2	RAD9B	pathways
RPA2	LIG3	pathways
CKS1B	SKP2	pathways
CKS1B	SKP1	pathways
CKS1B	CDK2	pathways
COPS5	CUL4B	pathways
COPS5	RBX1	pathways
COPS5	CUL4A	pathways
CAND1	RBX1	pathways
CAND1	SKP1	pathways
CAND1	CUL4B	pathways
CAND1	CUL4A	pathways
RAD9A	RPA3	pathways
XPA	CUL4A	pathways
XPA	CUL4B	pathways
XPA	RBX1	pathways
RPA3	PCNA	pathways
RPA3	POLD3	pathways
RPA3	ATR	pathways
RPA3	CDK2	pathways
RPA3	LIG1	pathways
RPA3	WDR48	pathways
RPA3	NPLOC4	pathways
RPA3	POLA2	pathways
RPA3	CUL4B	pathways
RPA3	RBX1	pathways
RPA3	CUL4A	pathways
RPA3	MRE11	pathways
RPA3	RMI1	pathways
RPA3	ATM	pathways
RPA3	RAD50	pathways
RPA3	BRIP1	pathways
RPA3	BLM	pathways
RPA3	RAD9B	pathways
RPA3	LIG3	pathways
RMI1	ATM	pathways
RMI1	RAD50	pathways
RMI1	MRE11	pathways
RMI1	BRIP1	pathways
RMI1	ATR	pathways
RMI1	BLM	pathways
HLTF	PCNA	pathways
HDAC1	FOXO1	pathways
HDAC1	RBL1	pathways
HDAC1	E2F5	pathways
HDAC1	SMAD4	pathways
BRIP1	MRE11	pathways
BRIP1	ATM	pathways
BRIP1	BLM	pathways
BRIP1	RAD50	pathways
BRIP1	ATR	pathways
FOXO1	SMAD4	pathways
MSH2	PCNA	pathways
MSH2	MSH3	pathways
CCND3	CDK4	pathways
CCND3	CDK6	pathways
CCND3	CCNH	pathways
CCND3	RBL1	pathways
CCND3	E2F5	pathways
POLA2	POLE2	pathways
POLA2	POLD3	pathways
POLA2	PCNA	pathways
CDK6	CDKN2C	pathways
CDK6	CDKN2B	pathways
CDK6	CCND2	pathways
CDK6	CCNH	pathways
CDK6	RBL1	pathways
CDK6	E2F5	pathways
PCNA	LIG1	pathways
PCNA	MSH3	pathways
PCNA	WDR48	pathways
PCNA	NPLOC4	pathways
PCNA	POLD3	pathways
PCNA	CUL4B	pathways
PCNA	CUL4A	pathways
PCNA	RBX1	pathways
PCNA	LIG3	pathways
ATR	MRE11	pathways
ATR	BLM	pathways
ATR	ATM	pathways
ATR	RAD50	pathways
ATR	H2AX	pathways
ATR	CDK2	pathways
NHEJ1	LIG4	pathways
NHEJ1	PRKDC	pathways
EHMT1	PCGF6	pathways
EHMT1	YAF2	pathways
EHMT1	EHMT2	pathways
POLD3	LIG1	pathways
POLD3	CUL4B	pathways
POLD3	RBX1	pathways
POLD3	CUL4A	pathways
POLD3	LIG3	pathways
MRE11	ATM	pathways
MRE11	BLM	pathways
MRE11	H2AX	pathways
MRE11	CDK2	pathways
MRE11	MDC1	pathways
MRE11	RNF8	pathways
MRE11	LIG3	pathways
MRE11	RAD50	pathways
CDKN2C	CDK4	pathways
NEDD8	NUB1	pathways
NEDD8	SKP1	pathways
NEDD8	RBX1	pathways
NEDD8	CUL4A	pathways
NEDD8	CUL4B	pathways
YAF2	EHMT2	pathways
YAF2	PCGF6	pathways
PCGF2	PHC1	pathways
MDC1	H2AX	pathways
MDC1	RAD50	pathways
MDC1	ATM	pathways
MDC1	RNF8	pathways
CUL4B	ERCC8	pathways
CUL4B	RBX1	pathways
RBX1	SKP1	pathways
RBX1	ERCC8	pathways
RBX1	CUL4A	pathways
RBX1	SKP2	pathways
RBX1	NPLOC4	pathways
H2AX	ATM	pathways
H2AX	RAD50	pathways
H2AX	RNF8	pathways
PHC1	BMI1	pathways
PCGF6	EHMT2	pathways
SKP1	SKP2	pathways
SKP1	CDK2	pathways
LIG3	RAD50	pathways
PRKDC	LIG4	pathways
E2F5	RBL1	pathways
E2F5	CDK2	pathways
E2F5	SMAD4	pathways
E2F5	CDK4	pathways
E2F5	CCND2	pathways
CDKN2B	CDK4	pathways
RNF8	RAD50	pathways
RNF8	ATM	pathways
RAD50	ATM	pathways
RAD50	BLM	pathways
RAD50	CDK2	pathways
ATM	BLM	pathways
ATM	CDK2	pathways
ORC6	ORC2	pathways
RBL1	CDK2	pathways
RBL1	SMAD4	pathways
RBL1	CCND2	pathways
RBL1	CDK4	pathways
SKP2	CDK2	pathways
CDK2	CCNH	pathways
CCND2	CDK4	pathways
CCND2	CCNH	pathways
CUL4A	ERCC8	pathways
CCNH	CDK4	pathways
WDR48	RAD9B	coexp
RAD9B	CCNA1	coexp
RAD9B	CUL3	coexp
RAD9B	HLTF	coexp
E2F4	E2F5	complexes
E2F4	RBL1	complexes
E2F4	SMAD3	complexes
E2F4	SMAD4	complexes
E2F4	TFDP1	complexes
E2F4	CCNA2	complexes
E2F4	RB1	complexes
E2F4	HDAC1	complexes
E2F4	RBL2	complexes
E2F4	EP300	complexes
E2F4	CCNE1	complexes
E2F4	E2F1	complexes
E2F4	E2F2	complexes
E2F4	TFDP2	complexes
CDC25B	BTRC	complexes
RYBP	RING1	complexes
RYBP	RNF2	complexes
RYBP	SKP1	complexes
RYBP	YAF2	complexes
RYBP	PCGF2	complexes
CDKN1A	CCNB1	complexes
CDKN1A	CCNB2	complexes
CDKN1A	CCND1	complexes
CDKN1A	CDK1	complexes
CDKN1A	PCNA	complexes
CDKN1A	CDK2	complexes
CDKN1A	CDK4	complexes
CDKN1A	CCND3	complexes
CDKN1A	CDK5	complexes
CDKN1A	CDK6	complexes
CDKN1A	TP53	complexes
CDKN1A	CCNE2	complexes
CDKN1A	CCNE1	complexes
CDKN1A	CDKN1B	complexes
BRCA1	BARD1	complexes
BRCA1	MRE11	complexes
BRCA1	NBN	complexes
BRCA1	RAD50	complexes
BRCA1	RBBP8	complexes
BRCA1	BRIP1	complexes
BRCA1	ATM	complexes
BRCA1	BLM	complexes
BRCA1	MLH1	complexes
BRCA1	MSH2	complexes
BRCA1	MSH6	complexes
BRCA1	CDC6	complexes
BRCA1	GMNN	complexes
BRCA1	ORC1	complexes
BRCA1	SMAD3	complexes
BRCA1	HDAC1	complexes
BRCA1	BRCA2	complexes
BRCA1	VCP	complexes
BRCA1	RAD51	complexes
VCP	UFD1	complexes
CUL3	CAND1	complexes
CUL3	RBX1	complexes
CUL3	BMI1	complexes
CUL3	CUL1	complexes
CUL3	SKP1	complexes
CUL3	SKP2	complexes
CUL3	COPS5	complexes
CUL3	CUL4A	complexes
CUL3	CUL4B	complexes
CUL3	DDB2	complexes
CDK1	CCNB1	complexes
CDK1	CCNA2	complexes
CDK1	CCNB2	complexes
CDK1	CCND1	complexes
CDK1	PCNA	complexes
CDK1	PARP1	complexes
CDK1	POLA1	complexes
CDK1	POLD1	complexes
CDK1	POLE	complexes
CDK1	RPA1	complexes
CDK1	RPA2	complexes
CDK1	RPA3	complexes
CDK1	CDK2	complexes
CDK1	TP53	complexes
CDK1	PKMYT1	complexes
CDK1	CDKN1B	complexes
CDK1	CKS1B	complexes
CDK1	SKP2	complexes
TFDP1	E2F6	complexes
TFDP1	EHMT1	complexes
TFDP1	EHMT2	complexes
TFDP1	L3MBTL2	complexes
TFDP1	MAX	complexes
TFDP1	MGA	complexes
TFDP1	PCGF6	complexes
TFDP1	RING1	complexes
TFDP1	RNF2	complexes
TFDP1	YAF2	complexes
TFDP1	E2F5	complexes
TFDP1	RBL2	complexes
TFDP1	RBL1	complexes
TFDP1	SMAD3	complexes
TFDP1	SMAD4	complexes
TFDP1	E2F1	complexes
TFDP1	CCNA1	complexes
TFDP1	CDK2	complexes
WDR20	USP12	complexes
WDR20	WDR48	complexes
WDR20	USP46	complexes
WDR20	USP1	complexes
WDR20	RAD51AP1	complexes
PRIM1	POLA1	complexes
PRIM1	POLA2	complexes
PRIM1	PRIM2	complexes
PRIM1	PCNA	complexes
PRIM1	POLD1	complexes
PRIM1	POLD2	complexes
PRIM1	POLD3	complexes
PRIM1	POLD4	complexes
PRIM1	RPA1	complexes
PRIM1	POLE	complexes
PRIM1	POLE2	complexes
PRIM1	POLE3	complexes
PRIM1	POLE4	complexes
PRIM1	LIG1	complexes
CCNA2	CDK2	complexes
CCNA2	POLA1	complexes
CCNA2	POLA2	complexes
CCNA2	LIG1	complexes
CCNA2	PARP1	complexes
CCNA2	POLD1	complexes
CCNA2	POLE	complexes
CCNA2	RPA1	complexes
CCNA2	RPA2	complexes
CCNA2	RPA3	complexes
CCNA2	CCNB1	complexes
CCNA2	RBL1	complexes
CCNA2	E2F1	complexes
CCNA2	CDKN1B	complexes
CCNA2	CKS1B	complexes
CCNA2	SKP2	complexes
CCNA2	CDT1	complexes
CCNA2	GMNN	complexes
CCNA2	CCNE1	complexes
CCNA2	CCNE2	complexes
CCNA2	CREBBP	complexes
CCNA2	RBL2	complexes
OGFRL1	CDK4	complexes
OGFRL1	CDKN2A	complexes
OGFRL1	CDKN2C	complexes
OGFRL1	CDKN2B	complexes
OGFRL1	CCND2	complexes
TOP3A	BLM	complexes
TOP3A	MLH1	complexes
TOP3A	RMI1	complexes
TOP3A	RPA1	complexes
TOP3A	RPA2	complexes
TOP3A	RPA3	complexes
TOP3A	RMI2	complexes
CUL1	BTRC	complexes
CUL1	SKP1	complexes
CUL1	SKP2	complexes
CUL1	RBX1	complexes
CUL1	CAND1	complexes
CUL1	NEDD8	complexes
CUL1	SMAD3	complexes
CUL1	CCNE1	complexes
CUL1	CDK2	complexes
CUL1	CDKN1B	complexes
CUL1	CKS1B	complexes
RPA1	BLM	complexes
RPA1	MLH1	complexes
RPA1	RMI1	complexes
RPA1	RPA2	complexes
RPA1	RPA3	complexes
RPA1	PCNA	complexes
RPA1	CDK2	complexes
RPA1	LIG1	complexes
RPA1	PARP1	complexes
RPA1	POLA1	complexes
RPA1	POLD1	complexes
RPA1	POLE	complexes
RPA1	CCNB1	complexes
RPA1	POLA2	complexes
RPA1	POLD2	complexes
RPA1	POLD3	complexes
RPA1	POLD4	complexes
RPA1	PRIM2	complexes
RPA1	POLE2	complexes
RPA1	POLE3	complexes
RPA1	POLE4	complexes
RPA1	TP53BP1	complexes
RPA1	XRCC5	complexes
RPA1	XRCC6	complexes
RPA1	ERCC1	complexes
RPA1	XPA	complexes
RPA1	CDK7	complexes
RPA1	RPA4	complexes
RPA1	MSH2	complexes
RB1	E2F1	complexes
RB1	HDAC1	complexes
RB1	MCM2	complexes
RB1	MCM4	complexes
RB1	MCM6	complexes
RB1	RBL2	complexes
FEN1	HUS1	complexes
FEN1	RAD1	complexes
FEN1	RAD9A	complexes
FEN1	WRN	complexes
FEN1	MSH2	complexes
CDKN2D	CDK6	complexes
CDKN2D	UBE2W	complexes
XRCC4	LIG4	complexes
XRCC4	PNKP	complexes
XRCC4	NHEJ1	complexes
XRCC4	MRE11	complexes
XRCC4	NBN	complexes
XRCC4	RAD50	complexes
XRCC4	XRCC5	complexes
XRCC4	XRCC6	complexes
XRCC4	APTX	complexes
DDB1	CUL4A	complexes
DDB1	RBX1	complexes
DDB1	DDB2	complexes
DDB1	COPS5	complexes
DDB1	ERCC8	complexes
DDB1	BMI1	complexes
DDB1	CBX3	complexes
DDB1	RING1	complexes
DDB1	RNF2	complexes
DDB1	CUL4B	complexes
DDB1	MSH2	complexes
DDB1	CDT1	complexes
DDB1	BTRC	complexes
SMAD2	SMAD3	complexes
SMAD2	CREBBP	complexes
SMAD2	SMAD4	complexes
SMAD2	HDAC1	complexes
WRN	XRCC5	complexes
WRN	XRCC6	complexes
WRN	PARP1	complexes
WRN	PRKDC	complexes
FANCD2	ATM	complexes
FANCD2	MDC1	complexes
FANCD2	MRE11	complexes
FANCD2	NBN	complexes
FANCD2	RAD50	complexes
FANCD2	AKT1	complexes
FANCD2	FANCI	complexes
FANCD2	USP1	complexes
FANCD2	WDR48	complexes
USP45	LENG1	complexes
SP1	TP53	complexes
SP1	SMAD3	complexes
SP1	SMAD4	complexes
SP1	HDAC1	complexes
SP1	ESR1	complexes
USP46	WDR48	complexes
USP46	RAD51AP1	complexes
USP46	USP1	complexes
UFD1	NEDD8	complexes
UFD1	NPLOC4	complexes
UFD1	NUB1	complexes
TDP1	LIG3	complexes
TDP1	PNKP	complexes
TDP1	XRCC1	complexes
HUS1	RAD1	complexes
HUS1	RAD9A	complexes
HUS1	LIG1	complexes
HUS1	POLB	complexes
HUS1	APEX1	complexes
HUS1	RAD9B	complexes
RAD1	RAD9A	complexes
RAD1	LIG1	complexes
RAD1	POLB	complexes
RAD1	APEX1	complexes
RAD1	RAD9B	complexes
RAD1	HUS1B	complexes
CREBBP	EP300	complexes
CREBBP	CDK7	complexes
CREBBP	SMAD3	complexes
CREBBP	SMAD4	complexes
CREBBP	PARP1	complexes
CREBBP	CDK2	complexes
CREBBP	RBL1	complexes
CREBBP	CCNE1	complexes
CREBBP	CCNE2	complexes
CREBBP	CDKN1B	complexes
CREBBP	CDT1	complexes
CREBBP	CKS1B	complexes
CREBBP	GMNN	complexes
CREBBP	RBL2	complexes
CREBBP	SKP2	complexes
USP12	WDR48	complexes
FANCI	AKT1	complexes
FANCI	USP1	complexes
FANCI	WDR48	complexes
MNAT1	CCNH	complexes
MNAT1	CDK7	complexes
