node1	node2	provenance
PTK2	SRC	pathways
PTK2	GRB2	pathways
PTK2	SOS1	pathways
PTK2	FYN	pathways
PTK2	MET	pathways
PTK2	HGF	pathways
PTK2	TLN1	pathways
PTK2	ITGA2B	pathways
PTK2	VEGFA	pathways
PTK2	ITGAV	pathways
HUS1	RAD9B	pathways
HUS1	RAD9A	pathways
HUS1	RAD1	pathways
HUS1	RPA2	pathways
JAM2	JAM3	pathways
JAM2	ITGB1	pathways
JAM2	ITGA4	pathways
CRKL	RAPGEF1	pathways
CRKL	SHC1	pathways
CRKL	GRB2	pathways
CRKL	SOS1	pathways
CRKL	VAV1	pathways
CRKL	MET	pathways
CRKL	HGF	pathways
CRKL	PDGFRB	pathways
CRKL	PDGFRA	pathways
CRKL	BCAR1	pathways
CRKL	CBL	pathways
MCM6	CDK2	pathways
MCM6	RPA2	pathways
MCM6	RPA4	pathways
MCM6	MCM10	pathways
MCM6	MCM5	pathways
MCM6	MCM4	pathways
MCM6	MCM2	pathways
MCM6	MCM7	pathways
MCM6	ATR	pathways
SH3GL2	SH3KBP1	pathways
SH3GL2	HGF	pathways
SH3GL2	MET	pathways
SH3GL2	CBL	pathways
SH3GL2	GRB2	pathways
SH3GL2	L1CAM	pathways
SH3GL2	EGFR	pathways
RAD50	KAT5	pathways
RAD50	ATM	pathways
RAD50	RBBP8	pathways
RAD50	RMI1	pathways
RAD50	WRN	pathways
RAD50	BLM	pathways
RAD50	BRIP1	pathways
RAD50	BRCA1	pathways
RAD50	BARD1	pathways
RAD50	TOP3A	pathways
RAD50	ATRIP	pathways
RAD50	ATR	pathways
RAD50	PARP1	pathways
RAD50	TP53BP1	pathways
RAD50	DCLRE1C	pathways
RAD50	H2AX	pathways
RAD50	CDK2	pathways
RAD50	MDC1	pathways
RAD50	RNF8	pathways
RAD50	LIG3	pathways
RAD50	XRCC1	pathways
RAD50	NBN	pathways
RAD50	RPA2	pathways
RAD50	XRCC5	pathways
MLH1	CDK2	pathways
MLH1	ATM	pathways
MLH1	PCNA	pathways
MLH1	MSH2	pathways
MLH1	MSH6	pathways
BLM	BRCA1	pathways
BLM	NBN	pathways
BLM	ATM	pathways
BLM	BRIP1	pathways
BLM	KAT5	pathways
BLM	BARD1	pathways
BLM	RBBP8	pathways
BLM	ATRIP	pathways
BLM	ATR	pathways
BLM	TOP3A	pathways
BLM	RMI1	pathways
BLM	RPA2	pathways
BLM	XRCC3	pathways
BLM	RAD51C	pathways
CDH1	ITGAE	pathways
CDH1	ITGB7	pathways
NEIL1	XRCC1	pathways
NEIL1	LIG3	pathways
NEIL1	OGG1	pathways
ITGAV	ITGB1	pathways
ITGAV	TNC	pathways
ITGAV	ITGB5	pathways
ITGAV	ITGB6	pathways
ITGAV	SPP1	pathways
ITGAV	VEGFA	pathways
ITGAV	VTN	pathways
ITGAV	SRC	pathways
COL1A1	COL1A2	pathways
COL1A1	P4HB	pathways
LIG4	XRCC4	pathways
LIG4	XRCC5	pathways
LIG4	DCLRE1C	pathways
LIG4	NHEJ1	pathways
PDGFRA	PDGFRB	pathways
PDGFRA	CRK	pathways
PDGFRA	RAPGEF1	pathways
PDGFRA	BCAR1	pathways
PDGFRA	GRB2	pathways
PDGFRA	SOS1	pathways
PDGFRA	SRC	pathways
PDGFRA	PLCG1	pathways
PDGFRA	PTPN11	pathways
BRIP1	WRN	pathways
BRIP1	ATM	pathways
BRIP1	RMI1	pathways
BRIP1	NBN	pathways
BRIP1	BARD1	pathways
BRIP1	BRCA1	pathways
BRIP1	TOP3A	pathways
BRIP1	KAT5	pathways
BRIP1	RBBP8	pathways
BRIP1	ATR	pathways
BRIP1	ATRIP	pathways
BRIP1	RPA2	pathways
H3C15	KDM1A	pathways
H3C15	AR	pathways
BRCA2	BARD1	pathways
BRCA2	RBBP8	pathways
BRCA2	BRCA1	pathways
BRCA2	RAD51	pathways
COL4A1	COL4A6	pathways
COL4A1	MSR1	pathways
CDK2	MCM5	pathways
CDK2	MCM7	pathways
CDK2	MCM2	pathways
CDK2	MCM10	pathways
CDK2	MCM4	pathways
CDK2	RPA2	pathways
CDK2	RPA4	pathways
CDK2	ATM	pathways
CDK2	KAT5	pathways
CDK2	RBBP8	pathways
CDK2	NBN	pathways
CDK2	ATR	pathways
CDK2	TP53	pathways
LCK	GRB2	pathways
LCK	PTPN11	pathways
LCK	VAV1	pathways
LCK	FYN	pathways
LCK	SHC1	pathways
LCK	SOS1	pathways
LCK	LCP2	pathways
LCK	PLCG1	pathways
WRN	ATM	pathways
WRN	KAT5	pathways
WRN	BRCA1	pathways
WRN	RBBP8	pathways
WRN	NBN	pathways
WRN	BARD1	pathways
WRN	ATR	pathways
WRN	ATRIP	pathways
WRN	RPA2	pathways
USP1	RPA2	pathways
USP1	PCNA	pathways
USP1	WDR48	pathways
USP1	FANCD2	pathways
USP1	FANCI	pathways
PLXNB1	ERBB2	pathways
PLXNB1	MET	pathways
PLXNB1	SEMA4D	pathways
TP53BP1	H2AX	pathways
TP53BP1	RNF8	pathways
TP53BP1	MDC1	pathways
TP53BP1	KAT5	pathways
TP53BP1	ATM	pathways
TP53BP1	NBN	pathways
TP53BP1	DCLRE1C	pathways
TP53BP1	XRCC5	pathways
COL10A1	P4HB	pathways
PRIM1	POLA2	pathways
PRIM1	POLA1	pathways
PRIM1	POLE4	pathways
PRIM1	POLE	pathways
PRIM1	POLE3	pathways
PRIM1	POLE2	pathways
PRIM1	PRIM2	pathways
PRIM1	POLD2	pathways
PRIM1	POLD1	pathways
PRIM1	POLD3	pathways
PRIM1	RPA2	pathways
PRIM1	PCNA	pathways
TLN1	BCAR1	pathways
TLN1	CRK	pathways
TLN1	GRB2	pathways
TLN1	SOS1	pathways
TLN1	SHC1	pathways
TLN1	ITGA2B	pathways
TLN1	SRC	pathways
L1CAM	EGFR	pathways
L1CAM	NRP1	pathways
L1CAM	SRC	pathways
DCLRE1C	H2AX	pathways
DCLRE1C	MDC1	pathways
DCLRE1C	RNF8	pathways
DCLRE1C	ATM	pathways
DCLRE1C	NBN	pathways
DCLRE1C	KAT5	pathways
DCLRE1C	XRCC5	pathways
DCLRE1C	NHEJ1	pathways
DCLRE1C	XRCC4	pathways
HLTF	PCNA	pathways
AR	WDR20	pathways
AR	WDR48	pathways
AR	KDM1A	pathways
POLD1	RPA2	pathways
POLD1	POLD2	pathways
POLD1	POLD3	pathways
POLD1	LIG1	pathways
POLD1	PCNA	pathways
POLD1	POLA2	pathways
POLD1	POLA1	pathways
POLD1	PRIM2	pathways
POLD1	LIG3	pathways
POLD1	XRCC1	pathways
SOS1	SHC1	pathways
SOS1	GRB2	pathways
SOS1	SH3KBP1	pathways
SOS1	CBL	pathways
SOS1	SRC	pathways
SOS1	FYN	pathways
SOS1	EGFR	pathways
SOS1	ERBB2	pathways
SOS1	RAPGEF1	pathways
SOS1	ITGA2B	pathways
SOS1	HGF	pathways
SOS1	MET	pathways
SOS1	PDGFRB	pathways
SOS1	VAV1	pathways
SOS1	LCP2	pathways
SOS1	PLCG1	pathways
ITGA4	ITGB1	pathways
ITGA4	ITGB7	pathways
ITGA4	MADCAM1	pathways
ITGA4	SPP1	pathways
ITGA4	JAM3	pathways
ITGA4	VCAM1	pathways
SEMA4D	ERBB2	pathways
SEMA4D	MET	pathways
WDR48	PCNA	pathways
WDR48	RPA2	pathways
WDR48	WDR20	pathways
WDR48	FANCI	pathways
WDR48	FANCD2	pathways
PARP1	RBBP8	pathways
PARP1	NBN	pathways
PARP1	XPA	pathways
RAD51B	XRCC2	pathways
RAD51B	RAD51D	pathways
RAD51B	RAD51C	pathways
RPA4	MCM5	pathways
RPA4	MCM2	pathways
RPA4	MCM10	pathways
RPA4	MCM4	pathways
RPA4	MCM7	pathways
RPA4	RPA2	pathways
TOP3A	BARD1	pathways
TOP3A	BRCA1	pathways
TOP3A	RBBP8	pathways
TOP3A	KAT5	pathways
TOP3A	NBN	pathways
TOP3A	ATM	pathways
TOP3A	ATR	pathways
TOP3A	ATRIP	pathways
TOP3A	RMI1	pathways
TOP3A	RPA2	pathways
TOP3A	XRCC3	pathways
TOP3A	RAD51C	pathways
PTPN11	GRB2	pathways
PTPN11	SHC1	pathways
PTPN11	CBL	pathways
PTPN11	EGFR	pathways
PTPN11	HGF	pathways
PTPN11	MET	pathways
PTPN11	PDGFRB	pathways
PTPN11	SRC	pathways
RNF8	NBN	pathways
RNF8	MDC1	pathways
RNF8	KAT5	pathways
RNF8	H2AX	pathways
RNF8	ATM	pathways
RNF8	XRCC5	pathways
LIG3	NBN	pathways
LIG3	RBBP8	pathways
LIG3	XRCC1	pathways
LIG3	POLD3	pathways
LIG3	POLD2	pathways
LIG3	PCNA	pathways
LIG3	RPA2	pathways
RAPGEF1	SHC1	pathways
RAPGEF1	GRB2	pathways
RAPGEF1	VAV1	pathways
RAPGEF1	HGF	pathways
RAPGEF1	MET	pathways
RAPGEF1	CRK	pathways
RAPGEF1	BCAR1	pathways
RAPGEF1	PDGFRB	pathways
RAPGEF1	CBL	pathways
SHC1	GRB2	pathways
SHC1	EGFR	pathways
SHC1	VAV1	pathways
SHC1	HGF	pathways
SHC1	MET	pathways
SHC1	ITGA2B	pathways
SHC1	SRC	pathways
SHC1	ERBB2	pathways
SHC1	ITGA5	pathways
SHC1	ITGB1	pathways
SHC1	LCP2	pathways
SHC1	PLCG1	pathways
SHC1	FYN	pathways
H2AX	KAT5	pathways
H2AX	NBN	pathways
H2AX	ATM	pathways
H2AX	MDC1	pathways
H2AX	BRCA1	pathways
H2AX	ATR	pathways
H2AX	XRCC5	pathways
RAD51C	XRCC2	pathways
RAD51C	RAD51D	pathways
RAD51C	XRCC3	pathways
RAD51C	RMI1	pathways
RAD51C	MUS81	pathways
RAD51C	SLX4	pathways
MADCAM1	ITGB7	pathways
CRK	SRC	pathways
CRK	VEGFA	pathways
CRK	BCAR1	pathways
CRK	ITGA2B	pathways
CRK	GRB2	pathways
CRK	HGF	pathways
CRK	MET	pathways
CRK	PDGFRB	pathways
CRK	CBL	pathways
AKT1	ITGA2B	pathways
AKT1	PHLPP2	pathways
AKT1	PHLPP1	pathways
NRP2	FLT1	pathways
FLT1	VEGFA	pathways
FLT1	VEGFB	pathways
XRCC2	RAD51D	pathways
COL1A2	P4HB	pathways
XRCC5	XRCC4	pathways
XRCC5	ATM	pathways
XRCC5	KAT5	pathways
XRCC5	MDC1	pathways
XRCC5	NBN	pathways
XRCC5	NHEJ1	pathways
SRC	BCAR1	pathways
SRC	CBL	pathways
SRC	GRB2	pathways
SRC	HGF	pathways
SRC	MET	pathways
SRC	ITGA2B	pathways
SRC	PDGFRB	pathways
SRC	VEGFA	pathways
SRC	EGFR	pathways
SRC	FYN	pathways
SRC	PLCG1	pathways
SRC	ERBB2	pathways
SRC	VAV1	pathways
PDGFRB	BCAR1	pathways
PDGFRB	GRB2	pathways
PDGFRB	PLCG1	pathways
POLD2	RPA2	pathways
POLD2	POLD3	pathways
POLD2	LIG1	pathways
POLD2	PCNA	pathways
POLD2	POLA1	pathways
POLD2	POLA2	pathways
POLD2	PRIM2	pathways
POLD2	XRCC1	pathways
RBBP8	NBN	pathways
RBBP8	KAT5	pathways
RBBP8	RMI1	pathways
RBBP8	ATM	pathways
RBBP8	ATRIP	pathways
RBBP8	ATR	pathways
RBBP8	BARD1	pathways
RBBP8	BRCA1	pathways
RBBP8	RAD51	pathways
RBBP8	XRCC1	pathways
RBBP8	RPA2	pathways
XRCC3	RMI1	pathways
XRCC3	SLX4	pathways
XRCC3	MUS81	pathways
RAD9B	RAD1	pathways
RAD9B	RPA2	pathways
NBN	KAT5	pathways
NBN	ATM	pathways
NBN	BRCA1	pathways
NBN	BARD1	pathways
NBN	RMI1	pathways
NBN	ATRIP	pathways
NBN	ATR	pathways
NBN	MDC1	pathways
NBN	XRCC1	pathways
NBN	RPA2	pathways
LMNA	EMD	pathways
LMNA	BANF1	pathways
LMNA	VRK1	pathways
VEGFA	FYN	pathways
VEGFA	PLCG1	pathways
VEGFA	BCAR1	pathways
ITGA3	ITGB1	pathways
FANCI	FANCD2	pathways
FANCI	ATR	pathways
FANCI	RPA2	pathways
FANCI	ATRIP	pathways
ATM	KAT5	pathways
ATM	RMI1	pathways
ATM	BRCA1	pathways
ATM	BARD1	pathways
ATM	ATRIP	pathways
ATM	ATR	pathways
ATM	MDC1	pathways
ATM	RPA2	pathways
ATM	TP53	pathways
MUS81	SLX4	pathways
POLE	PRIM2	pathways
POLE	POLA2	pathways
POLE	POLA1	pathways
POLE	POLE4	pathways
POLE	POLE2	pathways
POLE	POLE3	pathways
SPP1	ITGB1	pathways
SPP1	ITGA5	pathways
SPP1	ITGA9	pathways
SPP1	ITGB5	pathways
POLA1	PRIM2	pathways
POLA1	POLA2	pathways
POLA1	POLE4	pathways
POLA1	POLE2	pathways
POLA1	POLE3	pathways
POLA1	POLD3	pathways
POLA1	RPA2	pathways
POLA1	PCNA	pathways
XRCC4	NHEJ1	pathways
PTPN2	MET	pathways
PTPN2	HGF	pathways
MCM7	RPA2	pathways
MCM7	MCM10	pathways
MCM7	MCM5	pathways
MCM7	MCM4	pathways
MCM7	MCM2	pathways
MCM7	ATR	pathways
POLE2	PRIM2	pathways
POLE2	POLA2	pathways
POLE2	POLE3	pathways
POLE2	POLE4	pathways
RAD1	RAD9A	pathways
RAD1	RPA2	pathways
KAT5	BARD1	pathways
KAT5	BRCA1	pathways
KAT5	RMI1	pathways
KAT5	ATRIP	pathways
KAT5	ATR	pathways
KAT5	MDC1	pathways
KAT5	RPA2	pathways
GRB2	SH3KBP1	pathways
GRB2	CBL	pathways
GRB2	VAV1	pathways
GRB2	FYN	pathways
GRB2	EGFR	pathways
GRB2	ERBB2	pathways
GRB2	ITGA2B	pathways
GRB2	MET	pathways
GRB2	HGF	pathways
GRB2	LCP2	pathways
GRB2	PLCG1	pathways
RAD52	RAD51	pathways
RAD52	ERCC4	pathways
MET	HGF	pathways
MET	CBL	pathways
MET	SH3KBP1	pathways
MET	ITGB1	pathways
LCP2	PLCG1	pathways
LCP2	VAV1	pathways
PRIM2	POLA2	pathways
PRIM2	POLE3	pathways
PRIM2	POLE4	pathways
PRIM2	POLD3	pathways
PRIM2	RPA2	pathways
PRIM2	PCNA	pathways
FANCD2	ATRIP	pathways
FANCD2	ATR	pathways
FANCD2	RPA2	pathways
EGFR	PLCG1	pathways
EGFR	CBL	pathways
EGFR	ERBB2	pathways
EGFR	SH3KBP1	pathways
HGF	CBL	pathways
HGF	SH3KBP1	pathways
HGF	ITGB1	pathways
BCAR1	ITGA2B	pathways
POLE4	POLA2	pathways
POLE4	POLE3	pathways
ITGA5	ITGB1	pathways
SH3KBP1	CBL	pathways
SH3KBP1	FYN	pathways
MCM5	RPA2	pathways
MCM5	MCM10	pathways
MCM5	MCM2	pathways
MCM5	MCM4	pathways
MCM5	ATR	pathways
GPX8	ERO1A	pathways
GPX8	P4HB	pathways
PLCG1	ERBB2	pathways
PLCG1	VAV1	pathways
BRCA1	RMI1	pathways
BRCA1	ATR	pathways
BRCA1	ATRIP	pathways
BRCA1	RAD51	pathways
BRCA1	BARD1	pathways
BRCA1	RPA2	pathways
BARD1	RMI1	pathways
BARD1	ATR	pathways
BARD1	ATRIP	pathways
BARD1	RAD51	pathways
BARD1	RPA2	pathways
MSH6	PCNA	pathways
MSH6	MSH2	pathways
TP53	ATRIP	pathways
TP53	ATR	pathways
GPX7	ERO1A	pathways
GPX7	P4HB	pathways
BANF1	EMD	pathways
BANF1	VRK1	pathways
RMI1	ATRIP	pathways
RMI1	ATR	pathways
RMI1	RPA2	pathways
ITGB5	VTN	pathways
COL3A1	P4HB	pathways
ITGA2	ITGB1	pathways
ITGA2B	VTN	pathways
VRK1	EMD	pathways
VAV1	FYN	pathways
VAV1	CBL	pathways
POLE3	POLA2	pathways
NRP1	FYN	pathways
RPA2	POLD3	pathways
RPA2	PCNA	pathways
RPA2	ATR	pathways
RPA2	ATRIP	pathways
RPA2	MCM4	pathways
RPA2	MCM2	pathways
RPA2	MCM10	pathways
RPA2	ERCC4	pathways
RPA2	LIG1	pathways
RPA2	POLA2	pathways
RPA2	RAD9A	pathways
RPA2	XRCC1	pathways
LIG1	POLD3	pathways
LIG1	PCNA	pathways
VTN	ITGB1	pathways
PCNA	MSH2	pathways
PCNA	POLD3	pathways
PCNA	POLA2	pathways
PCNA	XRCC1	pathways
ATRIP	ATR	pathways
CBL	FYN	pathways
ITGB1	ITGA1	pathways
ITGB1	ITGA11	pathways
ITGB1	TNC	pathways
ITGB1	ITGA9	pathways
ITGB1	VCAM1	pathways
ITGB1	JAM3	pathways
ITGAE	ITGB7	pathways
ITGA9	TNC	pathways
ITGA9	VCAM1	pathways
MCM2	MCM10	pathways
MCM2	MCM4	pathways
MCM2	ATR	pathways
XRCC1	POLD3	pathways
MCM4	MCM10	pathways
MCM4	ATR	pathways
ATR	MCM10	pathways
POLA2	POLD3	pathways
RAD51	ERCC4	pathways
HGF	ADAM12	coexp
HGF	FLT1	coexp
HGF	PGF	coexp
ADAM12	FLT1	coexp
ADAM12	PGF	coexp
WDR48	RAD9B	coexp
WDR48	SPATA48	coexp
RCN1	COL2A1	coexp
RCN1	RCN2	coexp
ATRIP	SPATA48	coexp
RAD9B	HLTF	coexp
RAD9B	SPATA48	coexp
COL2A1	RCN2	coexp
HLTF	SPATA48	coexp
ERCC1	ERCC4	complexes
ERCC1	MSH2	complexes
ERCC1	XPA	complexes
ERCC1	RAD52	complexes
ERCC1	RPA1	complexes
PRKDC	XRCC5	complexes
PRKDC	XRCC6	complexes
PRKDC	DCLRE1C	complexes
PRKDC	MDC1	complexes
PRKDC	PARP1	complexes
PRKDC	WRN	complexes
P4HA2	CALU	complexes
P4HA2	P4HB	complexes
P4HA2	P4HA1	complexes
ITGB3	ITGA2B	complexes
ITGB3	ITGAV	complexes
ITGB3	SPP1	complexes
ITGB3	ADAM15	complexes
ITGB3	COL4A3	complexes
ITGB3	EGFR	complexes
ITGB3	FN1	complexes
ITGB3	SRC	complexes
ITGB3	TLN1	complexes
ITGB3	VTN	complexes
ITGB3	THBS1	complexes
ITGB3	ITGA5	complexes
ITGB3	PTK2	complexes
ITGB3	ADAM12	complexes
ERO1B	ERO1A	complexes
APEX1	HUS1	complexes
APEX1	RAD1	complexes
APEX1	RAD9A	complexes
LYN	GRB2	complexes
LYN	LCP2	complexes
LYN	CBL	complexes
LYN	FYN	complexes
LYN	LCK	complexes
CHRAC1	POLE3	complexes
CHRAC1	POLA1	complexes
CHRAC1	POLE	complexes
CHRAC1	POLE4	complexes
PLXNA1	NRP1	complexes
PLXNA1	NRP2	complexes
P4HA3	P4HB	complexes
COL4A5	COL2A1	complexes
COL4A5	COL5A1	complexes
COL4A5	COL8A2	complexes
FN1	FYN	complexes
FN1	ITGB6	complexes
FN1	ITGA2B	complexes
FN1	ITGA5	complexes
FN1	ITGB1	complexes
CAMKMT	COL1A2	complexes
RMI2	RMI1	complexes
RMI2	TOP3A	complexes
RPA3	BLM	complexes
RPA3	MLH1	complexes
RPA3	RMI1	complexes
RPA3	RPA1	complexes
RPA3	RPA2	complexes
RPA3	TOP3A	complexes
RPA3	CDK2	complexes
RPA3	LIG1	complexes
RPA3	PARP1	complexes
RPA3	POLA1	complexes
RPA3	POLD1	complexes
RPA3	POLE	complexes
RPA3	RPA4	complexes
THBS1	ITGA3	complexes
THBS1	ITGB1	complexes
THBS1	ITGA4	complexes
THBS1	ITGAV	complexes
POLB	LIG3	complexes
POLB	PNKP	complexes
POLB	XRCC1	complexes
POLB	NEIL1	complexes
POLB	HUS1	complexes
POLB	RAD1	complexes
POLB	RAD9A	complexes
POLB	APLF	complexes
POLB	HLTF	complexes
POLB	APTX	complexes
PDGFB	PDGFRB	complexes
RPA1	BLM	complexes
RPA1	MLH1	complexes
RPA1	RMI1	complexes
RPA1	RPA2	complexes
RPA1	TOP3A	complexes
RPA1	PCNA	complexes
RPA1	CDK2	complexes
RPA1	LIG1	complexes
RPA1	PARP1	complexes
RPA1	POLA1	complexes
RPA1	POLD1	complexes
RPA1	POLE	complexes
RPA1	POLA2	complexes
RPA1	POLD2	complexes
RPA1	POLD3	complexes
RPA1	POLD4	complexes
RPA1	PRIM1	complexes
RPA1	PRIM2	complexes
RPA1	POLE2	complexes
RPA1	POLE3	complexes
RPA1	POLE4	complexes
RPA1	TP53BP1	complexes
RPA1	XRCC5	complexes
RPA1	XRCC6	complexes
RPA1	XPA	complexes
RPA1	RPA4	complexes
RPA1	MSH2	complexes
ADAM15	ITGAV	complexes
ADAM15	ITGA5	complexes
ADAM15	ITGB1	complexes
ADAM15	ITGA9	complexes
POLD4	PCNA	complexes
POLD4	POLD1	complexes
POLD4	POLD2	complexes
POLD4	POLD3	complexes
POLD4	POLA1	complexes
POLD4	POLA2	complexes
POLD4	PRIM1	complexes
POLD4	PRIM2	complexes
POLD4	POLE	complexes
POLD4	POLE2	complexes
POLD4	POLE3	complexes
POLD4	POLE4	complexes
POLD4	LIG1	complexes
RAD51AP1	USP1	complexes
RAD51AP1	USP46	complexes
RAD51AP1	WDR20	complexes
RAD51AP1	WDR48	complexes
RAD51AP1	PHLPP1	complexes
RAD51AP1	PHLPP2	complexes
MRE11	NBN	complexes
MRE11	RAD50	complexes
MRE11	BRCA1	complexes
MRE11	ATM	complexes
MRE11	BLM	complexes
MRE11	MLH1	complexes
MRE11	MSH2	complexes
MRE11	MSH6	complexes
MRE11	LIG4	complexes
MRE11	XRCC4	complexes
MRE11	XRCC5	complexes
MRE11	XRCC6	complexes
MRE11	PARP1	complexes
MRE11	FANCD2	complexes
MRE11	MDC1	complexes
MRE11	BARD1	complexes
MRE11	RBBP8	complexes
MRE11	PAXIP1	complexes
MRE11	TP53BP1	complexes
EXO1	MLH1	complexes
EXO1	PMS2	complexes
EXO1	PCNA	complexes
COL4A3	ITGAV	complexes
COL4A3	NUTF2	complexes
P4HA1	P4HB	complexes
PMS2	MLH1	complexes
PMS2	MSH2	complexes
PMS2	PCNA	complexes
PMS2	MSH6	complexes
PIK3R1	BCAR1	complexes
PIK3R1	SRC	complexes
PIK3R1	CBL	complexes
PIK3R1	CRK	complexes
PIK3R1	GRB2	complexes
PIK3R1	SH3KBP1	complexes
PIK3R1	SOS1	complexes
PIK3R1	LCP2	complexes
PIK3R1	PLCG1	complexes
PIK3R1	VAV1	complexes
PIK3R1	PDGFRA	complexes
PIK3R1	PTPN11	complexes
PIK3R1	LCK	complexes
PNKP	LIG4	complexes
PNKP	XRCC4	complexes
PNKP	LIG3	complexes
PNKP	XRCC1	complexes
PNKP	TDP1	complexes
PNKP	APTX	complexes
MCM3	MCM2	complexes
MCM3	MCM4	complexes
MCM3	MCM5	complexes
MCM3	MCM6	complexes
MCM3	MCM7	complexes
XRCC6	XRCC5	complexes
XRCC6	PCNA	complexes
XRCC6	LIG4	complexes
XRCC6	NBN	complexes
XRCC6	RAD50	complexes
XRCC6	XRCC4	complexes
XRCC6	PARP1	complexes
XRCC6	H2AX	complexes
XRCC6	WRN	complexes
XRCC6	MDC1	complexes
XRCC6	RPA2	complexes
XRCC6	TP53BP1	complexes
XRCC6	BARD1	complexes
XRCC6	TP53	complexes
USP12	WDR20	complexes
USP12	WDR48	complexes
FEN1	HUS1	complexes
FEN1	RAD1	complexes
FEN1	RAD9A	complexes
FEN1	WRN	complexes
FEN1	MSH2	complexes
MSH3	MSH2	complexes
MSH3	APLF	complexes
MSH3	HLTF	complexes
PAXIP1	BLM	complexes
PAXIP1	NBN	complexes
PAXIP1	RAD50	complexes
PAXIP1	TP53BP1	complexes
HUS1	RAD1	complexes
HUS1	RAD9A	complexes
HUS1	LIG1	complexes
HUS1	RAD9B	complexes
PTK2	ITGB5	complexes
PTK2	ITGA2B	complexes
PTK2	BCAR1	complexes
PTK2	CDH1	complexes
PTK2	SRC	complexes
PTK2	TLN1	complexes
JAM2	ITGA4	complexes
JAM2	ITGB1	complexes
USP46	WDR20	complexes
USP46	WDR48	complexes
USP46	USP1	complexes
USP46	PHLPP1	complexes
USP46	PHLPP2	complexes
CRKL	CRK	complexes
CRKL	PDGFRA	complexes
CRKL	RAPGEF1	complexes
MCM6	MCM2	complexes
MCM6	MCM4	complexes
MCM6	MCM5	complexes
MCM6	MCM7	complexes
MCM6	EMD	complexes
MCM6	LMNA	complexes
MCM6	MCM10	complexes
SH3GL2	CBL	complexes
SH3GL2	EGFR	complexes
SH3GL2	SH3KBP1	complexes
RAD50	NBN	complexes
RAD50	BRCA1	complexes
RAD50	ATM	complexes
RAD50	BLM	complexes
RAD50	MLH1	complexes
RAD50	MSH2	complexes
RAD50	MSH6	complexes
RAD50	LIG4	complexes
RAD50	XRCC4	complexes
RAD50	XRCC5	complexes
RAD50	PARP1	complexes
RAD50	FANCD2	complexes
RAD50	MDC1	complexes
RAD50	BARD1	complexes
RAD50	RBBP8	complexes
RAD50	TP53BP1	complexes
MLH1	BLM	complexes
MLH1	RMI1	complexes
MLH1	RPA2	complexes
MLH1	TOP3A	complexes
MLH1	PCNA	complexes
MLH1	MSH2	complexes
MLH1	MSH6	complexes
MLH1	ATM	complexes
MLH1	BRCA1	complexes
MLH1	NBN	complexes
MLH1	BARD1	complexes
BLM	RMI1	complexes
BLM	RPA2	complexes
BLM	TOP3A	complexes
BLM	ATM	complexes
BLM	BRCA1	complexes
BLM	MSH2	complexes
BLM	MSH6	complexes
BLM	NBN	complexes
BLM	RAD51	complexes
BLM	TP53	complexes
BLM	RAD51D	complexes
BLM	XRCC2	complexes
BLM	TP53BP1	complexes
BLM	H3C15	complexes
CDH1	ITGAE	complexes
CDH1	ITGB7	complexes
CDH1	BCAR1	complexes
CDH1	SRC	complexes
CDH1	TLN1	complexes
NEIL1	LIG3	complexes
NEIL1	XRCC1	complexes
ITGAV	ITGB1	complexes
ITGAV	ITGB5	complexes
ITGAV	ITGB6	complexes
ITGAV	SPP1	complexes
ITGAV	TGFB3	complexes
ITGAV	EGFR	complexes
ITGAV	VTN	complexes
ITGAV	ADAM12	complexes
ITGAV	ITGA5	complexes
ITGAV	ITGA1	complexes
ITGAV	ITGA2	complexes
ITGAV	ITGA3	complexes
COL1A1	ITGA11	complexes
COL1A1	ITGB1	complexes
COL1A1	COL3A1	complexes
LIG4	XRCC4	complexes
LIG4	XRCC1	complexes
LIG4	NHEJ1	complexes
LIG4	NBN	complexes
LIG4	XRCC5	complexes
LIG4	APTX	complexes
PDGFRA	CRK	complexes
PDGFRA	RAPGEF1	complexes
PDGFRA	PLCG1	complexes
PDGFRA	PTPN11	complexes
BRIP1	BRCA1	complexes
BRCA2	KDM1A	complexes
BRCA2	BARD1	complexes
BRCA2	BRCA1	complexes
BRCA2	RAD51	complexes
PTRH1	RCN1	complexes
PTRH1	RCN2	complexes
AGPAT1	COCH	complexes
CDK2	PCNA	complexes
CDK2	POLA1	complexes
CDK2	POLA2	complexes
CDK2	LIG1	complexes
CDK2	PARP1	complexes
CDK2	POLD1	complexes
CDK2	POLE	complexes
CDK2	RPA2	complexes
LCK	FYN	complexes
LCK	LCP2	complexes
LCK	PLCG1	complexes
WRN	XRCC5	complexes
WRN	PARP1	complexes
USP1	WDR48	complexes
USP1	AKT1	complexes
USP1	FANCD2	complexes
USP1	FANCI	complexes
USP1	PHLPP1	complexes
USP1	PHLPP2	complexes
USP1	WDR20	complexes
PLXNB1	SEMA4D	complexes
PLXNB1	NRP1	complexes
APLF	HLTF	complexes
APLF	LIG3	complexes
APLF	XRCC5	complexes
APLF	XRCC1	complexes
TP53BP1	H2AX	complexes
TP53BP1	MDC1	complexes
TP53BP1	NBN	complexes
TP53BP1	RPA2	complexes
TP53BP1	XRCC5	complexes
TLN1	ITGA2B	complexes
TLN1	BCAR1	complexes
