multiplex	node	score
1	TRAF2	0.0024846898588563853
1	CHUK	0.0024206751806605904
1	TRAF6	0.0023712800065954697
1	IKBKG	0.0023663418322579827
1	HSP90AB1	0.0023510370498616025
1	IKBKB	0.0023419430101127
1	IRAK1	0.002330071006280612
1	FADD	0.0022468332402922043
1	HSP90AA1	0.002242297654354408
1	SNX33	0.002232670784179332
1	XPNPEP3	0.0022291319389565007
1	TAB2	0.002224764329795487
1	TAB1	0.0022216573892669404
1	MAP3K7	0.002219081883653382
1	CASP8	0.002213836594936601
1	CUL1	0.0022128019455638255
1	CD14	0.0022120462790207337
1	TNFAIP3	0.0022087930354747665
1	TICAM2	0.002208674369737536
1	RELA	0.0022083425398490035
1	NFKB1	0.0022036090158991184
1	TBK1	0.0022029287945382744
1	RIPK1	0.0022021749179545595
1	RNF31	0.0021989634718699172
1	FASLG	0.002188697901123748
1	TLR4	0.0021883046776441156
1	TBKBP1	0.002185595966240106
1	TRAF3	0.002185571680967486
1	SKP1	0.00217750834102493
1	IRF7	0.0021741179500292676
1	AZI2	0.0021729653148263475
1	LRSAM1	0.0021720026999887507
1	LTB	0.0021650607654037546
1	TICAM1	0.002160330689567165
1	BIRC3	0.0021573859945444784
1	MYD88	0.0021541024225604976
1	LTBR	0.002153993259100892
1	TNFRSF1A	0.0021515913289392808
1	LTA	0.0021511027438878582
1	BCL10	0.0021493014199258577
1	TAX1BP1	0.0021484006438259933
1	IRAK4	0.002145879780921944
1	NFKB2	0.0021448379503802087
1	IKBKE	0.0021427992268352814
1	MAP3K14	0.0021422727055888406
1	TRADD	0.002138216917405866
1	TNFRSF1B	0.002130056447408643
1	TNFSF14	0.0021277012842594364
1	RBCK1	0.002127650961430897
1	MALT1	0.002124797809501104
1	SHARPIN	0.0021223116931532757
1	IRAK2	0.0021204053124535068
1	TNIP1	0.0021202167972059044
1	FBXW11	0.0021169972767761517
1	TANK	0.0021054019231432886
1	HSPA1A	0.002104614430173234
1	CFLAR	0.002104568743160643
1	BIRC2	0.0021020646846575787
1	CARD11	0.0020965474623712154
1	REL	0.0020964678784554658
1	CDC37	0.002087483587903133
1	NFKBIB	0.002084341163474187
1	RBX1	0.0020830103408073057
1	TAB3	0.002081677736987434
1	STIP1	0.0020813763399458417
1	FAS	0.0020812315563445948
1	PTPN22	0.0020800170533759065
1	TBC1D17	0.0020783409789614294
1	FYB1	0.0020776270104636875
1	BTRC	0.0020762713237967106
1	TNF	0.0020761780012237495
1	CASP10	0.002072771356585733
1	NFKBIA	0.002068913932375951
1	RAB8B	0.002065575374140258
1	HTT	0.002062931324152616
1	OPTN	0.002059396228866033
1	LIPF	0.0020573316507504396
1	NFKBIE	0.002056171472688868
1	TNIP2	0.002055941796930247
1	SARM1	0.0020397058436389896
1	IRAK3	0.002035899442045029
1	UBE2V1	0.002032297931581711
1	SPOP	0.0020299905481548524
1	DNAJA4	0.0020284680971667367
1	FKBP5	0.0020259127633876924
1	SKAP2	0.002023249771326387
1	RELB	0.0020231706878031026
1	RAB8A	0.0020223294144392605
1	DNAJA2	0.0020201385990702946
1	HSPA8	0.00201288627647456
1	UBE2N	0.002010421332996192
1	HSPH1	0.002002535589125466
1	PTGES3	0.001995570235922509
1	HSPA1B	0.001977512059208173
1	FBXW7	0.0019695142230675643
1	MAP3K8	0.0019609640532711396
1	PELI1	0.001960080732089542
1	CAND1	0.0019581422820885096
1	CREBBP	0.0019521616445145951
1	GSK3B	0.0019475181882101487
1	CUL3	0.001860447358543047
1	CUL4A	3.890789966512297e-05
1	CUL4B	2.2126428000364318e-05
1	NEDD8	1.9898553985737524e-05
1	SPOPL	1.855852721895385e-05
1	SKP2	1.8420797459095527e-05
1	LY96	1.8156945891799006e-05
1	PELI2	1.6524944855891294e-05
1	TIRAP	1.6391409355345332e-05
1	DDB1	1.6360667955344613e-05
1	RIPK3	1.6316613034537322e-05
1	TNFRSF6B	1.61807703165021e-05
1	STUB1	1.5941634444400335e-05
1	TNFRSF11A	1.582956282302838e-05
1	NOD1	1.580836473210082e-05
1	IRF3	1.568770277108872e-05
1	SKAP1	1.5594297884120802e-05
1	AKT1	1.5585965645172433e-05
1	EP300	1.543154534894784e-05
1	TNFRSF10B	1.5161527391836934e-05
1	SQSTM1	1.5156372384593422e-05
1	UBE2D1	1.5123001931080966e-05
1	TRAF1	1.5095274394105308e-05
1	CTNNB1	1.4955325896435396e-05
1	BAG4	1.4812297059250387e-05
1	DNAJC7	1.4726285005736103e-05
1	UBE2I	1.4522881809142816e-05
1	RNF181	1.4262837436968166e-05
1	FAM118B	1.4214210428129521e-05
1	UBE2D2	1.4080572061373634e-05
1	MAP3K3	1.4001153935797215e-05
1	HMGB1	1.3921637146608208e-05
1	TNIP3	1.377927585161767e-05
1	TLR3	1.3687551452204872e-05
1	CUL2	1.365364486306126e-05
1	UBE2L3	1.3442801508284503e-05
1	PRKN	1.3363111184798777e-05
1	UBE2V2	1.3246714538265441e-05
1	FKBP4	1.3236282258319943e-05
1	KEAP1	1.3151743374696321e-05
1	PDPK1	1.2944209137328585e-05
1	SMAD3	1.2882241261478894e-05
1	RAB1A	1.2723544676267153e-05
1	ENDOG	1.2660130196536224e-05
1	FKBPL	1.2648555057436508e-05
1	CDKN1A	1.2588261184035732e-05
1	CD40	1.2584845481822236e-05
1	TNFRSF10A	1.2544534638301023e-05
1	TLR2	1.253157783867801e-05
1	RIPK2	1.2522662621820076e-05
1	DNAJB6	1.237412294685494e-05
1	USP2	1.2345824700126342e-05
1	TRIM25	1.2326376276162167e-05
1	CCNE1	1.2309004828545121e-05
1	CARD9	1.2157018587507295e-05
1	HNRNPA2B1	1.1852803120573264e-05
1	TNFRSF13C	1.1829010438641186e-05
1	OTULIN	1.179929666921362e-05
1	SIRT5	1.1798508786418982e-05
1	DAXX	1.1787553622619161e-05
1	SRC	1.1732323840879821e-05
1	LRRK2	1.173101109068529e-05
1	ARNT	1.1710747785920159e-05
1	ITGB2	1.168199933068228e-05
1	GOLGA2	1.1680039218738175e-05
1	PDCD6	1.1264207030905688e-05
1	COMMD1	1.1143297053702611e-05
1	TP53	1.0993032143771214e-05
1	RET	1.0915328322027026e-05
1	HSPA1L	1.0907703510385527e-05
1	SPATA2	1.0844434494428593e-05
1	ESR1	1.0676015432206402e-05
1	MAVS	1.0557655218894322e-05
1	COPS5	1.0536443397242356e-05
1	CKS1B	1.0500485845730174e-05
1	VIM	1.0304746096735695e-05
1	RAB3IP	1.0257115875990052e-05
1	GTF2IRD1	1.0246324842167024e-05
1	TLR5	1.0162834712205051e-05
1	COPB2	1.0116169989845396e-05
1	ESR2	1.0053005552386215e-05
1	SETD6	1.004651838478722e-05
1	STAT3	1.0036801080778201e-05
1	NOD2	9.942775841928522e-06
1	APC	9.907454840859882e-06
1	ODF2	9.869563506592723e-06
1	USP18	9.790099227383586e-06
1	CYLD	9.780891224601445e-06
1	GDI2	9.773307483048493e-06
1	DNAJB1	9.766809383897462e-06
1	CCDC117	9.756012352134458e-06
1	CDKN1B	9.732278379435502e-06
1	PLIN5	9.696350499738591e-06
1	NSMAF	9.612656911753303e-06
1	DNAJA1	9.480811421175662e-06
1	TGM2	9.464403182727772e-06
1	BCL2L1	9.415705673565018e-06
1	MECP2	9.40376098843991e-06
1	KLHL12	9.351543708497713e-06
1	BBOX1	9.348928400209454e-06
1	BAG2	9.32834678958823e-06
1	TLR7	9.281345905145842e-06
1	PDE4B	9.266119798766394e-06
1	KBTBD7	9.248529184030194e-06
1	RACK1	9.248388808523675e-06
1	FRAT1	9.238158703572596e-06
1	MIB2	9.181629413763331e-06
1	SUMO1	9.094838821310785e-06
1	DVL1	9.076386901524645e-06
1	TNFSF10	8.810932494854058e-06
1	NAE1	8.780206448382097e-06
1	TIFA	8.748555077125507e-06
1	CDK2	8.735557540019537e-06
1	CASP2	8.685464264576475e-06
1	GLI2	8.685089164921212e-06
1	SIRPA	8.669398494155308e-06
1	TLR9	8.658921175922668e-06
1	CD47	8.6415431101091e-06
1	CALM1	8.64071507679216e-06
1	CLTC	8.603214138486037e-06
1	ACADS	8.599461983214708e-06
1	ZBP1	8.543318175577752e-06
1	MACROH2A1	8.526801862176503e-06
1	MAPKAPK2	8.505935431968785e-06
1	GTF2I	8.42800159641064e-06
1	TNFRSF14	8.394069661446484e-06
1	AXIN1	8.1117170066616e-06
1	CCDC22	8.026911544022887e-06
1	GLI3	7.950311703520091e-06
1	STING1	7.907032051051218e-06
1	GDI1	7.804101563857712e-06
1	KPNA2	7.782812929371994e-06
1	CD95	7.7429085043161e-06
1	VASP	7.681744543006473e-06
1	FOXO3	7.663300945783026e-06
1	ZC3HC1	7.640363134428295e-06
1	NEO1	7.63829394883061e-06
1	MAFG	7.5743666792939185e-06
1	CCDC121	7.5739988280878e-06
1	RAB11A	7.517159278411415e-06
1	ZBTB25	7.5002606745098896e-06
1	USP9Y	7.499574395825082e-06
1	SEC16A	7.395254967251784e-06
1	TNFSF11	7.381055995053921e-06
1	BTK	7.324696044963049e-06
1	DTL	7.2986072842906454e-06
1	NFKBIZ	7.262691831306628e-06
1	TUSC2	7.220605870383373e-06
1	IFIH1	7.163647583297137e-06
1	CTBP1	7.1543283187992195e-06
1	TNFSF12	7.143593760839501e-06
1	AHR	7.135133110266649e-06
1	DNM1L	7.115972515897676e-06
1	OTUB1	7.056679946465832e-06
1	RHOBTB2	7.033517360418798e-06
1	UBE2M	7.001179701435093e-06
1	UBE2D3	6.994552497167634e-06
1	VCP	6.962716188583465e-06
1	NR3C2	6.94238966167061e-06
1	CD40LG	6.926161578624991e-06
1	RAB1B	6.916230713304074e-06
1	EGFR	6.9115072856640085e-06
1	NFE2L2	6.904868695078981e-06
1	TNFRSF12A	6.883230173672383e-06
1	SPAG9	6.83567668232118e-06
1	NOTCH1	6.810135697635814e-06
1	LCP2	6.7844900223647015e-06
1	AIP	6.7832425619163205e-06
1	PLK1	6.7661340094078755e-06
1	GORASP1	6.70832261265043e-06
1	SPATC1L	6.640229988574682e-06
1	ANXA11	6.638974905378003e-06
1	SUGCT	6.607607682081158e-06
1	TNFSF13B	6.5860695892116024e-06
1	SMAP1	6.56733366619641e-06
1	PRKCZ	6.565757737032124e-06
1	AICDA	6.481767084282623e-06
1	FGG	6.461633978747629e-06
1	KRAS	6.372194875643272e-06
1	QKI	6.362613829932266e-06
1	ALPK1	6.349932982615437e-06
1	HSF1	6.329235297693944e-06
1	TXLNA	6.329047503659583e-06
1	S100A1	6.23299085326261e-06
1	KPNA3	6.20694826102665e-06
1	HBB	6.188104911746978e-06
1	ARFIP1	6.184976186714211e-06
1	PELI3	6.156016986559117e-06
1	YWHAZ	6.150647586171128e-06
1	CC2D1B	6.146325111186322e-06
1	DNAJB4	6.138944409439973e-06
1	ANXA5	6.134029165715064e-06
1	TLR10	6.114974486702682e-06
1	DCUN1D1	6.114708543382427e-06
1	FCN1	6.109504957589867e-06
1	NPM1	6.0853669154186085e-06
1	RNF135	6.068814568942092e-06
1	RTF2	6.007651292689454e-06
1	CDC34	5.9972090460886055e-06
1	CSF3R	5.986783618633913e-06
1	EPAS1	5.971000894834747e-06
1	ENAH	5.852514463024759e-06
1	TRIM4	5.837748053404494e-06
1	NLRP3	5.830930453998518e-06
1	DYNC2I2	5.752647491994165e-06
1	RXRA	5.723986492902946e-06
1	HSPA2	5.709192842257474e-06
1	JUN	5.708606048882397e-06
1	CDX2	5.703189234343663e-06
1	ITGAM	5.683892164842152e-06
1	PAX3	5.661967607328814e-06
1	YWHAE	5.644152342136578e-06
1	TLR6	5.640716388658865e-06
1	DNAJC2	5.625047820862187e-06
1	RIGI	5.622122217355138e-06
1	DHX9	5.6009305446322015e-06
1	PSEN2	5.597910977987941e-06
1	YWHAB	5.587875618797717e-06
1	IL37	5.586608393325161e-06
1	XIAP	5.5770840595757506e-06
1	PRKACA	5.56907685689328e-06
1	BFAR	5.519197729746259e-06
1	IFNGR1	5.505475479364159e-06
1	DVL2	5.503059074666273e-06
1	PARK7	5.490665205610433e-06
1	SULT1C4	5.480087382303367e-06
1	BET1	5.476924083125085e-06
1	NCOA3	5.47399292547177e-06
1	TSC1	5.435305990951243e-06
1	ASPDH	5.420926806120459e-06
1	HDAC1	5.379133532553544e-06
1	AKAP8L	5.330576370382182e-06
1	RAB12	5.312067118189421e-06
1	CUL5	5.309702659332337e-06
1	FOXM1	5.290441875752101e-06
1	SMPD3	5.276734432638618e-06
1	CCAR2	5.240210244926758e-06
1	MCC	5.236026844789465e-06
1	TNFRSF25	5.234013732887929e-06
1	PRKCQ	5.225317535583106e-06
1	CCDC113	5.2133906310340985e-06
1	GLG1	5.1394787940866596e-06
1	CASP3	5.116909935059468e-06
1	NTAN1	5.11014247024963e-06
1	HES1	5.102903579397392e-06
1	USP11	5.09326986817644e-06
1	GRB2	5.087601673532651e-06
1	PRKCI	5.043471293523956e-06
1	MAP3K1	5.017400657640276e-06
1	DISC1	4.99949938295591e-06
1	ECHDC1	4.984511190642572e-06
1	SIKE1	4.983068625258508e-06
1	RAB35	4.935745981142023e-06
1	LENG9	4.934706344083587e-06
1	HIF1A	4.927689192983734e-06
1	TLR1	4.910795926786127e-06
1	NLK	4.874120220882821e-06
1	KTN1	4.868806696582409e-06
1	RHOBTB1	4.8440740049654414e-06
1	FBXO5	4.843466493139925e-06
1	USP19	4.841924063135356e-06
1	UBE2B	4.839012270014477e-06
1	BIN1	4.805177029400733e-06
1	TOMM70	4.800542867436495e-06
1	CARNMT1	4.797272639458863e-06
1	YWHAG	4.793640689828915e-06
1	CEP95	4.7901383438595444e-06
1	GSK3A	4.7870193723636436e-06
1	SHANK3	4.786930644774431e-06
