Representing term id	Representing term name	Representing term size	Representing term rank	Represented term number	93932 term rank	920 term rank	909 term rank	904 term rank	90348 term rank	90324 term rank	90322 term rank	90321 term rank	902 term rank	90154 term rank	90153 term rank	897 term rank	895 term rank	894 term rank	808 term rank	79477 term rank	79476 term rank	79474 term rank	79333 term rank	79325 term rank	79087 term rank	769 term rank	758 term rank	75496 term rank	740 term rank	633 term rank	500 term rank	498359 term rank	487825 term rank	477 term rank	435628 term rank	412057 term rank	363618 term rank	357074 term rank	3455 term rank	3437 term rank	33445 term rank	33364 term rank	3322 term rank	3163 term rank	3051 term rank	2963 term rank	287 term rank	286 term rank	2834 term rank	280679 term rank	280365 term rank	2658 term rank	263534 term rank	263487 term rank	2500 term rank	220295 term rank	2078 term rank	2067 term rank	1942 term rank	1901 term rank	1860 term rank	1807 term rank	1775 term rank	163746 term rank	1387 term rank	137608 term rank	1340 term rank	1299 term rank	1297 term rank	101028 term rank	100 term rank
GO:0010558	negative regulation of macromolecule biosynthetic process	1537	5	1	None	32	None	None	None	48	None	None	None	None	None	None	None	24	525	19	19	None	None	None	None	None	None	None	None	None	None	None	24	None	None	None	None	None	None	None	19	55	257	None	22	None	None	None	None	None	None	None	42	None	None	551	None	None	None	None	None	32	312	55	None	288	None	39	5	327	None
GO:0080090	regulation of primary metabolic process	5882	6	54	270	44	166	342	420	12	147	147	184	183	242	409	375	44	135	6	6	154	96	143	421	279	237	None	146	43	251	420	40	273	None	202	154	None	412	103	6	59	127	270	18	314	229	257	None	86	154	197	58	96	257	149	287	None	79	401	147	44	131	15	None	167	229	54	20	224	184
GO:0009607	response to biotic stimulus	1598	6	14	350	1205	33	657	593	None	None	None	None	None	None	669	734	804	None	962	962	None	6	59	582	399	None	None	None	97	446	383	808	335	None	None	None	None	248	7	962	560	None	463	951	339	933	754	None	6	None	None	864	6	754	None	421	None	654	291	331	1205	None	1282	None	None	452	1034	None	None	None
GO:0008104	protein localization	2644	6	54	407	336	406	273	317	449	252	252	235	72	205	469	495	420	258	312	312	199	487	388	316	374	16	6	201	535	485	215	424	421	None	95	199	163	251	563	312	690	79	362	373	399	498	623	129	451	199	8	165	487	623	257	300	17	138	349	438	336	190	361	6	98	456	228	502	290	235
GO:0070887	cellular response to chemical stimulus	2697	6	71	77	93	153	136	159	210	352	352	329	157	320	146	122	82	313	130	130	366	31	528	144	133	None	110	375	6	120	97	86	71	9	69	366	98	115	47	130	82	364	164	102	221	53	90	127	35	366	None	78	31	90	380	149	None	139	147	109	93	385	150	119	356	111	98	125	144	329
GO:0051338	regulation of transferase activity	908	6	8	170	1221	586	152	163	57	462	462	436	None	346	147	131	501	346	79	79	389	290	618	162	109	None	None	411	335	107	52	377	166	None	6	389	269	113	240	79	493	129	92	149	103	183	108	268	324	389	None	1196	290	108	235	80	None	447	77	28	1221	219	110	None	199	98	1108	110	None	436
GO:0018130	heterocycle biosynthetic process	4149	6	1	None	30	None	None	None	58	149	149	159	None	179	None	None	17	121	39	39	171	217	None	None	None	None	None	165	57	1283	None	14	None	None	None	171	None	None	171	39	6	135	1069	20	None	None	None	None	217	171	None	31	217	None	110	1111	None	None	None	None	30	91	18	None	108	1305	34	21	56	159
GO:0051668	localization within membrane	838	6	1	1007	None	None	288	415	None	None	None	None	None	None	579	661	None	None	None	None	None	1028	None	407	609	32	14	None	None	493	232	None	1048	None	None	None	374	259	None	None	None	None	455	None	427	574	721	302	961	None	6	None	1028	721	None	405	38	328	658	None	None	None	None	14	None	625	None	None	None	None
GO:0061025	membrane fusion	180	6	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	10	68	None	None	None	None	None	None	None	None	None	115	None	None	None	None	None	None	None	None	None	None	113	None	None	42	None	None	None	None	None	6	None	None	None	None	None	None	70	None	None	None	None	None	None
GO:0051128	regulation of cellular component organization	2363	6	144	90	300	84	34	65	187	107	107	100	None	116	29	35	283	120	153	153	99	224	81	67	100	150	91	100	778	69	33	335	86	152	185	99	45	16	365	153	296	29	84	218	19	118	89	46	230	99	181	297	224	89	116	66	116	6	129	55	300	49	154	90	53	78	239	159	148	100
GO:0006099	tricarboxylic acid cycle	35	6	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	242	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	None
GO:0007049	cell cycle	1816	7	48	None	414	None	None	None	7	28	28	28	213	31	1004	977	109	19	13	13	22	546	None	None	1122	None	None	22	847	1642	1129	91	None	None	None	22	26	None	903	13	104	39	1228	66	952	None	1088	27	508	22	None	467	546	1088	22	1227	None	None	None	825	414	38	61	None	26	1616	304	49	83	28
GO:0009314	response to radiation	449	7	22	928	550	None	901	845	91	7	7	14	50	9	1012	687	550	8	201	201	18	337	None	834	1159	None	None	15	688	840	734	556	960	179	None	18	None	712	702	201	300	22	1250	453	642	624	773	None	337	18	None	762	337	773	7	1033	None	808	1111	661	550	22	362	None	20	622	518	192	81	14
GO:0060255	regulation of macromolecule metabolic process	6850	7	94	241	19	138	215	229	11	161	161	199	94	231	172	179	11	152	7	7	155	51	235	218	172	256	None	152	39	131	288	11	255	None	153	155	None	287	59	7	37	98	167	19	258	423	239	None	57	155	20	27	51	239	159	199	None	375	241	259	19	117	17	None	130	119	21	19	267	199
GO:0044419	biological process involved in interspecies interaction between organisms	1724	7	22	149	479	14	264	263	689	None	None	None	None	None	281	304	424	None	612	612	None	7	21	244	173	191	None	None	157	240	245	428	147	255	None	None	18	90	11	612	146	None	243	397	156	136	228	14	7	None	None	697	7	228	None	234	234	185	150	337	479	None	388	None	None	254	463	526	None	None
GO:0070727	cellular macromolecule localization	2654	7	1	1079	1098	None	596	529	None	None	None	None	73	None	967	1212	1269	None	568	568	None	701	None	514	714	17	7	None	None	619	414	1121	1126	None	214	None	166	382	729	568	None	314	820	907	548	987	1006	147	854	None	11	396	701	1006	None	815	18	140	725	443	1098	None	1250	7	443	626	793	1203	526	None
GO:0097623	potassium ion export across plasma membrane	18	7	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	7	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GO:0090148	membrane fission	45	7	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	200	None	None	None	None	None	None	None	None	None	None	7	None	None	None	None	None	None	None	None	None	None	7	None	None	None	None	None	None	None	None	175	None	806	None	None	None	None	None	None	None	None	None	None	None
GO:0019438	aromatic compound biosynthetic process	4160	7	1	None	25	None	None	None	59	151	151	161	None	182	None	None	18	122	40	40	172	221	None	None	None	None	None	166	58	1294	None	15	None	None	None	172	None	None	172	40	7	136	1083	23	None	None	None	None	218	172	None	32	221	None	111	1226	None	None	None	None	25	92	19	None	114	1315	35	22	70	161
GO:0051276	chromosome organization	635	7	4	None	1389	None	None	None	196	36	36	27	None	17	None	None	799	33	255	255	17	None	None	None	None	None	None	16	None	None	None	659	None	None	None	17	175	None	None	255	378	7	None	398	None	None	None	175	None	17	None	1999	None	None	33	None	None	None	None	None	1389	14	392	None	12	None	1371	204	109	27
GO:0051239	regulation of multicellular organismal process	3003	7	205	23	71	78	23	23	343	327	327	304	179	271	25	26	76	363	180	180	289	142	77	24	22	213	None	299	227	44	45	77	26	61	28	289	230	28	159	180	117	436	41	93	45	73	37	230	157	289	None	77	142	37	287	44	183	7	61	126	71	371	92	None	342	43	65	130	428	304
GO:0051345	positive regulation of hydrolase activity	582	7	6	234	1032	290	201	259	None	None	None	None	None	None	250	286	1153	None	None	None	None	107	506	237	247	None	None	None	415	292	79	1153	244	71	360	None	None	204	426	None	695	None	215	961	226	160	223	None	103	None	None	870	107	223	None	197	None	397	282	7	1032	None	None	None	None	247	673	None	None	None
GO:0009605	response to external stimulus	2861	8	24	8	229	17	80	77	383	449	449	486	344	None	85	89	259	594	355	355	None	32	20	71	52	264	102	None	127	83	105	254	8	212	None	None	None	54	45	355	487	None	151	266	151	80	56	None	36	None	None	223	32	56	405	184	231	144	98	174	229	396	920	108	603	81	348	421	355	486
GO:0051641	cellular localization	3524	8	12	466	689	320	525	473	None	None	None	None	112	None	504	536	734	None	383	383	None	605	160	456	423	13	8	None	None	402	209	630	480	None	116	None	9	321	667	383	907	414	347	446	345	719	694	8	687	None	10	192	605	694	None	342	20	56	390	195	689	None	877	8	548	379	339	723	None	None
GO:0044238	primary metabolic process	12563	8	112	451	90	91	925	1137	29	51	51	57	106	137	1066	1060	75	64	94	94	49	232	116	1159	487	308	None	53	8	622	847	76	462	None	224	49	None	827	248	94	57	55	520	84	922	1109	999	None	196	49	85	157	232	999	60	511	None	39	256	623	90	44	87	None	61	578	142	81	14	57
GO:0051716	cellular response to stimulus	7491	8	34	45	105	378	68	71	218	40	40	41	78	48	62	46	108	39	332	332	41	59	413	72	31	None	None	39	55	34	68	119	47	8	17	41	253	82	70	332	221	81	51	140	61	47	41	255	53	41	None	38	59	41	41	42	None	198	17	20	105	65	167	258	35	34	102	256	212	41
GO:0009891	positive regulation of biosynthetic process	2077	8	4	1338	14	714	950	1357	163	264	264	311	151	406	832	934	45	250	98	98	344	344	685	905	826	None	None	326	148	723	587	50	1378	None	None	344	None	None	245	98	34	229	616	59	743	665	836	None	449	344	None	8	344	836	348	621	None	1164	1191	None	14	276	50	None	291	732	10	85	None	311
GO:0051179	localization	5513	8	163	167	879	52	455	429	None	None	None	None	65	None	265	257	474	None	684	684	None	416	45	382	204	9	11	None	276	320	128	477	179	12	15	None	35	215	457	684	790	194	274	622	138	362	344	35	375	None	9	227	416	344	None	254	13	8	166	196	879	192	None	10	None	296	369	1055	143	None
GO:0043085	positive regulation of catalytic activity	1181	8	5	155	1373	None	115	125	257	362	362	338	None	301	112	113	649	322	469	469	341	94	None	110	94	None	None	353	205	100	14	656	157	107	221	341	360	86	210	469	None	160	115	610	134	140	102	365	89	341	None	807	94	102	250	90	None	537	152	8	1373	244	788	None	211	91	876	537	None	338
GO:0006790	sulfur compound metabolic process	362	8	4	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	178	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	8	None
GO:0043412	macromolecule modification	3871	9	2	256	222	None	248	228	41	208	208	385	22	None	297	277	185	233	62	62	428	231	None	260	227	None	None	423	9	122	347	178	272	None	99	428	None	536	130	62	129	231	118	113	204	356	182	None	185	428	None	226	231	182	245	125	None	None	258	470	222	368	113	None	311	103	188	89	117	385
GO:0009719	response to endogenous stimulus	1692	9	16	18	73	732	30	19	202	None	None	None	None	None	26	22	65	None	112	112	None	676	439	20	13	None	None	None	122	9	162	64	18	90	22	None	None	19	601	112	69	804	34	83	63	18	28	None	755	None	None	20	676	28	592	49	None	105	60	58	73	None	121	259	None	9	33	100	170	None
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	21	9	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GO:0009059	macromolecule biosynthetic process	4819	9	1	None	40	None	None	None	85	183	183	185	110	226	None	None	35	150	49	49	194	245	None	None	None	None	None	190	254	1546	None	28	None	None	None	194	None	None	200	49	9	162	1450	43	None	None	None	None	257	194	None	52	245	None	135	1607	None	None	None	None	40	104	39	None	138	1563	45	37	None	185
GO:0061024	membrane organization	885	9	16	930	None	None	1183	1033	None	None	None	None	None	55	1075	1034	None	None	None	None	303	218	None	1013	912	20	59	246	None	1622	438	None	958	None	None	303	21	965	None	None	None	None	790	None	605	1065	531	22	225	303	53	1484	218	531	None	768	9	972	438	521	None	None	None	61	None	1644	1385	None	270	None
GO:0050790	regulation of catalytic activity	2356	9	22	147	1237	128	137	147	102	215	215	208	None	174	123	125	456	220	105	105	167	86	154	128	95	None	None	168	212	93	26	370	146	76	43	167	304	125	161	105	759	149	95	229	115	130	106	308	96	167	None	756	86	106	185	77	None	218	124	9	1237	225	157	212	196	76	768	185	None	208
GO:0034097	response to cytokine	914	10	5	420	492	None	768	706	None	None	None	None	None	None	827	806	761	None	None	None	None	10	None	696	721	None	None	None	61	769	772	768	433	None	None	None	None	514	39	None	633	None	950	977	814	396	497	None	11	None	None	695	10	497	None	949	None	929	909	805	492	None	None	None	None	520	652	None	None	None
GO:1903350	response to dopamine	86	10	1	None	1410	None	None	None	None	None	None	None	None	None	None	None	1560	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1560	None	10	None	None	None	None	None	None	1058	None	None	1376	None	None	None	None	None	None	None	1227	None	None	None	None	None	None	None	None	1410	None	1251	None	None	None	1144	None	None	None
GO:0050896	response to stimulus	9039	10	122	31	97	21	85	67	177	27	27	43	44	39	86	68	97	36	127	127	40	13	36	73	35	312	125	35	28	43	83	110	31	15	10	40	135	44	10	127	119	70	44	108	57	40	79	160	12	40	None	64	13	79	32	25	None	66	14	42	97	51	143	133	49	35	82	126	187	43
GO:1901362	organic cyclic compound biosynthetic process	4306	10	1	None	29	None	None	None	67	162	162	169	None	197	None	None	21	127	45	45	177	239	None	None	None	None	None	175	59	1419	None	20	None	None	None	177	None	None	184	45	10	147	1200	27	None	None	None	None	242	177	None	33	239	None	118	1219	None	None	None	None	29	99	22	None	124	1440	36	25	65	169
GO:0016310	phosphorylation	1872	10	4	21	1261	211	32	37	104	511	511	552	None	None	36	47	307	450	109	109	452	266	210	39	29	None	None	480	160	19	18	229	19	None	61	452	None	34	236	109	448	307	10	132	16	77	39	None	279	452	None	764	266	39	274	11	None	63	28	27	1261	638	118	None	350	10	551	140	371	552
GO:0001775	cell activation	1142	10	33	29	236	130	169	121	553	154	154	148	None	111	109	111	262	166	417	417	134	237	141	121	44	229	None	134	582	110	19	261	37	372	None	134	None	81	269	417	248	211	15	274	10	225	100	None	266	134	276	320	237	100	142	12	203	175	11	83	236	194	278	None	174	120	171	462	326	148
GO:0031327	negative regulation of cellular biosynthetic process	1596	10	1	None	34	None	None	None	53	None	None	None	None	None	None	None	25	552	21	21	None	None	None	None	None	None	None	None	None	None	None	26	None	None	None	None	None	None	None	21	58	289	1743	25	None	None	None	None	None	None	None	48	None	None	580	None	None	None	None	None	34	329	58	None	300	None	40	10	344	None
GO:0002376	immune system process	2683	11	26	11	495	12	40	50	None	74	74	77	None	53	33	25	336	78	744	744	73	15	41	41	28	None	47	69	146	51	49	343	16	None	None	73	None	23	18	744	447	95	33	374	12	85	51	None	18	73	90	330	15	51	78	35	None	47	16	49	495	79	671	48	75	64	253	701	181	77
GO:0009653	anatomical structure morphogenesis	2696	11	220	67	121	248	19	11	409	513	513	267	71	393	20	21	191	398	344	344	432	420	159	13	27	None	205	322	563	27	12	202	64	84	330	432	None	27	445	344	291	481	25	375	58	15	31	None	379	432	216	110	420	31	567	40	None	38	109	86	121	591	219	158	363	20	144	221	None	267
GO:0050794	regulation of cellular process	11137	11	255	41	24	127	36	53	16	158	158	155	90	206	52	49	13	125	29	29	142	39	136	45	33	214	142	137	56	23	27	13	39	11	11	142	103	40	64	29	39	76	16	21	21	74	42	103	33	142	86	30	39	42	136	26	184	41	45	45	24	101	20	151	119	17	29	23	173	155
GO:0019068	virion assembly	37	11	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	12	None	None	None	None	None	None	None	None	None	None	11	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GO:0050878	regulation of body fluid levels	367	12	4	168	1528	18	285	337	None	None	None	None	None	None	277	248	None	None	None	None	None	None	12	293	289	None	None	None	927	419	277	None	182	134	109	None	None	83	None	None	None	None	263	None	319	278	244	None	None	None	None	None	None	244	None	291	None	166	118	527	1528	None	None	None	None	426	None	None	None	None
GO:0071704	organic substance metabolic process	13754	12	56	480	50	107	689	499	19	15	15	17	14	28	612	523	54	22	59	59	15	88	169	493	427	230	179	17	12	473	724	51	491	None	27	15	122	293	69	59	14	18	392	53	315	753	585	110	91	15	104	69	88	585	16	344	276	27	409	None	50	13	48	197	16	401	51	44	12	17
GO:0009890	negative regulation of biosynthetic process	1627	13	1	None	37	None	None	None	56	None	None	None	None	None	None	None	29	579	25	25	None	None	None	None	None	None	None	None	809	None	None	29	None	None	None	None	None	None	940	25	60	276	None	28	None	None	None	None	None	None	None	53	None	None	606	None	None	None	None	None	37	344	60	None	313	None	43	13	363	None
GO:0009060	aerobic respiration	209	13	6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	329	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	13	None
GO:0019222	regulation of metabolic process	7385	14	9	196	20	296	208	218	14	187	187	222	75	243	182	188	19	183	16	16	174	63	390	200	146	None	71	174	32	135	234	16	207	None	155	174	254	260	52	16	38	113	170	30	283	399	245	358	69	174	62	25	63	245	191	205	None	131	245	263	20	140	24	75	141	125	30	27	255	222
GO:0008219	cell death	2112	14	23	141	153	409	295	246	129	245	245	279	37	343	193	159	155	270	102	102	342	17	381	249	164	None	145	323	14	125	221	162	127	None	229	342	176	186	66	102	325	315	91	156	161	192	173	173	16	342	None	172	17	173	216	85	None	239	139	43	153	399	175	124	406	121	212	95	234	279
GO:0065008	regulation of biological quality	2789	14	44	131	610	155	286	245	283	None	None	None	56	None	215	254	534	None	512	512	None	192	78	245	212	57	146	None	404	248	41	430	132	31	37	None	73	53	297	512	376	788	231	544	238	270	207	100	206	None	117	290	192	207	None	183	54	14	200	592	610	None	839	128	320	236	344	575	357	None
GO:0030036	actin cytoskeleton organization	726	15	12	274	None	399	239	305	None	None	None	None	None	None	227	256	None	None	None	None	None	None	282	305	282	None	None	None	None	269	15	None	285	131	None	None	None	224	None	None	None	None	66	None	25	348	231	None	None	None	None	1961	None	231	None	56	None	213	76	30	None	None	None	None	None	278	1870	None	None	None
GO:0016236	macroautophagy	321	15	7	None	1561	None	None	None	807	None	None	None	None	None	None	None	None	None	None	None	None	890	None	None	None	160	49	None	347	None	None	None	None	None	None	None	15	None	466	None	None	None	None	None	None	None	None	18	1042	None	160	1411	890	None	None	None	129	None	None	None	1561	None	None	51	None	1595	None	None	128	None
GO:0044093	positive regulation of molecular function	1580	15	4	154	227	534	148	140	207	347	347	316	None	317	134	136	189	240	288	288	361	54	510	124	110	None	None	373	92	108	20	192	154	124	237	361	None	132	83	288	260	170	131	191	169	208	124	None	52	361	None	231	54	124	230	104	None	184	194	15	227	246	462	None	212	101	204	312	None	316
GO:0045333	cellular respiration	256	15	2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	393	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	15	None
GO:0006725	cellular aromatic compound metabolic process	8173	16	2	None	57	None	None	None	26	16	16	18	None	30	None	None	55	23	61	61	16	327	None	None	None	None	None	18	132	None	None	52	None	None	None	16	None	None	268	61	16	19	None	55	None	None	None	None	293	16	109	123	327	None	17	None	None	None	None	None	57	16	51	None	17	None	68	45	57	18
GO:0030029	actin filament-based process	812	16	4	312	None	538	307	353	None	None	None	None	None	None	268	294	None	None	None	None	None	None	350	350	336	None	None	None	None	310	16	None	319	374	83	None	None	281	None	None	None	None	71	None	32	391	266	None	None	None	None	None	None	266	None	59	None	162	81	35	None	None	None	None	None	310	1757	None	None	None
GO:0022406	membrane docking	91	16	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	27	46	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	16	None	None	None	None	None	23	None	None	None	None	None	None	46	None	None	None	None	None	None
GO:0003008	system process	2280	17	37	561	420	276	847	986	821	None	None	None	None	None	512	491	437	None	656	656	None	1143	128	971	785	None	213	None	None	1111	416	442	574	17	58	None	213	698	None	656	327	None	1110	663	985	648	859	205	1060	None	None	593	1143	859	None	1269	None	77	654	None	420	None	653	156	None	948	554	376	None	None
GO:0044249	cellular biosynthetic process	5790	17	1	None	45	None	None	None	112	212	212	239	None	284	None	None	51	196	51	51	242	339	None	None	None	None	None	241	144	1704	None	44	None	None	None	242	None	None	277	51	17	200	1465	64	None	None	None	None	341	242	None	94	339	None	180	1488	None	None	None	None	45	151	62	None	182	1730	64	51	112	239
GO:0010256	endomembrane system organization	595	17	7	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	26	20	None	None	462	None	None	None	None	None	None	30	None	884	None	None	None	None	None	None	None	None	29	None	None	55	None	None	None	None	None	22	None	None	None	None	None	None	17	None	463	None	None	None	None
GO:0071825	protein-lipid complex subunit organization	48	18	2	None	None	133	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	217	None	None	None	None	None	None	None	None	None	None	None	231	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	18	None	None	None	None	None	None	None	None	None	None	None	None
GO:0097006	regulation of plasma lipoprotein particle levels	71	19	3	None	1315	169	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	201	None	None	None	None	None	None	None	None	None	None	None	419	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	19	None	None	1315	None	None	None	None	None	None	None	None	None
GO:0050789	regulation of biological process	12376	20	48	51	64	49	67	43	90	194	194	172	181	238	71	72	64	180	84	84	205	80	68	62	46	217	136	213	112	74	60	65	61	20	119	205	124	138	50	84	72	152	57	80	50	88	88	124	79	205	None	34	80	88	196	43	188	76	54	120	64	177	82	138	157	59	42	77	313	172
GO:0009058	biosynthetic process	5970	21	3	None	51	None	969	1128	130	250	250	277	139	358	None	None	60	215	57	57	286	328	None	785	None	None	None	284	137	1772	460	58	None	None	None	286	None	None	302	57	21	208	1542	69	None	410	733	None	359	286	None	90	328	733	197	1690	None	None	None	None	51	174	78	None	203	1797	78	56	122	277
GO:0009056	catabolic process	2609	23	7	None	1141	None	None	1556	248	416	416	None	23	None	1679	None	652	None	334	334	None	198	None	1570	1087	166	60	None	51	1109	None	755	1463	None	163	None	38	None	122	334	None	352	1067	943	None	None	1501	41	192	None	65	505	198	1501	None	1087	132	653	916	None	1141	435	None	66	None	940	1149	1136	169	None
GO:0008152	metabolic process	14234	23	21	117	82	255	129	111	44	52	52	50	60	95	114	133	71	48	72	72	44	194	213	108	92	None	None	43	23	53	115	70	114	None	145	44	385	194	164	72	50	53	46	82	89	234	118	None	180	44	None	225	194	118	50	55	None	194	101	132	82	35	85	None	55	38	143	64	41	50
GO:0032501	multicellular organismal process	7656	23	301	32	77	235	35	26	199	228	228	197	62	306	31	24	124	244	167	167	250	256	142	28	53	283	133	250	317	45	29	131	35	60	291	250	280	64	293	167	153	225	54	133	51	25	32	282	289	250	152	80	256	32	212	61	None	23	69	73	77	303	98	120	286	45	77	132	448	197
GO:0065007	biological regulation	12924	24	16	148	114	102	101	135	80	346	346	273	175	287	131	148	119	246	81	81	260	37	132	119	102	None	116	267	87	101	35	116	156	24	62	260	44	121	65	81	130	164	123	103	164	166	129	55	38	260	None	112	37	129	232	96	None	67	123	24	114	243	108	118	208	85	134	114	None	273
GO:0070925	organelle assembly	944	28	8	None	1585	None	None	None	None	482	482	468	None	364	1071	1049	1270	167	None	None	406	None	None	None	None	186	28	432	None	None	624	1272	None	344	None	406	101	None	None	None	None	661	1333	1059	1054	None	None	95	None	406	201	946	None	None	528	1339	131	None	942	210	1585	495	993	29	483	None	1865	None	None	468
GO:0080171	lytic vacuole organization	99	28	2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	95	None	None	None	None	None	None	None	None	None	28	None	None	None	None	None	None	None	None	None	None	33	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	76	None	None	None	None	None	None
GO:0007033	vacuole organization	214	28	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	32	None	None	None	None	None	None	None	None	None	46	None	None	None	None	None	None	None	None	None	None	53	None	None	149	None	None	None	None	None	275	None	None	None	None	None	None	28	None	None	None	None	None	None
GO:0030154	cell differentiation	4287	30	41	71	68	449	91	58	486	379	379	366	160	308	30	36	131	423	248	248	306	285	425	58	70	238	159	314	184	89	53	130	81	317	362	306	None	147	314	248	197	561	75	153	93	64	66	None	363	306	None	92	285	66	269	73	None	170	135	76	68	423	136	164	509	79	88	222	None	366
GO:0048869	cellular developmental process	4312	32	1	86	69	None	97	61	521	None	None	None	None	None	32	38	132	None	343	343	None	640	None	64	75	None	None	None	780	84	98	135	98	None	None	None	None	149	644	343	201	None	78	155	97	58	69	None	750	None	None	130	640	69	None	76	None	180	175	78	69	None	140	None	None	74	90	237	None	None
GO:0034330	cell junction organization	708	32	16	146	943	157	61	64	None	None	None	None	None	None	98	114	None	None	None	None	None	None	138	55	124	None	None	None	None	141	108	None	124	None	None	None	None	72	None	None	None	None	117	None	75	63	92	None	None	None	None	419	None	92	None	154	None	32	267	368	943	None	1098	None	None	151	295	None	None	None
GO:0090382	phagosome maturation	29	33	1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	33	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	170	None	None	None	None	None	None	None	None	None	None	None	None	33	None	None	None	None	None	None
GO:0120036	plasma membrane bounded cell projection organization	1518	34	7	225	None	546	165	161	None	None	None	None	None	None	97	121	1711	None	None	None	None	None	523	172	224	None	82	None	None	162	34	1701	236	None	None	None	None	217	None	None	None	None	165	None	214	231	212	None	None	None	94	443	None	212	None	158	None	478	216	41	None	None	1211	74	None	165	603	None	None	None
GO:0048856	anatomical structure development	5860	35	41	68	65	355	74	36	249	385	385	364	89	None	39	39	84	362	230	230	434	445	344	44	54	None	None	393	243	71	88	90	69	202	None	434	None	97	590	230	127	455	82	107	105	35	57	None	483	434	None	49	445	57	314	69	None	210	120	106	65	566	97	None	379	67	69	148	456	364
