Representing term id	Representing term name	Representing term rank	93932 term id	93932 term name	93932 term rank	920 term id	920 term name	920 term rank	909 term id	909 term name	909 term rank	904 term id	904 term name	904 term rank	90348 term id	90348 term name	90348 term rank	90324 term id	90324 term name	90324 term rank	90322 term id	90322 term name	90322 term rank	90321 term id	90321 term name	90321 term rank	902 term id	902 term name	902 term rank	90154 term id	90154 term name	90154 term rank	90153 term id	90153 term name	90153 term rank	897 term id	897 term name	897 term rank	895 term id	895 term name	895 term rank	894 term id	894 term name	894 term rank	808 term id	808 term name	808 term rank	79477 term id	79477 term name	79477 term rank	79476 term id	79476 term name	79476 term rank	79474 term id	79474 term name	79474 term rank	79333 term id	79333 term name	79333 term rank	79325 term id	79325 term name	79325 term rank	79087 term id	79087 term name	79087 term rank	769 term id	769 term name	769 term rank	758 term id	758 term name	758 term rank	75496 term id	75496 term name	75496 term rank	740 term id	740 term name	740 term rank	633 term id	633 term name	633 term rank	500 term id	500 term name	500 term rank	498359 term id	498359 term name	498359 term rank	487825 term id	487825 term name	487825 term rank	477 term id	477 term name	477 term rank	435628 term id	435628 term name	435628 term rank	412057 term id	412057 term name	412057 term rank	363618 term id	363618 term name	363618 term rank	357074 term id	357074 term name	357074 term rank	3455 term id	3455 term name	3455 term rank	3437 term id	3437 term name	3437 term rank	33445 term id	33445 term name	33445 term rank	33364 term id	33364 term name	33364 term rank	3322 term id	3322 term name	3322 term rank	3163 term id	3163 term name	3163 term rank	3051 term id	3051 term name	3051 term rank	2963 term id	2963 term name	2963 term rank	287 term id	287 term name	287 term rank	286 term id	286 term name	286 term rank	2834 term id	2834 term name	2834 term rank	280679 term id	280679 term name	280679 term rank	280365 term id	280365 term name	280365 term rank	2658 term id	2658 term name	2658 term rank	263534 term id	263534 term name	263534 term rank	263487 term id	263487 term name	263487 term rank	2500 term id	2500 term name	2500 term rank	220295 term id	220295 term name	220295 term rank	2078 term id	2078 term name	2078 term rank	2067 term id	2067 term name	2067 term rank	1942 term id	1942 term name	1942 term rank	1901 term id	1901 term name	1901 term rank	1860 term id	1860 term name	1860 term rank	1807 term id	1807 term name	1807 term rank	1775 term id	1775 term name	1775 term rank	163746 term id	163746 term name	163746 term rank	1387 term id	1387 term name	1387 term rank	137608 term id	137608 term name	137608 term rank	1340 term id	1340 term name	1340 term rank	1299 term id	1299 term name	1299 term rank	1297 term id	1297 term name	1297 term rank	101028 term id	101028 term name	101028 term rank	100 term id	100 term name	100 term rank
																					GO:0031297	replication fork processing	78	GO:0031297	replication fork processing	78	GO:0031297	replication fork processing	71				GO:0031297	replication fork processing	72										GO:0031297	replication fork processing	71							GO:0031297	replication fork processing	80																			GO:0031297	replication fork processing	82																						GO:0031297	replication fork processing	80																GO:0031297	replication fork processing	80																						GO:0031297	replication fork processing	80													GO:0031297	replication fork processing	83																			GO:0031297	replication fork processing	74							GO:0031297	replication fork processing	80										GO:0031297	replication fork processing	45	GO:0031297	replication fork processing	71
																					GO:0006312	mitotic recombination	80	GO:0006312	mitotic recombination	80	GO:0006312	mitotic recombination	47				GO:0006312	mitotic recombination	64										GO:0006312	mitotic recombination	70							GO:0006312	mitotic recombination	82																			GO:0006312	mitotic recombination	84																						GO:0006312	mitotic recombination	82																GO:0006312	mitotic recombination	138																						GO:0006312	mitotic recombination	82													GO:0006312	mitotic recombination	70																			GO:0006312	mitotic recombination	96							GO:0006312	mitotic recombination	69										GO:0006312	mitotic recombination	176	GO:0006312	mitotic recombination	47
																					GO:0045005	DNA-templated DNA replication maintenance of fidelity	62	GO:0045005	DNA-templated DNA replication maintenance of fidelity	62	GO:0045005	DNA-templated DNA replication maintenance of fidelity	55				GO:0045005	DNA-templated DNA replication maintenance of fidelity	56										GO:0045005	DNA-templated DNA replication maintenance of fidelity	56							GO:0045005	DNA-templated DNA replication maintenance of fidelity	58																			GO:0045005	DNA-templated DNA replication maintenance of fidelity	58																						GO:0045005	DNA-templated DNA replication maintenance of fidelity	58																GO:0045005	DNA-templated DNA replication maintenance of fidelity	71																						GO:0045005	DNA-templated DNA replication maintenance of fidelity	58													GO:0045005	DNA-templated DNA replication maintenance of fidelity	66																			GO:0045005	DNA-templated DNA replication maintenance of fidelity	59							GO:0045005	DNA-templated DNA replication maintenance of fidelity	65										GO:0045005	DNA-templated DNA replication maintenance of fidelity	49	GO:0045005	DNA-templated DNA replication maintenance of fidelity	55
																																																																																																																					GO:0032210	regulation of telomere maintenance via telomerase	50																																																										GO:0032210	regulation of telomere maintenance via telomerase	88							GO:0032210	regulation of telomere maintenance via telomerase	140															
																					GO:2000278	regulation of DNA biosynthetic process	263	GO:2000278	regulation of DNA biosynthetic process	263	GO:2000278	regulation of DNA biosynthetic process	244																GO:2000278	regulation of DNA biosynthetic process	269							GO:2000278	regulation of DNA biosynthetic process	233																			GO:2000278	regulation of DNA biosynthetic process	236				GO:2000278	regulation of DNA biosynthetic process	560																GO:2000278	regulation of DNA biosynthetic process	233																GO:2000278	regulation of DNA biosynthetic process	51													GO:2000278	regulation of DNA biosynthetic process	544							GO:2000278	regulation of DNA biosynthetic process	233										GO:2000278	regulation of DNA biosynthetic process	544	GO:2000278	regulation of DNA biosynthetic process	226																			GO:2000278	regulation of DNA biosynthetic process	77							GO:2000278	regulation of DNA biosynthetic process	158	GO:2000278	regulation of DNA biosynthetic process	481										GO:2000278	regulation of DNA biosynthetic process	244
																					GO:0000018	regulation of DNA recombination	61	GO:0000018	regulation of DNA recombination	61	GO:0000018	regulation of DNA recombination	63				GO:0000018	regulation of DNA recombination	62										GO:0000018	regulation of DNA recombination	64							GO:0000018	regulation of DNA recombination	72																			GO:0000018	regulation of DNA recombination	72																						GO:0000018	regulation of DNA recombination	72																GO:0000018	regulation of DNA recombination	52																						GO:0000018	regulation of DNA recombination	72													GO:0000018	regulation of DNA recombination	60																			GO:0000018	regulation of DNA recombination	64							GO:0000018	regulation of DNA recombination	82										GO:0000018	regulation of DNA recombination	157	GO:0000018	regulation of DNA recombination	63
																					GO:0022616	DNA strand elongation	86	GO:0022616	DNA strand elongation	86	GO:0022616	DNA strand elongation	94				GO:0022616	DNA strand elongation	74										GO:0022616	DNA strand elongation	88							GO:0022616	DNA strand elongation	54																			GO:0022616	DNA strand elongation	54																						GO:0022616	DNA strand elongation	54																GO:0022616	DNA strand elongation	170																						GO:0022616	DNA strand elongation	54													GO:0022616	DNA strand elongation	88																			GO:0022616	DNA strand elongation	99							GO:0022616	DNA strand elongation	71													GO:0022616	DNA strand elongation	94
																					GO:0006271	DNA strand elongation involved in DNA replication	100	GO:0006271	DNA strand elongation involved in DNA replication	100	GO:0006271	DNA strand elongation involved in DNA replication	110				GO:0006271	DNA strand elongation involved in DNA replication	88										GO:0006271	DNA strand elongation involved in DNA replication	105							GO:0006271	DNA strand elongation involved in DNA replication	57																			GO:0006271	DNA strand elongation involved in DNA replication	57																						GO:0006271	DNA strand elongation involved in DNA replication	57																																								GO:0006271	DNA strand elongation involved in DNA replication	57													GO:0006271	DNA strand elongation involved in DNA replication	108																			GO:0006271	DNA strand elongation involved in DNA replication	121							GO:0006271	DNA strand elongation involved in DNA replication	117													GO:0006271	DNA strand elongation involved in DNA replication	110
																					GO:0140527	reciprocal homologous recombination	119	GO:0140527	reciprocal homologous recombination	119	GO:0140527	reciprocal homologous recombination	67				GO:0140527	reciprocal homologous recombination	97										GO:0140527	reciprocal homologous recombination	117							GO:0140527	reciprocal homologous recombination	122																			GO:0140527	reciprocal homologous recombination	125																						GO:0140527	reciprocal homologous recombination	122																GO:0140527	reciprocal homologous recombination	214																						GO:0140527	reciprocal homologous recombination	122													GO:0140527	reciprocal homologous recombination	133																			GO:0140527	reciprocal homologous recombination	157							GO:0140527	reciprocal homologous recombination	169													GO:0140527	reciprocal homologous recombination	67
																					GO:0007131	reciprocal meiotic recombination	118	GO:0007131	reciprocal meiotic recombination	118	GO:0007131	reciprocal meiotic recombination	68				GO:0007131	reciprocal meiotic recombination	98										GO:0007131	reciprocal meiotic recombination	116							GO:0007131	reciprocal meiotic recombination	121																			GO:0007131	reciprocal meiotic recombination	124																						GO:0007131	reciprocal meiotic recombination	121																GO:0007131	reciprocal meiotic recombination	215																						GO:0007131	reciprocal meiotic recombination	121													GO:0007131	reciprocal meiotic recombination	134																			GO:0007131	reciprocal meiotic recombination	158							GO:0007131	reciprocal meiotic recombination	170													GO:0007131	reciprocal meiotic recombination	68
																		GO:0033260	nuclear DNA replication	220	GO:0033260	nuclear DNA replication	150	GO:0033260	nuclear DNA replication	150	GO:0033260	nuclear DNA replication	145				GO:0033260	nuclear DNA replication	117										GO:0033260	nuclear DNA replication	152							GO:0033260	nuclear DNA replication	84																			GO:0033260	nuclear DNA replication	73																						GO:0033260	nuclear DNA replication	84																GO:0033260	nuclear DNA replication	119																						GO:0033260	nuclear DNA replication	84													GO:0033260	nuclear DNA replication	154																			GO:0033260	nuclear DNA replication	155							GO:0033260	nuclear DNA replication	100													GO:0033260	nuclear DNA replication	145
																		GO:0044786	cell cycle DNA replication	225	GO:0044786	cell cycle DNA replication	157	GO:0044786	cell cycle DNA replication	157	GO:0044786	cell cycle DNA replication	152				GO:0044786	cell cycle DNA replication	127										GO:0044786	cell cycle DNA replication	161							GO:0044786	cell cycle DNA replication	86																			GO:0044786	cell cycle DNA replication	79																						GO:0044786	cell cycle DNA replication	86																GO:0044786	cell cycle DNA replication	125																						GO:0044786	cell cycle DNA replication	86													GO:0044786	cell cycle DNA replication	164																			GO:0044786	cell cycle DNA replication	167							GO:0044786	cell cycle DNA replication	104													GO:0044786	cell cycle DNA replication	152
																																																																																	GO:0051972	regulation of telomerase activity	745																																		GO:0051972	regulation of telomerase activity	83																																																										GO:0051972	regulation of telomerase activity	146							GO:0051972	regulation of telomerase activity	206	GO:0051972	regulation of telomerase activity	554												
																					GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	99	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	99	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	105				GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	84										GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	106							GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	100																			GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	100																						GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	100																GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	165																						GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	100													GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	106																			GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	123							GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	116													GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	105
																					GO:1904353	regulation of telomere capping	158	GO:1904353	regulation of telomere capping	158	GO:1904353	regulation of telomere capping	154				GO:1904353	regulation of telomere capping	128										GO:1904353	regulation of telomere capping	162							GO:1904353	regulation of telomere capping	147																			GO:1904353	regulation of telomere capping	147																						GO:1904353	regulation of telomere capping	147																GO:1904353	regulation of telomere capping	96																						GO:1904353	regulation of telomere capping	147													GO:1904353	regulation of telomere capping	165																			GO:1904353	regulation of telomere capping	128							GO:1904353	regulation of telomere capping	84													GO:1904353	regulation of telomere capping	154
																					GO:0002208	somatic diversification of immunoglobulins involved in immune response	98	GO:0002208	somatic diversification of immunoglobulins involved in immune response	98	GO:0002208	somatic diversification of immunoglobulins involved in immune response	106				GO:0002208	somatic diversification of immunoglobulins involved in immune response	85										GO:0002208	somatic diversification of immunoglobulins involved in immune response	107							GO:0002208	somatic diversification of immunoglobulins involved in immune response	102																			GO:0002208	somatic diversification of immunoglobulins involved in immune response	102																						GO:0002208	somatic diversification of immunoglobulins involved in immune response	102																GO:0002208	somatic diversification of immunoglobulins involved in immune response	164																						GO:0002208	somatic diversification of immunoglobulins involved in immune response	102													GO:0002208	somatic diversification of immunoglobulins involved in immune response	107																			GO:0002208	somatic diversification of immunoglobulins involved in immune response	124							GO:0002208	somatic diversification of immunoglobulins involved in immune response	115													GO:0002208	somatic diversification of immunoglobulins involved in immune response	106
																					GO:0045190	isotype switching	97	GO:0045190	isotype switching	97	GO:0045190	isotype switching	104				GO:0045190	isotype switching	86										GO:0045190	isotype switching	108							GO:0045190	isotype switching	101																			GO:0045190	isotype switching	101																						GO:0045190	isotype switching	101																GO:0045190	isotype switching	166																						GO:0045190	isotype switching	101													GO:0045190	isotype switching	105																			GO:0045190	isotype switching	122							GO:0045190	isotype switching	114													GO:0045190	isotype switching	104
																		GO:0006275	regulation of DNA replication	96	GO:0006275	regulation of DNA replication	198	GO:0006275	regulation of DNA replication	198	GO:0006275	regulation of DNA replication	184				GO:0006275	regulation of DNA replication	218										GO:0006275	regulation of DNA replication	204	GO:0006275	regulation of DNA replication	329	GO:0006275	regulation of DNA replication	329	GO:0006275	regulation of DNA replication	93																			GO:0006275	regulation of DNA replication	88																						GO:0006275	regulation of DNA replication	93										GO:0006275	regulation of DNA replication	329				GO:0006275	regulation of DNA replication	273																						GO:0006275	regulation of DNA replication	93													GO:0006275	regulation of DNA replication	200																			GO:0006275	regulation of DNA replication	194							GO:0006275	regulation of DNA replication	213							GO:0006275	regulation of DNA replication	394				GO:0006275	regulation of DNA replication	184
																					GO:1902969	mitotic DNA replication	235	GO:1902969	mitotic DNA replication	235	GO:1902969	mitotic DNA replication	220				GO:1902969	mitotic DNA replication	195										GO:1902969	mitotic DNA replication	241							GO:1902969	mitotic DNA replication	98																			GO:1902969	mitotic DNA replication	89																						GO:1902969	mitotic DNA replication	98																																								GO:1902969	mitotic DNA replication	98													GO:1902969	mitotic DNA replication	241																			GO:1902969	mitotic DNA replication	259							GO:1902969	mitotic DNA replication	244													GO:1902969	mitotic DNA replication	220
																					GO:0000722	telomere maintenance via recombination	159	GO:0000722	telomere maintenance via recombination	159	GO:0000722	telomere maintenance via recombination	90				GO:0000722	telomere maintenance via recombination	130										GO:0000722	telomere maintenance via recombination	131							GO:0000722	telomere maintenance via recombination	148																			GO:0000722	telomere maintenance via recombination	148																						GO:0000722	telomere maintenance via recombination	148																GO:0000722	telomere maintenance via recombination	231																						GO:0000722	telomere maintenance via recombination	148													GO:0000722	telomere maintenance via recombination	166																			GO:0000722	telomere maintenance via recombination	191							GO:0000722	telomere maintenance via recombination	144													GO:0000722	telomere maintenance via recombination	90
																		GO:0006268	DNA unwinding involved in DNA replication	285	GO:0006268	DNA unwinding involved in DNA replication	267	GO:0006268	DNA unwinding involved in DNA replication	267	GO:0006268	DNA unwinding involved in DNA replication	252				GO:0006268	DNA unwinding involved in DNA replication	220										GO:0006268	DNA unwinding involved in DNA replication	274							GO:0006268	DNA unwinding involved in DNA replication	90																			GO:0006268	DNA unwinding involved in DNA replication	92																						GO:0006268	DNA unwinding involved in DNA replication	90																GO:0006268	DNA unwinding involved in DNA replication	323																						GO:0006268	DNA unwinding involved in DNA replication	90													GO:0006268	DNA unwinding involved in DNA replication	276																			GO:0006268	DNA unwinding involved in DNA replication	287							GO:0006268	DNA unwinding involved in DNA replication	278													GO:0006268	DNA unwinding involved in DNA replication	252
																		GO:0090329	regulation of DNA-templated DNA replication	177	GO:0090329	regulation of DNA-templated DNA replication	272	GO:0090329	regulation of DNA-templated DNA replication	272	GO:0090329	regulation of DNA-templated DNA replication	257				GO:0090329	regulation of DNA-templated DNA replication	225										GO:0090329	regulation of DNA-templated DNA replication	283							GO:0090329	regulation of DNA-templated DNA replication	99																			GO:0090329	regulation of DNA-templated DNA replication	93																						GO:0090329	regulation of DNA-templated DNA replication	99																GO:0090329	regulation of DNA-templated DNA replication	266																						GO:0090329	regulation of DNA-templated DNA replication	99													GO:0090329	regulation of DNA-templated DNA replication	282																			GO:0090329	regulation of DNA-templated DNA replication	295							GO:0090329	regulation of DNA-templated DNA replication	234													GO:0090329	regulation of DNA-templated DNA replication	257
																																																																																																																					GO:1904358	positive regulation of telomere maintenance via telomere lengthening	97																																																										GO:1904358	positive regulation of telomere maintenance via telomere lengthening	182							GO:1904358	positive regulation of telomere maintenance via telomere lengthening	192															
																		GO:0030174	regulation of DNA-templated DNA replication initiation	132																																		GO:0030174	regulation of DNA-templated DNA replication initiation	105																			GO:0030174	regulation of DNA-templated DNA replication initiation	103																						GO:0030174	regulation of DNA-templated DNA replication initiation	105																																								GO:0030174	regulation of DNA-templated DNA replication initiation	105																																																												
																					GO:2000573	positive regulation of DNA biosynthetic process	257	GO:2000573	positive regulation of DNA biosynthetic process	257	GO:2000573	positive regulation of DNA biosynthetic process	238																GO:2000573	positive regulation of DNA biosynthetic process	262							GO:2000573	positive regulation of DNA biosynthetic process	229																			GO:2000573	positive regulation of DNA biosynthetic process	233				GO:2000573	positive regulation of DNA biosynthetic process	456																GO:2000573	positive regulation of DNA biosynthetic process	229																GO:2000573	positive regulation of DNA biosynthetic process	106													GO:2000573	positive regulation of DNA biosynthetic process	427							GO:2000573	positive regulation of DNA biosynthetic process	229										GO:2000573	positive regulation of DNA biosynthetic process	427	GO:2000573	positive regulation of DNA biosynthetic process	262																			GO:2000573	positive regulation of DNA biosynthetic process	177							GO:2000573	positive regulation of DNA biosynthetic process	203	GO:2000573	positive regulation of DNA biosynthetic process	403										GO:2000573	positive regulation of DNA biosynthetic process	238
																					GO:0033151	V(D)J recombination	174	GO:0033151	V(D)J recombination	174	GO:0033151	V(D)J recombination	164				GO:0033151	V(D)J recombination	109										GO:0033151	V(D)J recombination	174							GO:0033151	V(D)J recombination	135																			GO:0033151	V(D)J recombination	135																						GO:0033151	V(D)J recombination	135																GO:0033151	V(D)J recombination	211																						GO:0033151	V(D)J recombination	135													GO:0033151	V(D)J recombination	179																			GO:0033151	V(D)J recombination	198							GO:0033151	V(D)J recombination	186													GO:0033151	V(D)J recombination	164
																					GO:0090737	telomere maintenance via telomere trimming	164	GO:0090737	telomere maintenance via telomere trimming	164	GO:0090737	telomere maintenance via telomere trimming	111				GO:0090737	telomere maintenance via telomere trimming	134										GO:0090737	telomere maintenance via telomere trimming	166							GO:0090737	telomere maintenance via telomere trimming	152																			GO:0090737	telomere maintenance via telomere trimming	151																						GO:0090737	telomere maintenance via telomere trimming	152																GO:0090737	telomere maintenance via telomere trimming	136																						GO:0090737	telomere maintenance via telomere trimming	152													GO:0090737	telomere maintenance via telomere trimming	169																			GO:0090737	telomere maintenance via telomere trimming	160							GO:0090737	telomere maintenance via telomere trimming	120													GO:0090737	telomere maintenance via telomere trimming	111
																					GO:0001325	formation of extrachromosomal circular DNA	163	GO:0001325	formation of extrachromosomal circular DNA	163	GO:0001325	formation of extrachromosomal circular DNA	112				GO:0001325	formation of extrachromosomal circular DNA	135										GO:0001325	formation of extrachromosomal circular DNA	167							GO:0001325	formation of extrachromosomal circular DNA	151																			GO:0001325	formation of extrachromosomal circular DNA	152																						GO:0001325	formation of extrachromosomal circular DNA	151																GO:0001325	formation of extrachromosomal circular DNA	137																						GO:0001325	formation of extrachromosomal circular DNA	151													GO:0001325	formation of extrachromosomal circular DNA	170																			GO:0001325	formation of extrachromosomal circular DNA	159							GO:0001325	formation of extrachromosomal circular DNA	118													GO:0001325	formation of extrachromosomal circular DNA	112
																					GO:0090656	t-circle formation	162	GO:0090656	t-circle formation	162	GO:0090656	t-circle formation	113				GO:0090656	t-circle formation	133										GO:0090656	t-circle formation	165							GO:0090656	t-circle formation	150																			GO:0090656	t-circle formation	153																						GO:0090656	t-circle formation	150																GO:0090656	t-circle formation	135																						GO:0090656	t-circle formation	150													GO:0090656	t-circle formation	171																			GO:0090656	t-circle formation	161							GO:0090656	t-circle formation	119													GO:0090656	t-circle formation	113
																					GO:0032212	positive regulation of telomere maintenance via telomerase	297	GO:0032212	positive regulation of telomere maintenance via telomerase	297	GO:0032212	positive regulation of telomere maintenance via telomerase	281																									GO:0032212	positive regulation of telomere maintenance via telomerase	259																			GO:0032212	positive regulation of telomere maintenance via telomerase	266																						GO:0032212	positive regulation of telomere maintenance via telomerase	259																GO:0032212	positive regulation of telomere maintenance via telomerase	114																						GO:0032212	positive regulation of telomere maintenance via telomerase	259													GO:0032212	positive regulation of telomere maintenance via telomerase	318																			GO:0032212	positive regulation of telomere maintenance via telomerase	200							GO:0032212	positive regulation of telomere maintenance via telomerase	189													GO:0032212	positive regulation of telomere maintenance via telomerase	281
																																																																																																																					GO:1904357	negative regulation of telomere maintenance via telomere lengthening	124																																																										GO:1904357	negative regulation of telomere maintenance via telomere lengthening	171							GO:1904357	negative regulation of telomere maintenance via telomere lengthening	130															
																																																																																	GO:0051973	positive regulation of telomerase activity	841																																		GO:0051973	positive regulation of telomerase activity	133																																																										GO:0051973	positive regulation of telomerase activity	224							GO:0051973	positive regulation of telomerase activity	245	GO:0051973	positive regulation of telomerase activity	626												
																					GO:0045911	positive regulation of DNA recombination	137	GO:0045911	positive regulation of DNA recombination	137	GO:0045911	positive regulation of DNA recombination	156				GO:0045911	positive regulation of DNA recombination	149										GO:0045911	positive regulation of DNA recombination	170							GO:0045911	positive regulation of DNA recombination	153																			GO:0045911	positive regulation of DNA recombination	155																						GO:0045911	positive regulation of DNA recombination	153																GO:0045911	positive regulation of DNA recombination	202																						GO:0045911	positive regulation of DNA recombination	153													GO:0045911	positive regulation of DNA recombination	143																			GO:0045911	positive regulation of DNA recombination	175							GO:0045911	positive regulation of DNA recombination	257							GO:0045911	positive regulation of DNA recombination	490				GO:0045911	positive regulation of DNA recombination	156
																					GO:0045910	negative regulation of DNA recombination	183	GO:0045910	negative regulation of DNA recombination	183	GO:0045910	negative regulation of DNA recombination	173				GO:0045910	negative regulation of DNA recombination	148										GO:0045910	negative regulation of DNA recombination	188							GO:0045910	negative regulation of DNA recombination	169																			GO:0045910	negative regulation of DNA recombination	172																						GO:0045910	negative regulation of DNA recombination	169																GO:0045910	negative regulation of DNA recombination	146																						GO:0045910	negative regulation of DNA recombination	169													GO:0045910	negative regulation of DNA recombination	189																			GO:0045910	negative regulation of DNA recombination	193							GO:0045910	negative regulation of DNA recombination	155													GO:0045910	negative regulation of DNA recombination	173
																																																																																																																					GO:0070200	establishment of protein localization to telomere	181																																																										GO:0070200	establishment of protein localization to telomere	272							GO:0070200	establishment of protein localization to telomere	255															
																											GO:0000712	resolution of meiotic recombination intermediates	189																																																																																																																																																																												GO:0000712	resolution of meiotic recombination intermediates	189
																											GO:0090657	telomeric loop disassembly	207																																																																																								GO:0090657	telomeric loop disassembly	189																																																										GO:0090657	telomeric loop disassembly	320							GO:0090657	telomeric loop disassembly	197													GO:0090657	telomeric loop disassembly	207
																																																																																																																					GO:0032211	negative regulation of telomere maintenance via telomerase	191																																																										GO:0032211	negative regulation of telomere maintenance via telomerase	203							GO:0032211	negative regulation of telomere maintenance via telomerase	224															
																																																																																																																					GO:2000279	negative regulation of DNA biosynthetic process	197																																																										GO:2000279	negative regulation of DNA biosynthetic process	207							GO:2000279	negative regulation of DNA biosynthetic process	222															
																					GO:0045191	regulation of isotype switching	244	GO:0045191	regulation of isotype switching	244	GO:0045191	regulation of isotype switching	227				GO:0045191	regulation of isotype switching	203										GO:0045191	regulation of isotype switching	252							GO:0045191	regulation of isotype switching	222																			GO:0045191	regulation of isotype switching	224																						GO:0045191	regulation of isotype switching	222																GO:0045191	regulation of isotype switching	297																						GO:0045191	regulation of isotype switching	222													GO:0045191	regulation of isotype switching	250																			GO:0045191	regulation of isotype switching	269							GO:0045191	regulation of isotype switching	253													GO:0045191	regulation of isotype switching	227
																					GO:0032042	mitochondrial DNA metabolic process	266	GO:0032042	mitochondrial DNA metabolic process	266	GO:0032042	mitochondrial DNA metabolic process	251				GO:0032042	mitochondrial DNA metabolic process	221										GO:0032042	mitochondrial DNA metabolic process	276							GO:0032042	mitochondrial DNA metabolic process	238																			GO:0032042	mitochondrial DNA metabolic process	240																						GO:0032042	mitochondrial DNA metabolic process	238																GO:0032042	mitochondrial DNA metabolic process	324																						GO:0032042	mitochondrial DNA metabolic process	238													GO:0032042	mitochondrial DNA metabolic process	275																			GO:0032042	mitochondrial DNA metabolic process	289							GO:0032042	mitochondrial DNA metabolic process	277													GO:0032042	mitochondrial DNA metabolic process	251
																					GO:0045830	positive regulation of isotype switching	277	GO:0045830	positive regulation of isotype switching	277	GO:0045830	positive regulation of isotype switching	261				GO:0045830	positive regulation of isotype switching	230										GO:0045830	positive regulation of isotype switching	289							GO:0045830	positive regulation of isotype switching	243																			GO:0045830	positive regulation of isotype switching	250																						GO:0045830	positive regulation of isotype switching	243																GO:0045830	positive regulation of isotype switching	340																						GO:0045830	positive regulation of isotype switching	243													GO:0045830	positive regulation of isotype switching	292																			GO:0045830	positive regulation of isotype switching	302							GO:0045830	positive regulation of isotype switching	288													GO:0045830	positive regulation of isotype switching	261
																					GO:0048304	positive regulation of isotype switching to IgG isotypes	286	GO:0048304	positive regulation of isotype switching to IgG isotypes	286	GO:0048304	positive regulation of isotype switching to IgG isotypes	270				GO:0048304	positive regulation of isotype switching to IgG isotypes	234										GO:0048304	positive regulation of isotype switching to IgG isotypes	300							GO:0048304	positive regulation of isotype switching to IgG isotypes	251																			GO:0048304	positive regulation of isotype switching to IgG isotypes	259																						GO:0048304	positive regulation of isotype switching to IgG isotypes	251																GO:0048304	positive regulation of isotype switching to IgG isotypes	355																						GO:0048304	positive regulation of isotype switching to IgG isotypes	251													GO:0048304	positive regulation of isotype switching to IgG isotypes	298																			GO:0048304	positive regulation of isotype switching to IgG isotypes	313							GO:0048304	positive regulation of isotype switching to IgG isotypes	294													GO:0048304	positive regulation of isotype switching to IgG isotypes	270
																																																																											GO:0006304	DNA modification	268																																																																																																													GO:0006304	DNA modification	311							GO:0006304	DNA modification	377						
																																																GO:0006306	DNA methylation	415	GO:0006306	DNA methylation	415																																																										GO:0006306	DNA methylation	415																																																																																		GO:0006306	DNA methylation	272						
																																																GO:0006305	DNA alkylation	414	GO:0006305	DNA alkylation	414																																																										GO:0006305	DNA alkylation	414																																																																																		GO:0006305	DNA alkylation	273						
																																																																																																																					GO:0051974	negative regulation of telomerase activity	280																																																																																				
																		GO:0008156	negative regulation of DNA replication	292																																																																																																																																																																																							
																																													GO:0032070	regulation of deoxyribonuclease activity	299																																																																																																																																		GO:0032070	regulation of deoxyribonuclease activity	310																								
																																																																																																																					GO:1904355	positive regulation of telomere capping	301																																																																																				
																																																																																																																					GO:0070203	regulation of establishment of protein localization to telomere	378																																																																																				
																																																																																																																					GO:0070202	regulation of establishment of protein localization to chromosome	389																																																																																				
GO:0007249	I-kappaB kinase/NF-kappaB signaling	1
																																																									GO:0007249	I-kappaB kinase/NF-kappaB signaling	1																			GO:0007249	I-kappaB kinase/NF-kappaB signaling	1																												GO:0007249	I-kappaB kinase/NF-kappaB signaling	1																												GO:0007249	I-kappaB kinase/NF-kappaB signaling	1										GO:0007249	I-kappaB kinase/NF-kappaB signaling	1																																																			
																																																									GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	2																			GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	2																												GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	2																												GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	2										GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	2																																																			
																																																									GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	4																			GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	3																												GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	3																												GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	4										GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	4																																																			
