Representing term id	Representing term name	Representing term rank	93932 term id	93932 term name	93932 term rank	920 term id	920 term name	920 term rank	909 term id	909 term name	909 term rank	904 term id	904 term name	904 term rank	90348 term id	90348 term name	90348 term rank	90324 term id	90324 term name	90324 term rank	90322 term id	90322 term name	90322 term rank	90321 term id	90321 term name	90321 term rank	902 term id	902 term name	902 term rank	90154 term id	90154 term name	90154 term rank	90153 term id	90153 term name	90153 term rank	897 term id	897 term name	897 term rank	895 term id	895 term name	895 term rank	894 term id	894 term name	894 term rank	808 term id	808 term name	808 term rank	79477 term id	79477 term name	79477 term rank	79476 term id	79476 term name	79476 term rank	79474 term id	79474 term name	79474 term rank	79333 term id	79333 term name	79333 term rank	79325 term id	79325 term name	79325 term rank	79087 term id	79087 term name	79087 term rank	769 term id	769 term name	769 term rank	758 term id	758 term name	758 term rank	75496 term id	75496 term name	75496 term rank	740 term id	740 term name	740 term rank	633 term id	633 term name	633 term rank	500 term id	500 term name	500 term rank	498359 term id	498359 term name	498359 term rank	487825 term id	487825 term name	487825 term rank	477 term id	477 term name	477 term rank	435628 term id	435628 term name	435628 term rank	412057 term id	412057 term name	412057 term rank	363618 term id	363618 term name	363618 term rank	357074 term id	357074 term name	357074 term rank	3455 term id	3455 term name	3455 term rank	3437 term id	3437 term name	3437 term rank	33445 term id	33445 term name	33445 term rank	33364 term id	33364 term name	33364 term rank	3322 term id	3322 term name	3322 term rank	3163 term id	3163 term name	3163 term rank	3051 term id	3051 term name	3051 term rank	2963 term id	2963 term name	2963 term rank	287 term id	287 term name	287 term rank	286 term id	286 term name	286 term rank	2834 term id	2834 term name	2834 term rank	280679 term id	280679 term name	280679 term rank	280365 term id	280365 term name	280365 term rank	2658 term id	2658 term name	2658 term rank	263534 term id	263534 term name	263534 term rank	263487 term id	263487 term name	263487 term rank	2500 term id	2500 term name	2500 term rank	220295 term id	220295 term name	220295 term rank	2078 term id	2078 term name	2078 term rank	2067 term id	2067 term name	2067 term rank	1942 term id	1942 term name	1942 term rank	1901 term id	1901 term name	1901 term rank	1860 term id	1860 term name	1860 term rank	1807 term id	1807 term name	1807 term rank	1775 term id	1775 term name	1775 term rank	163746 term id	163746 term name	163746 term rank	1387 term id	1387 term name	1387 term rank	137608 term id	137608 term name	137608 term rank	1340 term id	1340 term name	1340 term rank	1299 term id	1299 term name	1299 term rank	1297 term id	1297 term name	1297 term rank	101028 term id	101028 term name	101028 term rank	100 term id	100 term name	100 term rank
																																													GO:0046605	regulation of centrosome cycle	287																																																							GO:0046605	regulation of centrosome cycle	102																															GO:0046605	regulation of centrosome cycle	103										GO:0046605	regulation of centrosome cycle	722																																																						
																																																																																																						GO:0007051	spindle organization	106																															GO:0007051	spindle organization	108																																																																		
																																																																																																						GO:0000819	sister chromatid segregation	116																			GO:0000819	sister chromatid segregation	605										GO:0000819	sister chromatid segregation	114																																											GO:0000819	sister chromatid segregation	602																					
																																													GO:0051298	centrosome duplication	171																																																							GO:0051298	centrosome duplication	115																															GO:0051298	centrosome duplication	115																																																																		
																		GO:0000280	nuclear division	236	GO:0000280	nuclear division	203	GO:0000280	nuclear division	203	GO:0000280	nuclear division	128				GO:0000280	nuclear division	183										GO:0000280	nuclear division	169							GO:0000280	nuclear division	173																			GO:0000280	nuclear division	191																						GO:0000280	nuclear division	173	GO:0000280	nuclear division	133													GO:0000280	nuclear division	347																GO:0000280	nuclear division	130				GO:0000280	nuclear division	173													GO:0000280	nuclear division	233																			GO:0000280	nuclear division	255							GO:0000280	nuclear division	260													GO:0000280	nuclear division	128
																					GO:0098813	nuclear chromosome segregation	269	GO:0098813	nuclear chromosome segregation	269	GO:0098813	nuclear chromosome segregation	196																GO:0098813	nuclear chromosome segregation	247																																																							GO:0098813	nuclear chromosome segregation	139																			GO:0098813	nuclear chromosome segregation	522										GO:0098813	nuclear chromosome segregation	134																																											GO:0098813	nuclear chromosome segregation	521																			GO:0098813	nuclear chromosome segregation	196
																		GO:0045787	positive regulation of cell cycle	136																						GO:0045787	positive regulation of cell cycle	321				GO:0045787	positive regulation of cell cycle	215	GO:0045787	positive regulation of cell cycle	215																																		GO:0045787	positive regulation of cell cycle	327																						GO:0045787	positive regulation of cell cycle	215										GO:0045787	positive regulation of cell cycle	229																						GO:0045787	positive regulation of cell cycle	491							GO:0045787	positive regulation of cell cycle	290																						GO:0045787	positive regulation of cell cycle	310													GO:0045787	positive regulation of cell cycle	171						
																		GO:0090068	positive regulation of cell cycle process	141																						GO:0090068	positive regulation of cell cycle process	413				GO:0090068	positive regulation of cell cycle process	239	GO:0090068	positive regulation of cell cycle process	239																																		GO:0090068	positive regulation of cell cycle process	419																						GO:0090068	positive regulation of cell cycle process	239										GO:0090068	positive regulation of cell cycle process	312																																																							GO:0090068	positive regulation of cell cycle process	351													GO:0090068	positive regulation of cell cycle process	237						
																					GO:0007059	chromosome segregation	245	GO:0007059	chromosome segregation	245	GO:0007059	chromosome segregation	185				GO:0007059	chromosome segregation	226										GO:0007059	chromosome segregation	179							GO:0007059	chromosome segregation	220																			GO:0007059	chromosome segregation	223										GO:0007059	chromosome segregation	678										GO:0007059	chromosome segregation	220	GO:0007059	chromosome segregation	146										GO:0007059	chromosome segregation	307							GO:0007059	chromosome segregation	391										GO:0007059	chromosome segregation	143				GO:0007059	chromosome segregation	220													GO:0007059	chromosome segregation	252																			GO:0007059	chromosome segregation	306							GO:0007059	chromosome segregation	250													GO:0007059	chromosome segregation	185
																																													GO:0007098	centrosome cycle	187																																																							GO:0007098	centrosome cycle	152																															GO:0007098	centrosome cycle	146																																																																		
																																													GO:0007099	centriole replication	159																																																																																																																																																												
																					GO:0070192	chromosome organization involved in meiotic cell cycle	205	GO:0070192	chromosome organization involved in meiotic cell cycle	205	GO:0070192	chromosome organization involved in meiotic cell cycle	194				GO:0070192	chromosome organization involved in meiotic cell cycle	165										GO:0070192	chromosome organization involved in meiotic cell cycle	209							GO:0070192	chromosome organization involved in meiotic cell cycle	191																			GO:0070192	chromosome organization involved in meiotic cell cycle	192																						GO:0070192	chromosome organization involved in meiotic cell cycle	191																GO:0070192	chromosome organization involved in meiotic cell cycle	220																						GO:0070192	chromosome organization involved in meiotic cell cycle	191													GO:0070192	chromosome organization involved in meiotic cell cycle	209																			GO:0070192	chromosome organization involved in meiotic cell cycle	229							GO:0070192	chromosome organization involved in meiotic cell cycle	175													GO:0070192	chromosome organization involved in meiotic cell cycle	194
																					GO:0045132	meiotic chromosome segregation	239	GO:0045132	meiotic chromosome segregation	239	GO:0045132	meiotic chromosome segregation	172				GO:0045132	meiotic chromosome segregation	198										GO:0045132	meiotic chromosome segregation	248							GO:0045132	meiotic chromosome segregation	216																			GO:0045132	meiotic chromosome segregation	221																						GO:0045132	meiotic chromosome segregation	216																GO:0045132	meiotic chromosome segregation	349																						GO:0045132	meiotic chromosome segregation	216													GO:0045132	meiotic chromosome segregation	245																			GO:0045132	meiotic chromosome segregation	264							GO:0045132	meiotic chromosome segregation	221													GO:0045132	meiotic chromosome segregation	172
																																													GO:0046599	regulation of centriole replication	220																																																																																																				GO:0046599	regulation of centriole replication	695																																																						
																					GO:0045143	homologous chromosome segregation	292	GO:0045143	homologous chromosome segregation	292	GO:0045143	homologous chromosome segregation	275				GO:0045143	homologous chromosome segregation	242										GO:0045143	homologous chromosome segregation	313							GO:0045143	homologous chromosome segregation	256																			GO:0045143	homologous chromosome segregation	264																						GO:0045143	homologous chromosome segregation	256																GO:0045143	homologous chromosome segregation	373																						GO:0045143	homologous chromosome segregation	256													GO:0045143	homologous chromosome segregation	309																			GO:0045143	homologous chromosome segregation	321							GO:0045143	homologous chromosome segregation	249													GO:0045143	homologous chromosome segregation	275
																																																																																																																					GO:0007063	regulation of sister chromatid cohesion	242																																																																			GO:0007063	regulation of sister chromatid cohesion	264															
						GO:0045023	G0 to G1 transition	432																																		GO:0045023	G0 to G1 transition	405																																											GO:0045023	G0 to G1 transition	407																									GO:0045023	G0 to G1 transition	305							GO:0045023	G0 to G1 transition	285																																																	GO:0045023	G0 to G1 transition	432				GO:0045023	G0 to G1 transition	253										GO:0045023	G0 to G1 transition	399									
																																																																																																																					GO:0007062	sister chromatid cohesion	277																																																																			GO:0007062	sister chromatid cohesion	287															
						GO:0070316	regulation of G0 to G1 transition	423																																		GO:0070316	regulation of G0 to G1 transition	548																																											GO:0070316	regulation of G0 to G1 transition	553																									GO:0070316	regulation of G0 to G1 transition	298							GO:0070316	regulation of G0 to G1 transition	355																																																	GO:0070316	regulation of G0 to G1 transition	423				GO:0070316	regulation of G0 to G1 transition	330										GO:0070316	regulation of G0 to G1 transition	557									
						GO:0033045	regulation of sister chromatid segregation	574																																		GO:0033045	regulation of sister chromatid segregation	531																																											GO:0033045	regulation of sister chromatid segregation	532																									GO:0033045	regulation of sister chromatid segregation	405							GO:0033045	regulation of sister chromatid segregation	370																																																	GO:0033045	regulation of sister chromatid segregation	574				GO:0033045	regulation of sister chromatid segregation	349										GO:0033045	regulation of sister chromatid segregation	717									
																																										GO:0051983	regulation of chromosome segregation	627																																											GO:0051983	regulation of chromosome segregation	634																																		GO:0051983	regulation of chromosome segregation	407																																																							GO:0051983	regulation of chromosome segregation	396																					
GO:0008104	protein localization	5
												GO:0008104	protein localization	542	GO:0008104	protein localization	497													GO:0008104	protein localization	70																															GO:0008104	protein localization	487	GO:0008104	protein localization	674	GO:0008104	protein localization	16	GO:0008104	protein localization	5							GO:0008104	protein localization	591	GO:0008104	protein localization	395																GO:0008104	protein localization	156	GO:0008104	protein localization	366										GO:0008104	protein localization	328							GO:0008104	protein localization	512							GO:0008104	protein localization	138							GO:0008104	protein localization	10	GO:0008104	protein localization	386													GO:0008104	protein localization	18	GO:0008104	protein localization	141																GO:0008104	protein localization	5				GO:0008104	protein localization	596	GO:0008104	protein localization	736									
												GO:0072657	protein localization to membrane	366	GO:0072657	protein localization to membrane	518																																														GO:0072657	protein localization to membrane	574	GO:0072657	protein localization to membrane	762	GO:0072657	protein localization to membrane	82	GO:0072657	protein localization to membrane	21							GO:0072657	protein localization to membrane	609	GO:0072657	protein localization to membrane	376																			GO:0072657	protein localization to membrane	430													GO:0072657	protein localization to membrane	641																						GO:0072657	protein localization to membrane	14													GO:0072657	protein localization to membrane	551	GO:0072657	protein localization to membrane	91																			GO:0072657	protein localization to membrane	21				GO:0072657	protein localization to membrane	811												
																																																																					GO:1990778	protein localization to cell periphery	62	GO:1990778	protein localization to cell periphery	25										GO:1990778	protein localization to cell periphery	416																																		GO:1990778	protein localization to cell periphery	636																						GO:1990778	protein localization to cell periphery	25													GO:1990778	protein localization to cell periphery	530	GO:1990778	protein localization to cell periphery	60																			GO:1990778	protein localization to cell periphery	25																		
																																																																					GO:0072659	protein localization to plasma membrane	68	GO:0072659	protein localization to plasma membrane	28																																														GO:0072659	protein localization to plasma membrane	658																						GO:0072659	protein localization to plasma membrane	28													GO:0072659	protein localization to plasma membrane	647	GO:0072659	protein localization to plasma membrane	72																			GO:0072659	protein localization to plasma membrane	29																		
																																	GO:0033365	protein localization to organelle	231																																					GO:0033365	protein localization to organelle	36																																											GO:0033365	protein localization to organelle	193																									GO:0033365	protein localization to organelle	111	GO:0033365	protein localization to organelle	757																																		GO:0033365	protein localization to organelle	36	GO:0033365	protein localization to organelle	218															
																																																																																																																					GO:0070198	protein localization to chromosome, telomeric region	56																																																										GO:0070198	protein localization to chromosome, telomeric region	196							GO:0070198	protein localization to chromosome, telomeric region	94															
			GO:0032880	regulation of protein localization	386	GO:0032880	regulation of protein localization	490				GO:0032880	regulation of protein localization	558	GO:0032880	regulation of protein localization	481													GO:0032880	regulation of protein localization	109				GO:0032880	regulation of protein localization	428	GO:0032880	regulation of protein localization	458	GO:0032880	regulation of protein localization	646				GO:0032880	regulation of protein localization	296	GO:0032880	regulation of protein localization	296										GO:0032880	regulation of protein localization	484	GO:0032880	regulation of protein localization	342	GO:0032880	regulation of protein localization	75										GO:0032880	regulation of protein localization	469	GO:0032880	regulation of protein localization	250	GO:0032880	regulation of protein localization	541	GO:0032880	regulation of protein localization	397				GO:0032880	regulation of protein localization	84							GO:0032880	regulation of protein localization	286				GO:0032880	regulation of protein localization	296							GO:0032880	regulation of protein localization	353	GO:0032880	regulation of protein localization	359	GO:0032880	regulation of protein localization	394				GO:0032880	regulation of protein localization	563													GO:0032880	regulation of protein localization	150				GO:0032880	regulation of protein localization	563				GO:0032880	regulation of protein localization	346	GO:0032880	regulation of protein localization	100	GO:0032880	regulation of protein localization	179	GO:0032880	regulation of protein localization	322				GO:0032880	regulation of protein localization	490													GO:0032880	regulation of protein localization	431	GO:0032880	regulation of protein localization	288									
																																																																					GO:1903076	regulation of protein localization to plasma membrane	76													GO:1903076	regulation of protein localization to plasma membrane	407																																		GO:1903076	regulation of protein localization to plasma membrane	676																																					GO:1903076	regulation of protein localization to plasma membrane	661	GO:1903076	regulation of protein localization to plasma membrane	90	GO:1903076	regulation of protein localization to plasma membrane	281																																				
																					GO:0034502	protein localization to chromosome	258	GO:0034502	protein localization to chromosome	258	GO:0034502	protein localization to chromosome	236				GO:0034502	protein localization to chromosome	214										GO:0034502	protein localization to chromosome	266							GO:0034502	protein localization to chromosome	198																			GO:0034502	protein localization to chromosome	199																						GO:0034502	protein localization to chromosome	198																GO:0034502	protein localization to chromosome	77																						GO:0034502	protein localization to chromosome	198													GO:0034502	protein localization to chromosome	263																			GO:0034502	protein localization to chromosome	187							GO:0034502	protein localization to chromosome	98													GO:0034502	protein localization to chromosome	236
																																																																					GO:1904375	regulation of protein localization to cell periphery	81													GO:1904375	regulation of protein localization to cell periphery	462																																		GO:1904375	regulation of protein localization to cell periphery	591																																					GO:1904375	regulation of protein localization to cell periphery	479	GO:1904375	regulation of protein localization to cell periphery	105	GO:1904375	regulation of protein localization to cell periphery	339																																				
			GO:1905475	regulation of protein localization to membrane	573							GO:1905475	regulation of protein localization to membrane	492	GO:1905475	regulation of protein localization to membrane	492																			GO:1905475	regulation of protein localization to membrane	483	GO:1905475	regulation of protein localization to membrane	550																						GO:1905475	regulation of protein localization to membrane	500	GO:1905475	regulation of protein localization to membrane	575	GO:1905475	regulation of protein localization to membrane	97										GO:1905475	regulation of protein localization to membrane	576	GO:1905475	regulation of protein localization to membrane	217				GO:1905475	regulation of protein localization to membrane	583													GO:1905475	regulation of protein localization to membrane	451													GO:1905475	regulation of protein localization to membrane	360				GO:1905475	regulation of protein localization to membrane	442																															GO:1905475	regulation of protein localization to membrane	301	GO:1905475	regulation of protein localization to membrane	119	GO:1905475	regulation of protein localization to membrane	166																						GO:1905475	regulation of protein localization to membrane	581												
																																																																					GO:0072665	protein localization to vacuole	104																															GO:0072665	protein localization to vacuole	164																															GO:0072665	protein localization to vacuole	137																									GO:0072665	protein localization to vacuole	120																																							
																																																																								GO:0061512	protein localization to cilium	105																																																																																																													GO:0061512	protein localization to cilium	115																		
																														GO:0034067	protein localization to Golgi apparatus	107																																																																																																																																																																											
			GO:1903829	positive regulation of protein localization	449										GO:1903829	positive regulation of protein localization	526																			GO:1903829	positive regulation of protein localization	448	GO:1903829	positive regulation of protein localization	479							GO:1903829	positive regulation of protein localization	412	GO:1903829	positive regulation of protein localization	412				GO:1903829	positive regulation of protein localization	595				GO:1903829	positive regulation of protein localization	525	GO:1903829	positive regulation of protein localization	382													GO:1903829	positive regulation of protein localization	477	GO:1903829	positive regulation of protein localization	453				GO:1903829	positive regulation of protein localization	459				GO:1903829	positive regulation of protein localization	123							GO:1903829	positive regulation of protein localization	260				GO:1903829	positive regulation of protein localization	412							GO:1903829	positive regulation of protein localization	401				GO:1903829	positive regulation of protein localization	531	GO:1903829	positive regulation of protein localization	514	GO:1903829	positive regulation of protein localization	641				GO:1903829	positive regulation of protein localization	547							GO:1903829	positive regulation of protein localization	800	GO:1903829	positive regulation of protein localization	595	GO:1903829	positive regulation of protein localization	641				GO:1903829	positive regulation of protein localization	398							GO:1903829	positive regulation of protein localization	386																			GO:1903829	positive regulation of protein localization	434	GO:1903829	positive regulation of protein localization	745									
																																																																					GO:0061462	protein localization to lysosome	130																																																																																																																																				
																																																																					GO:0071692	protein localization to extracellular region	131																																																																																											GO:0071692	protein localization to extracellular region	137																																							
															GO:0034394	protein localization to cell surface	704																																																				GO:0034394	protein localization to cell surface	136																																																																																																																																				
																																																																					GO:2000008	regulation of protein localization to cell surface	143																																																																																																																																				
																																																																					GO:1903077	negative regulation of protein localization to plasma membrane	153																																																																																														GO:1903077	negative regulation of protein localization to plasma membrane	375																																				
																																																																					GO:1904376	negative regulation of protein localization to cell periphery	158																																																																																														GO:1904376	negative regulation of protein localization to cell periphery	397																																				
																																																																					GO:1905476	negative regulation of protein localization to membrane	174																																																																																														GO:1905476	negative regulation of protein localization to membrane	267																																				
						GO:1900180	regulation of protein localization to nucleus	507																												GO:1900180	regulation of protein localization to nucleus	501	GO:1900180	regulation of protein localization to nucleus	585																									GO:1900180	regulation of protein localization to nucleus	728													GO:1900180	regulation of protein localization to nucleus	604																																								GO:1900180	regulation of protein localization to nucleus	423																						GO:1900180	regulation of protein localization to nucleus	281																									GO:1900180	regulation of protein localization to nucleus	507				GO:1900180	regulation of protein localization to nucleus	546							GO:1900180	regulation of protein localization to nucleus	609	GO:1900180	regulation of protein localization to nucleus	239									
						GO:0034504	protein localization to nucleus	328																												GO:0034504	protein localization to nucleus	711				GO:0034504	protein localization to nucleus	410				GO:0034504	protein localization to nucleus	324	GO:0034504	protein localization to nucleus	324																												GO:0034504	protein localization to nucleus	842				GO:0034504	protein localization to nucleus	415																						GO:0034504	protein localization to nucleus	324				GO:0034504	protein localization to nucleus	248				GO:0034504	protein localization to nucleus	365																						GO:0034504	protein localization to nucleus	376																									GO:0034504	protein localization to nucleus	328	GO:0034504	protein localization to nucleus	292	GO:0034504	protein localization to nucleus	344							GO:0034504	protein localization to nucleus	855	GO:0034504	protein localization to nucleus	265	GO:0034504	protein localization to nucleus	482						
			GO:1905477	positive regulation of protein localization to membrane	656							GO:1905477	positive regulation of protein localization to membrane	446	GO:1905477	positive regulation of protein localization to membrane	440																			GO:1905477	positive regulation of protein localization to membrane	518	GO:1905477	positive regulation of protein localization to membrane	494																						GO:1905477	positive regulation of protein localization to membrane	441	GO:1905477	positive regulation of protein localization to membrane	622													GO:1905477	positive regulation of protein localization to membrane	635	GO:1905477	positive regulation of protein localization to membrane	268				GO:1905477	positive regulation of protein localization to membrane	670													GO:1905477	positive regulation of protein localization to membrane	411													GO:1905477	positive regulation of protein localization to membrane	441				GO:1905477	positive regulation of protein localization to membrane	400	GO:1905477	positive regulation of protein localization to membrane	498	GO:1905477	positive regulation of protein localization to membrane	629																			GO:1905477	positive regulation of protein localization to membrane	629				GO:1905477	positive regulation of protein localization to membrane	365																												GO:1905477	positive regulation of protein localization to membrane	638												
												GO:0043113	receptor clustering	336	GO:0043113	receptor clustering	336																			GO:0043113	receptor clustering	651	GO:0043113	receptor clustering	616																						GO:0043113	receptor clustering	335	GO:0043113	receptor clustering	595													GO:0043113	receptor clustering	796	GO:0043113	receptor clustering	383																			GO:0043113	receptor clustering	272																																																										GO:0043113	receptor clustering	402																																				
																																				GO:1900182	positive regulation of protein localization to nucleus	398	GO:1900182	positive regulation of protein localization to nucleus	457																									GO:1900182	positive regulation of protein localization to nucleus	580													GO:1900182	positive regulation of protein localization to nucleus	483																																					GO:1900182	positive regulation of protein localization to nucleus	610	GO:1900182	positive regulation of protein localization to nucleus	537																						GO:1900182	positive regulation of protein localization to nucleus	412										GO:1900182	positive regulation of protein localization to nucleus	605																			GO:1900182	positive regulation of protein localization to nucleus	537							GO:1900182	positive regulation of protein localization to nucleus	485	GO:1900182	positive regulation of protein localization to nucleus	305									
																																																																																				GO:1902414	protein localization to cell junction	333																																																																																																																					
																																																																																				GO:0035418	protein localization to synapse	354																																																																																																																					
																																																																																				GO:1903078	positive regulation of protein localization to plasma membrane	394																																		GO:1903078	positive regulation of protein localization to plasma membrane	675																																					GO:1903078	positive regulation of protein localization to plasma membrane	660																																										
																																																																																				GO:1904377	positive regulation of protein localization to cell periphery	420																																		GO:1904377	positive regulation of protein localization to cell periphery	722																																					GO:1904377	positive regulation of protein localization to cell periphery	699																																										
																																																																																																																																																			GO:1903828	negative regulation of protein localization	458																																																						
																																																									GO:2000010	positive regulation of protein localization to cell surface	507																																																																															GO:2000010	positive regulation of protein localization to cell surface	468										GO:2000010	positive regulation of protein localization to cell surface	507																																																			
																																																									GO:0070585	protein localization to mitochondrion	520																																																																															GO:0070585	protein localization to mitochondrion	487										GO:0070585	protein localization to mitochondrion	520																																																			
												GO:0071340	skeletal muscle acetylcholine-gated channel clustering	532	GO:0071340	skeletal muscle acetylcholine-gated channel clustering	680																																														GO:0071340	skeletal muscle acetylcholine-gated channel clustering	678																																								GO:0071340	skeletal muscle acetylcholine-gated channel clustering	507																																																																																																
GO:0070887	cellular response to chemical stimulus	5
			GO:0070887	cellular response to chemical stimulus	72	GO:0070887	cellular response to chemical stimulus	86				GO:0070887	cellular response to chemical stimulus	123	GO:0070887	cellular response to chemical stimulus	142	GO:0070887	cellular response to chemical stimulus	190																GO:0070887	cellular response to chemical stimulus	137	GO:0070887	cellular response to chemical stimulus	123	GO:0070887	cellular response to chemical stimulus	78				GO:0070887	cellular response to chemical stimulus	139	GO:0070887	cellular response to chemical stimulus	139				GO:0070887	cellular response to chemical stimulus	63				GO:0070887	cellular response to chemical stimulus	131	GO:0070887	cellular response to chemical stimulus	122										GO:0070887	cellular response to chemical stimulus	5	GO:0070887	cellular response to chemical stimulus	113	GO:0070887	cellular response to chemical stimulus	126	GO:0070887	cellular response to chemical stimulus	81	GO:0070887	cellular response to chemical stimulus	66	GO:0070887	cellular response to chemical stimulus	83	GO:0070887	cellular response to chemical stimulus	135							GO:0070887	cellular response to chemical stimulus	105	GO:0070887	cellular response to chemical stimulus	61	GO:0070887	cellular response to chemical stimulus	139	GO:0070887	cellular response to chemical stimulus	116				GO:0070887	cellular response to chemical stimulus	166	GO:0070887	cellular response to chemical stimulus	111	GO:0070887	cellular response to chemical stimulus	247	GO:0070887	cellular response to chemical stimulus	46	GO:0070887	cellular response to chemical stimulus	87				GO:0070887	cellular response to chemical stimulus	71							GO:0070887	cellular response to chemical stimulus	84	GO:0070887	cellular response to chemical stimulus	63	GO:0070887	cellular response to chemical stimulus	87				GO:0070887	cellular response to chemical stimulus	168				GO:0070887	cellular response to chemical stimulus	115	GO:0070887	cellular response to chemical stimulus	174	GO:0070887	cellular response to chemical stimulus	89	GO:0070887	cellular response to chemical stimulus	86				GO:0070887	cellular response to chemical stimulus	162							GO:0070887	cellular response to chemical stimulus	108	GO:0070887	cellular response to chemical stimulus	91	GO:0070887	cellular response to chemical stimulus	132						
			GO:0071310	cellular response to organic substance	178	GO:0071310	cellular response to organic substance	88				GO:0071310	cellular response to organic substance	200	GO:0071310	cellular response to organic substance	249	GO:0071310	cellular response to organic substance	200																GO:0071310	cellular response to organic substance	212	GO:0071310	cellular response to organic substance	190	GO:0071310	cellular response to organic substance	82				GO:0071310	cellular response to organic substance	145	GO:0071310	cellular response to organic substance	145				GO:0071310	cellular response to organic substance	58				GO:0071310	cellular response to organic substance	216	GO:0071310	cellular response to organic substance	179										GO:0071310	cellular response to organic substance	9	GO:0071310	cellular response to organic substance	189	GO:0071310	cellular response to organic substance	201	GO:0071310	cellular response to organic substance	87	GO:0071310	cellular response to organic substance	174	GO:0071310	cellular response to organic substance	74	GO:0071310	cellular response to organic substance	51							GO:0071310	cellular response to organic substance	152	GO:0071310	cellular response to organic substance	54	GO:0071310	cellular response to organic substance	145	GO:0071310	cellular response to organic substance	101				GO:0071310	cellular response to organic substance	252	GO:0071310	cellular response to organic substance	110	GO:0071310	cellular response to organic substance	285	GO:0071310	cellular response to organic substance	103	GO:0071310	cellular response to organic substance	169				GO:0071310	cellular response to organic substance	62							GO:0071310	cellular response to organic substance	75	GO:0071310	cellular response to organic substance	58	GO:0071310	cellular response to organic substance	169				GO:0071310	cellular response to organic substance	217							GO:0071310	cellular response to organic substance	192	GO:0071310	cellular response to organic substance	219	GO:0071310	cellular response to organic substance	88				GO:0071310	cellular response to organic substance	142							GO:0071310	cellular response to organic substance	162	GO:0071310	cellular response to organic substance	89	GO:0071310	cellular response to organic substance	146						
																																																																																													GO:1903351	cellular response to dopamine	10																																																																																																												
																																																																																													GO:0071868	cellular response to monoamine stimulus	14																																																																																																												
																																																																																													GO:0071870	cellular response to catecholamine stimulus	15																																																																																																												
			GO:1901701	cellular response to oxygen-containing compound	227	GO:1901701	cellular response to oxygen-containing compound	102				GO:1901701	cellular response to oxygen-containing compound	136	GO:1901701	cellular response to oxygen-containing compound	201	GO:1901701	cellular response to oxygen-containing compound	223																GO:1901701	cellular response to oxygen-containing compound	149	GO:1901701	cellular response to oxygen-containing compound	125	GO:1901701	cellular response to oxygen-containing compound	118				GO:1901701	cellular response to oxygen-containing compound	119	GO:1901701	cellular response to oxygen-containing compound	119				GO:1901701	cellular response to oxygen-containing compound	270				GO:1901701	cellular response to oxygen-containing compound	173	GO:1901701	cellular response to oxygen-containing compound	173										GO:1901701	cellular response to oxygen-containing compound	144	GO:1901701	cellular response to oxygen-containing compound	135	GO:1901701	cellular response to oxygen-containing compound	86	GO:1901701	cellular response to oxygen-containing compound	127	GO:1901701	cellular response to oxygen-containing compound	216	GO:1901701	cellular response to oxygen-containing compound	31										GO:1901701	cellular response to oxygen-containing compound	111	GO:1901701	cellular response to oxygen-containing compound	239	GO:1901701	cellular response to oxygen-containing compound	119	GO:1901701	cellular response to oxygen-containing compound	197	GO:1901701	cellular response to oxygen-containing compound	364	GO:1901701	cellular response to oxygen-containing compound	186	GO:1901701	cellular response to oxygen-containing compound	125	GO:1901701	cellular response to oxygen-containing compound	220	GO:1901701	cellular response to oxygen-containing compound	97	GO:1901701	cellular response to oxygen-containing compound	147				GO:1901701	cellular response to oxygen-containing compound	264							GO:1901701	cellular response to oxygen-containing compound	119	GO:1901701	cellular response to oxygen-containing compound	270	GO:1901701	cellular response to oxygen-containing compound	147				GO:1901701	cellular response to oxygen-containing compound	137				GO:1901701	cellular response to oxygen-containing compound	412	GO:1901701	cellular response to oxygen-containing compound	139	GO:1901701	cellular response to oxygen-containing compound	157	GO:1901701	cellular response to oxygen-containing compound	102				GO:1901701	cellular response to oxygen-containing compound	167							GO:1901701	cellular response to oxygen-containing compound	142	GO:1901701	cellular response to oxygen-containing compound	110	GO:1901701	cellular response to oxygen-containing compound	162						
						GO:0071356	cellular response to tumor necrosis factor	578																																																	GO:0071356	cellular response to tumor necrosis factor	35																			GO:0071356	cellular response to tumor necrosis factor	72																												GO:0071356	cellular response to tumor necrosis factor	87																												GO:0071356	cellular response to tumor necrosis factor	45										GO:0071356	cellular response to tumor necrosis factor	35																						GO:0071356	cellular response to tumor necrosis factor	578																											
						GO:0071407	cellular response to organic cyclic compound	130										GO:0071407	cellular response to organic cyclic compound	329																						GO:0071407	cellular response to organic cyclic compound	117				GO:0071407	cellular response to organic cyclic compound	147	GO:0071407	cellular response to organic cyclic compound	147																									GO:0071407	cellular response to organic cyclic compound	342							GO:0071407	cellular response to organic cyclic compound	129				GO:0071407	cellular response to organic cyclic compound	38	GO:0071407	cellular response to organic cyclic compound	163													GO:0071407	cellular response to organic cyclic compound	147	GO:0071407	cellular response to organic cyclic compound	121							GO:0071407	cellular response to organic cyclic compound	131																						GO:0071407	cellular response to organic cyclic compound	111																									GO:0071407	cellular response to organic cyclic compound	130				GO:0071407	cellular response to organic cyclic compound	158										GO:0071407	cellular response to organic cyclic compound	93	GO:0071407	cellular response to organic cyclic compound	128	GO:0071407	cellular response to organic cyclic compound	195			
