multiplex	node	score
1	RPA1	0.002802236309748168
1	RPA2	0.0026012863805454428
1	PCNA	0.0025905262860344445
1	RPA3	0.0024855357759208546
1	XRCC1	0.0024026492724043905
1	NBN	0.002376170059873324
1	POLB	0.002343080848629912
1	MSH2	0.0023216471471522544
1	LIG3	0.0023050375857299665
1	RAD1	0.0022810881495167576
1	MRE11	0.0022722468204622046
1	BRCA1	0.0022714452356844684
1	XRCC4	0.002264874319570841
1	POLA1	0.00226446657387726
1	LIG4	0.002250003751478339
1	MLH1	0.0022466474654468022
1	POLE3	0.0022451373404377547
1	XRCC5	0.0022444187263483345
1	APLF	0.0022440596148927162
1	XRCC6	0.002243959877742683
1	HUS1	0.0022416899785789395
1	OGG1	0.0022399016302809154
1	POLD2	0.002236959969604783
1	USP46	0.0022362230349079843
1	RAD50	0.002232722190167756
1	PRIM1	0.002229656717045273
1	RMI1	0.002224621829326533
1	PRIM2	0.002223833770293001
1	WDR20	0.0022219072173249393
1	POLD1	0.0022165073727093247
1	HUS1B	0.0022081528684585448
1	POLE4	0.002200759744345159
1	POLD4	0.002198593180302777
1	BLM	0.002197235097343172
1	POLD3	0.002190302241185645
1	NEIL1	0.002189984012248414
1	ERCC1	0.002189852334401625
1	PARP1	0.002188420280743789
1	POLE	0.0021882717420863116
1	WDR48	0.002185573978679031
1	APTX	0.0021837578860885694
1	POLA2	0.0021810583955491256
1	PNKP	0.002180783579302325
1	CHRAC1	0.0021784139697405692
1	TDP1	0.002176906067222738
1	RMI2	0.0021729374595924424
1	ATM	0.0021670136260793665
1	ERCC4	0.0021662000288828324
1	RAD51	0.002165760745994067
1	MCM6	0.002162434850234455
1	MSH3	0.0021600319262783745
1	MSH6	0.0021587488994728164
1	VRK1	0.0021574962475226357
1	TOP3A	0.00215555105879277
1	FANCD2	0.0021555500301284796
1	NHEJ1	0.0021536586766189485
1	POLE2	0.0021515537088209477
1	LIG1	0.0021513349943457698
1	RAD9A	0.002150272251691901
1	ATR	0.002146258990811888
1	RBBP8	0.002140447632979895
1	APEX1	0.002137372793841081
1	EXO1	0.0021319388507649523
1	DCLRE1C	0.002130289010626014
1	BARD1	0.002129011665463285
1	FEN1	0.002123399157359069
1	USP1	0.0021223851374398838
1	MCM2	0.002117836453860742
1	FANCI	0.0021135475034860687
1	RAD52	0.0021082253445175473
1	RAD51AP1	0.002107172900982643
1	CDK2	0.002106478424249554
1	RAD9B	0.002099768468541634
1	MCM7	0.0020934645403762314
1	KAT5	0.002091913403748954
1	PMS2	0.002090821864965961
1	MCM4	0.002089268321404224
1	MDC1	0.0020887008210384414
1	XPA	0.002081241200864334
1	MCM3	0.0020803301624703315
1	MCM10	0.0020785370937143944
1	MCM5	0.00207489059536316
1	WRN	0.002066839126087666
1	PRKDC	0.002066009453846581
1	USP12	0.002065721830668004
1	RNF8	0.0020654936678064233
1	BRCA2	0.002061033887438919
1	BRIP1	0.0020589830321083046
1	RPA4	0.0020485019171112596
1	PAXIP1	0.002036973288066742
1	LMNA	0.002036158623820298
1	TP53BP1	0.0020338512692195596
1	EMD	0.0020318204751344038
1	AR	0.0020296716382840274
1	H2AX	0.0020214872740952007
1	ORC2	0.0020120913452899574
1	BANF1	0.002010869893007208
1	TP53	0.002004702985593438
1	HLTF	0.0019381086064501362
1	ATRIP	0.0019282850418193584
1	ORC4	5.922041078536464e-05
1	CDC6	5.598748863150046e-05
1	ORC3	5.474421934271029e-05
1	ORC6	5.349718363876827e-05
1	ORC5	5.1510308534865225e-05
1	ORC1	5.108907057777145e-05
1	CDC45	3.7309822168890685e-05
1	CDT1	3.046091651750964e-05
1	DBF4	2.7867647729198924e-05
1	AKT1	2.3710983079006253e-05
1	KDM1A	2.296014877920696e-05
1	XRCC2	2.2661096087993524e-05
1	CDC7	2.187457556626038e-05
1	UIMC1	2.0585857821607815e-05
1	IFFO1	2.0137578168667985e-05
1	FANCE	1.9611082960427864e-05
1	TOPBP1	1.958654124260517e-05
1	RAD51D	1.914691957817067e-05
1	ABRAXAS1	1.868350070531873e-05
1	PALB2	1.868252972996162e-05
1	TERF2	1.841370053130853e-05
1	H3C15	1.8218745345556597e-05
1	ABL1	1.7929108826466516e-05
1	GOLGA1	1.7671292906142497e-05
1	FANCG	1.7613367881637184e-05
1	CDK1	1.7387436188414545e-05
1	USP45	1.735145050659297e-05
1	UBE2N	1.7109547350537268e-05
1	POLH	1.7097496474953823e-05
1	RB1	1.6756097180916573e-05
1	PDXK	1.6740809662879574e-05
1	CDKN1A	1.611022601118973e-05
1	SUMO1	1.5842633745099718e-05
1	PHLPP2	1.582205700469051e-05
1	POLL	1.57230741838075e-05
1	PHLPP1	1.559316956608616e-05
1	POLM	1.5405632003871423e-05
1	RBL2	1.521886065435917e-05
1	RAD18	1.5145730364643439e-05
1	RBMS1	1.4944870315671762e-05
1	REV1	1.4783581925567414e-05
1	UBE2I	1.393130954723449e-05
1	NSD2	1.3665966231504418e-05
1	DDB1	1.3574289877096887e-05
1	ZBTB14	1.353462065228215e-05
1	UBE2L3	1.3427664046282836e-05
1	DMC1	1.340158296471606e-05
1	MLH3	1.3381864018430872e-05
1	MCM8	1.3313832025171128e-05
1	CCNB1	1.3146334398945125e-05
1	TOP1	1.3139475232451633e-05
