multiplex	node	score
1	GRB2	0.002486558313372311
1	DIP2B	0.002424623093061422
1	ELMO1	0.0024171410813100176
1	DOCK4	0.0023395097723056158
1	DOCK5	0.00230336040971267
1	RHOQ	0.002301405272693282
1	DLG4	0.0022922959644399088
1	EPHB4	0.002288303604308769
1	EPHA5	0.002286026884221015
1	FYN	0.002277292040024269
1	SRC	0.002273698961871816
1	RAC1	0.002272100858107658
1	PIK3R1	0.002271861701200133
1	SYTL3	0.0022637218978719498
1	CRK	0.002245949439067037
1	ZNF398	0.0022451893189685953
1	CHRNA7	0.0022428790675072022
1	RAB27A	0.002235248024984529
1	ELMO2	0.002233749929175316
1	KLC1	0.0022314454709349268
1	SDC3	0.0022287278698496517
1	EFNB2	0.0022229954429612317
1	CBL	0.002220386963128977
1	MYRIP	0.002215514493168931
1	CDC42	0.002214997370287906
1	WASL	0.0022128653242749754
1	EFNB1	0.0022113502692168202
1	DOCK1	0.0022104858737164003
1	PREX1	0.002208625751592069
1	PLCG1	0.0022013953447560467
1	KLC4	0.002199361193688835
1	GRIN1	0.002198969735706656
1	GRIN2B	0.002198247694600159
1	NCK1	0.002187712557444958
1	KIF5B	0.002183549640421734
1	DLG2	0.002168173924695762
1	ITGB3	0.0021602313918475825
1	SOS1	0.002157023195875198
1	LCP2	0.002150515110067714
1	KLC2	0.0021443064882869355
1	PTK2	0.002144228919426104
1	GRIN2A	0.0021403154629258446
1	SYK	0.0021395080051529697
1	MET	0.002139192166724241
1	ITGAV	0.0021359294703020386
1	DOCK3	0.002135221401813781
1	MYO5A	0.0021311362540804625
1	BCAR1	0.002129672177828291
1	KIF5A	0.0021296490801762332
1	DLGAP1	0.0021267872488670314
1	USP4	0.00212610571782654
1	EGFR	0.002119674038203037
1	WAS	0.0021076850771698814
1	WIPF3	0.0021068015326409168
1	DLC1	0.002106470334158136
1	WIPF1	0.0021052348662406505
1	LYN	0.0021051982797236665
1	ERBB2	0.002098930740841289
1	RHOA	0.0020975708628127895
1	CRKL	0.002096638290556249
1	PLCG2	0.0020913107244662954
1	EPHB3	0.002086576158069406
1	NCK2	0.0020859542031278844
1	TIAM1	0.0020835523691813394
1	SHC1	0.0020827016185985658
1	RHOG	0.0020814250848081323
1	VAV1	0.0020788644129799984
1	FN1	0.0020753063833643375
1	DLG3	0.002075065056839229
1	DOCK2	0.0020735858881353215
1	SHB	0.0020668087616141674
1	SHANK3	0.0020630542087180293
1	GOPC	0.0020599196235976656
1	ITGB6	0.002055434595235473
1	LAT	0.0020483486439847797
1	WIPF2	0.002048256875609998
1	ITSN1	0.0020478034794217293
1	PDGFRA	0.0020477468811249673
1	DLG1	0.0020455392425449285
1	CFTR	0.0020455383347600777
1	ITGA2B	0.002041262370461207
1	PXN	0.0020378854040982875
1	SH3KBP1	0.0020345664251246636
1	KTN1	0.0020334445666343767
1	PTK2B	0.002030727101786147
1	PTPN11	0.0020295160151801287
1	TLN1	0.002027140036057709
1	ZAP70	0.0020184328067937673
1	DYNLL2	0.0020013003926457468
1	SIPA1L1	0.0019994789413319454
1	YES1	0.001987588388311928
1	VCL	0.0019814603197156333
1	SPP1	0.0019799925622879574
1	SH3GL2	0.0019762914099687562
1	DYNLL1	0.0019522417114535057
1	LCK	0.0019315745664122562
1	ITK	0.001926605190160557
1	FCGR1A	0.0019232875464563672
1	HGF	0.0019098733769460806
1	RAPGEF1	0.0018995815125333062
1	ITGB1	3.3515688501287734e-05
1	ITGA5	2.808096355565581e-05
1	VTN	2.5112392087373656e-05
1	TGFB3	2.4231722028200655e-05
1	NCKIPSD	2.396551848049355e-05
1	RASA1	2.313638150830786e-05
1	PIK3R2	2.160559640315108e-05
1	ITGB5	2.150389832514837e-05
1	HSP90AA1	2.04549728115121e-05
1	BLNK	2.0159658164956012e-05
1	PIK3CA	2.0020789403807843e-05
1	KDR	2.0014706313322346e-05
1	FGFR2	1.9876158506032363e-05
1	PAK1	1.9793439280834542e-05
1	ABL1	1.962036155532989e-05
1	SH3GL3	1.9473228325509847e-05
1	CD247	1.8895354764574144e-05
1	PIK3AP1	1.8408162192096044e-05
1	CALM1	1.8040597852821082e-05
1	CD3G	1.798248409233743e-05
1	CD3E	1.7809647231108903e-05
1	CIB1	1.7684672720670526e-05
1	IGHM	1.734816862585829e-05
1	ACTB	1.7131759394361507e-05
1	MEMO1	1.6957381253425125e-05
1	SORBS2	1.667561754198795e-05
1	ASAP2	1.642380999683419e-05
1	EPS15	1.636329712879742e-05
1	EPHA2	1.6245053481484304e-05
1	GRAP2	1.61932920793762e-05
1	ARHGEF7	1.5842539128537215e-05
1	STAM2	1.5789448726415808e-05
1	GRB7	1.5534157986574392e-05
1	ADRB2	1.5478379987978525e-05
1	DOCK8	1.5436356165716565e-05
1	APC	1.5323950924293412e-05
1	DVL2	1.5312787657004603e-05
1	SOCS3	1.530806353886246e-05
1	EPO	1.5172760672662904e-05
1	VEGFA	1.5141955131320426e-05
1	OBSCN	1.511368830739012e-05
1	RHOJ	1.5101064732175166e-05
1	HOMER3	1.4794330147380003e-05
1	FGFR1	1.4749698093465573e-05
1	FGG	1.4699041741136048e-05
1	CDC37	1.461207657496703e-05
1	ABL2	1.4556390009301441e-05
1	MAPK1	1.4555521135864844e-05
1	CTNNB1	1.4424636689430573e-05
1	ARHGDIG	1.4396301022577808e-05
1	HSP90AB1	1.4372727907792487e-05
1	DIAPH1	1.4257946392927924e-05
1	DOK1	1.415705644469955e-05
1	DYNC1I1	1.3979919546447492e-05
1	GAB1	1.3842339350636815e-05
1	CD19	1.3769858825957384e-05
1	ITGB4	1.376057782898224e-05
1	TRAF6	1.3672213737529492e-05
1	PARVA	1.3654445827652131e-05
1	IQGAP1	1.3600632533214278e-05
1	PRKN	1.3514388011968965e-05
1	USP3	1.344010914527993e-05
1	UFC1	1.342369126482849e-05
1	HRAS	1.336174415589292e-05
1	SLC6A8	1.33062845534025e-05
1	CBLB	1.326482404551205e-05
1	GORAB	1.3261424013997225e-05
1	PLEKHM2	1.3026167753949304e-05
1	ADAM12	1.3014652094454234e-05
1	EPHA1	1.2957571385578644e-05
1	GRIN2C	1.2860508015039321e-05
1	CTTN	1.2837565622265675e-05
1	NT5E	1.2823526755160806e-05
1	ACTG1	1.2769589873280835e-05
1	JAK1	1.2717692779433331e-05
1	ASAP1	1.2693893832357263e-05
1	SH3GL1	1.2661729255086874e-05
1	ESR1	1.2511572284567006e-05
1	ACTN2	1.2459968168046109e-05
1	IGF1R	1.232641075488189e-05
1	DLGAP3	1.231754242478503e-05
1	IRS1	1.2294829970506408e-05
1	CD47	1.2238600014306263e-05
1	OAZ2	1.222300058453607e-05
1	PIK3CB	1.2203617787646391e-05
1	GRIN2D	1.21876000012014e-05
1	ABI1	1.2052095161081095e-05
1	PIK3C2B	1.2026562498672752e-05
1	VAV2	1.1843233650618488e-05
1	PDGFRB	1.1780220738506782e-05
1	TEAD4	1.1697059558046729e-05
1	CD8A	1.161267472709334e-05
1	PRKCA	1.1546689560747059e-05
1	VAV3	1.1471917497716415e-05
1	VANGL2	1.1313210216183777e-05
1	ITGA9	1.1260191549521605e-05
1	DLGAP2	1.1236336879968015e-05
1	TNK2	1.116957244538768e-05
1	NTRK2	1.1120070559191889e-05
1	PRAG1	1.09211970302344e-05
1	RAPH1	1.0911654341399193e-05
1	ARHGEF6	1.0903037371053464e-05
1	ARAP1	1.0781512962569298e-05
1	DLGAP4	1.0609174212020169e-05
1	INSR	1.0546789159778339e-05
1	PIK3CD	1.054628628927096e-05
1	CD2AP	1.0482537786815586e-05
1	ARHGAP1	1.0478717328899975e-05
1	ABLIM2	1.0405729772888193e-05
1	ARHGDIA	1.0387530462665055e-05
1	JUP	1.033599434385812e-05
1	SHANK2	1.0291132144956495e-05
1	MAPK3	1.0285883894727791e-05
1	MYH9	1.0284946635771986e-05
1	ADAM15	1.0249575970896695e-05
1	ADAM17	1.0191597867464758e-05
1	RASGRF1	1.0180691491372452e-05
1	GIT1	1.014837064172005e-05
1	CAMK2A	1.0140369460544167e-05
1	VWF	1.0066639679661423e-05
1	PLPP3	1.0041512203729125e-05
1	ARHGAP26	1.001511102418345e-05
1	WASF3	9.805666951782261e-06
1	ARHGDIB	9.793919064079845e-06
1	FAM9A	9.592385528163634e-06
1	GDF15	9.503707831977688e-06
1	ADAM10	9.496056318862665e-06
1	PAK2	9.460598846463221e-06
1	ARHGEF25	9.399379321455428e-06
1	ACTN1	9.391444751497092e-06
1	FRK	9.326507843183896e-06
1	RAF1	9.310977827585454e-06
1	ROBO4	9.305593493567642e-06
1	PDLIM5	9.246961223174023e-06
1	NAP1L3	9.170928724905801e-06
1	KHDRBS1	9.136462823343132e-06
1	EPOR	9.067803726868277e-06
1	GRM1	9.051723326859665e-06
1	SERPINH1	9.020012727066178e-06
1	CAVIN1	9.003755625592658e-06
1	THBS1	9.001884121449307e-06
1	FCGR3A	8.952345942124166e-06
1	CDH1	8.93901951105005e-06
1	PDGFA	8.916130754667063e-06
1	BEGAIN	8.71524759710906e-06
1	BDNF	8.670121655844995e-06
1	PDGFB	8.626821434159926e-06
1	CRELD2	8.617931523868757e-06
1	PIK3R3	8.595662650885496e-06
1	SHANK1	8.59179497791774e-06
1	CAMLG	8.500365212908006e-06
1	CDC42SE2	8.428481996571629e-06
1	GP1BA	8.393304821735958e-06
1	IGHG1	8.357067138550856e-06
1	PCBP1	8.339969973582021e-06
1	KIT	8.279574039030777e-06
1	ERBB3	8.236499957478646e-06
1	EZR	8.19897583364474e-06
1	MAGI2	8.185816767116638e-06
1	SH2B2	8.17493529106899e-06
1	CAMK2D	8.132769461719475e-06
1	CD44	8.074808563176899e-06
1	STAM	8.035970832396454e-06
1	HGS	7.975600566709291e-06
1	RASGRF2	7.888937356409958e-06
1	MS4A1	7.763498001089604e-06
1	CASK	7.756662609836204e-06
1	TEC	7.683918409046278e-06
1	PPP1R12A	7.655029362275348e-06
1	RAP1A	7.64684112568855e-06
1	DNM2	7.642621732343608e-06
1	NMT2	7.6278732916110174e-06
1	STAT3	7.60502654426608e-06
1	CAMK2B	7.603768485812266e-06
1	TRAF2	7.561277101394423e-06
1	PLD1	7.538208649770715e-06
1	MAP2K2	7.501886374900842e-06
1	PAG1	7.486310246649906e-06
1	TGM2	7.3934993150630825e-06
1	EFNB3	7.3916347001513146e-06
1	MYL6	7.339271230002312e-06
1	THSD1	7.332317286519227e-06
1	BCR/ABL	7.263935238062654e-06
1	SOS2	7.247549876429818e-06
1	CASKIN2	7.215082045877566e-06
1	AKT2	7.209518196344853e-06
1	MAP2K1	7.18517165611633e-06
1	ARHGAP35	7.141548365658702e-06
1	ITGA8	7.104022003016769e-06
1	AKT1	7.010348976878065e-06
1	MYL12A	7.007219482220548e-06
1	GP6	6.990285357725182e-06
1	DBNL	6.942499644682211e-06
1	DYNC1H1	6.855544290520774e-06
1	TGFBR2	6.78894181030875e-06
1	TNS3	6.7842466358640414e-06
1	PARD6B	6.741818694333938e-06
1	BTK	6.724598393449017e-06
1	ITGA4	6.656562581551705e-06
1	F11R	6.6564544350019004e-06
1	FLT3	6.583711667356476e-06
1	ARL17A	6.567081397217111e-06
1	RDH14	6.567081397217111e-06
1	SEMA6A	6.557663080271969e-06
1	MINK1	6.539977009012669e-06
1	TVP23A	6.538760478605739e-06
1	CAV1	6.5212598770928015e-06
1	HCK	6.484053026342575e-06
1	ADAM23	6.452648195144174e-06
1	RAB11B	6.442904025672558e-06
1	NGEF	6.427784528105774e-06
1	EPS8	6.4050996035147295e-06
1	ARHGEF28	6.348328698435011e-06
1	FGB	6.301649224229272e-06
1	ITGB8	6.2649263117068534e-06
1	ERBB4	6.246053069540445e-06
1	DCTN1	6.193098440238094e-06
1	PTEN	6.169867583173463e-06
1	PTPN12	6.130663508553359e-06
1	NEFL	6.127047261235052e-06
1	TNC	6.071047299672086e-06
1	HDAC6	6.056719958274368e-06
1	RAP1B	6.011956308140632e-06
1	PPP2R1A	6.0030429665600296e-06
1	TLK1	5.987188293691595e-06
1	PAK3	5.957046685885016e-06
1	GNAQ	5.917847348759537e-06
1	PKD1	5.905092039575205e-06
1	C12orf57	5.892530052987743e-06
1	IL6ST	5.880789751751682e-06
1	TSPAN3	5.8787704368568275e-06
1	VCAM1	5.876239998858565e-06
1	PECAM1	5.875054222516536e-06
1	PTPN1	5.867220702191743e-06
1	HOMER1	5.856724369718541e-06
1	ARF6	5.854806614014559e-06
1	CSF1R	5.851341449807855e-06
1	RFFL	5.8413848333275045e-06
1	PRC1	5.821491557360504e-06
1	ARAF	5.746886341672466e-06
1	NOTCH1	5.734924857066299e-06
1	RHOU	5.709277465115894e-06
1	ICAM4	5.7033809124114764e-06
1	PTK6	5.669358278777777e-06
1	FBN1	5.606846421696774e-06
1	ADRB1	5.60286868360082e-06
1	YAP1	5.543769617075627e-06
1	RNF34	5.5352739897370616e-06
1	OSTF1	5.51121628361479e-06
1	LIN7B	5.493184267509361e-06
1	SLC26A9	5.4848932146635545e-06
1	FAM117B	5.440415123602001e-06
1	STMN1	5.436539114356612e-06
1	PEAK1	5.434372539745436e-06
1	ZFYVE27	5.429925527561959e-06
1	FGFR4	5.4241883733414286e-06
1	LRRC7	5.4213740995301415e-06
1	RALA	5.409588079324577e-06
1	SNX2	5.386370029395245e-06
1	SPTAN1	5.372933987202209e-06
1	FLT1	5.362900272253998e-06
1	KRAS	5.355825215509395e-06
1	CAPZB	5.3192823545093186e-06
1	DDN	5.313644995194231e-06
1	CCN3	5.303240109208039e-06
1	NPHP1	5.294638067372702e-06
1	FRS2	5.292070251577804e-06
1	NTRK1	5.252746133094365e-06
1	LRRK2	5.175928348983209e-06
1	GRIN3B	5.168523803409627e-06
1	SDC2	5.150586455049943e-06
1	CLIC1	5.146419745456902e-06
1	CACNG2	5.111108503630348e-06
1	CAPZA1	5.103859098418811e-06
1	KIF5C	5.103532209460384e-06
1	NUDCD2	5.090943039936818e-06
1	APBB1IP	5.089909383681114e-06
1	WNT3A	5.06325650095935e-06
