Representing term id	Representing term name	Representing term rank	93932 term id	93932 term name	93932 term rank	920 term id	920 term name	920 term rank	909 term id	909 term name	909 term rank	904 term id	904 term name	904 term rank	90348 term id	90348 term name	90348 term rank	90324 term id	90324 term name	90324 term rank	90322 term id	90322 term name	90322 term rank	90321 term id	90321 term name	90321 term rank	902 term id	902 term name	902 term rank	90154 term id	90154 term name	90154 term rank	90153 term id	90153 term name	90153 term rank	897 term id	897 term name	897 term rank	895 term id	895 term name	895 term rank	894 term id	894 term name	894 term rank	808 term id	808 term name	808 term rank	79477 term id	79477 term name	79477 term rank	79476 term id	79476 term name	79476 term rank	79474 term id	79474 term name	79474 term rank	79333 term id	79333 term name	79333 term rank	79325 term id	79325 term name	79325 term rank	79087 term id	79087 term name	79087 term rank	769 term id	769 term name	769 term rank	758 term id	758 term name	758 term rank	75496 term id	75496 term name	75496 term rank	740 term id	740 term name	740 term rank	633 term id	633 term name	633 term rank	500 term id	500 term name	500 term rank	498359 term id	498359 term name	498359 term rank	487825 term id	487825 term name	487825 term rank	477 term id	477 term name	477 term rank	435628 term id	435628 term name	435628 term rank	412057 term id	412057 term name	412057 term rank	363618 term id	363618 term name	363618 term rank	357074 term id	357074 term name	357074 term rank	3455 term id	3455 term name	3455 term rank	3437 term id	3437 term name	3437 term rank	33445 term id	33445 term name	33445 term rank	33364 term id	33364 term name	33364 term rank	3322 term id	3322 term name	3322 term rank	3163 term id	3163 term name	3163 term rank	3051 term id	3051 term name	3051 term rank	2963 term id	2963 term name	2963 term rank	287 term id	287 term name	287 term rank	286 term id	286 term name	286 term rank	2834 term id	2834 term name	2834 term rank	280679 term id	280679 term name	280679 term rank	280365 term id	280365 term name	280365 term rank	2658 term id	2658 term name	2658 term rank	263534 term id	263534 term name	263534 term rank	263487 term id	263487 term name	263487 term rank	2500 term id	2500 term name	2500 term rank	220295 term id	220295 term name	220295 term rank	2078 term id	2078 term name	2078 term rank	2067 term id	2067 term name	2067 term rank	1942 term id	1942 term name	1942 term rank	1901 term id	1901 term name	1901 term rank	1860 term id	1860 term name	1860 term rank	1807 term id	1807 term name	1807 term rank	1775 term id	1775 term name	1775 term rank	163746 term id	163746 term name	163746 term rank	1387 term id	1387 term name	1387 term rank	137608 term id	137608 term name	137608 term rank	1340 term id	1340 term name	1340 term rank	1299 term id	1299 term name	1299 term rank	1297 term id	1297 term name	1297 term rank	101028 term id	101028 term name	101028 term rank	100 term id	100 term name	100 term rank
						GO:0016605	PML body	21													GO:0016605	PML body	39	GO:0016605	PML body	39	GO:0016605	PML body	37				GO:0016605	PML body	50							GO:0016605	PML body	21	GO:0016605	PML body	31							GO:0016605	PML body	42																			GO:0016605	PML body	40										GO:0016605	PML body	23										GO:0016605	PML body	42													GO:0016605	PML body	35	GO:0016605	PML body	30				GO:0016605	PML body	39																GO:0016605	PML body	42				GO:0016605	PML body	36							GO:0016605	PML body	44																GO:0016605	PML body	21	GO:0016605	PML body	40							GO:0016605	PML body	29				GO:0016605	PML body	39				GO:0016605	PML body	23	GO:0016605	PML body	37
																		GO:0035102	PRC1 complex	24																												GO:0035102	PRC1 complex	22	GO:0035102	PRC1 complex	22																																																										GO:0035102	PRC1 complex	22																																																																																		GO:0035102	PRC1 complex	24						
																		GO:0035097	histone methyltransferase complex	60																												GO:0035097	histone methyltransferase complex	36	GO:0035097	histone methyltransferase complex	36																																																										GO:0035097	histone methyltransferase complex	36										GO:0035097	histone methyltransferase complex	76																																																							GO:0035097	histone methyltransferase complex	86										GO:0035097	histone methyltransferase complex	76	GO:0035097	histone methyltransferase complex	25						
																		GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	43																						GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	44				GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	38	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	38																																		GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	37																						GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	38	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	26							GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	28																															GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	57																						GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	26													GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	43						
																					GO:0000109	nucleotide-excision repair complex	29	GO:0000109	nucleotide-excision repair complex	29	GO:0000109	nucleotide-excision repair complex	34				GO:0000109	nucleotide-excision repair complex	46										GO:0000109	nucleotide-excision repair complex	38							GO:0000109	nucleotide-excision repair complex	39																			GO:0000109	nucleotide-excision repair complex	39																						GO:0000109	nucleotide-excision repair complex	39																GO:0000109	nucleotide-excision repair complex	63																						GO:0000109	nucleotide-excision repair complex	39													GO:0000109	nucleotide-excision repair complex	32																			GO:0000109	nucleotide-excision repair complex	43							GO:0000109	nucleotide-excision repair complex	43													GO:0000109	nucleotide-excision repair complex	34
																					GO:0005662	DNA replication factor A complex	35	GO:0005662	DNA replication factor A complex	35	GO:0005662	DNA replication factor A complex	36				GO:0005662	DNA replication factor A complex	45										GO:0005662	DNA replication factor A complex	39							GO:0005662	DNA replication factor A complex	40																			GO:0005662	DNA replication factor A complex	38																						GO:0005662	DNA replication factor A complex	40																GO:0005662	DNA replication factor A complex	53																						GO:0005662	DNA replication factor A complex	40													GO:0005662	DNA replication factor A complex	38																			GO:0005662	DNA replication factor A complex	42							GO:0005662	DNA replication factor A complex	44													GO:0005662	DNA replication factor A complex	36
																		GO:0071162	CMG complex	40																																		GO:0071162	CMG complex	35																			GO:0071162	CMG complex	35																						GO:0071162	CMG complex	35																																								GO:0071162	CMG complex	35																																																												
																																																GO:0035098	ESC/E(Z) complex	80	GO:0035098	ESC/E(Z) complex	80																																																										GO:0035098	ESC/E(Z) complex	80																																		GO:0035098	ESC/E(Z) complex	93																																											GO:0035098	ESC/E(Z) complex	96	GO:0035098	ESC/E(Z) complex	35						
																		GO:0031261	DNA replication preinitiation complex	36																																		GO:0031261	DNA replication preinitiation complex	37																			GO:0031261	DNA replication preinitiation complex	36																						GO:0031261	DNA replication preinitiation complex	37																																								GO:0031261	DNA replication preinitiation complex	37																																																												
																		GO:0071339	MLL1 complex	52																												GO:0071339	MLL1 complex	39	GO:0071339	MLL1 complex	39																																																										GO:0071339	MLL1 complex	39																																																																																		GO:0071339	MLL1 complex	47						
						GO:0016580	Sin3 complex	40																																		GO:0016580	Sin3 complex	53				GO:0016580	Sin3 complex	45	GO:0016580	Sin3 complex	45																																		GO:0016580	Sin3 complex	53																						GO:0016580	Sin3 complex	45	GO:0016580	Sin3 complex	65							GO:0016580	Sin3 complex	64																						GO:0016580	Sin3 complex	53																									GO:0016580	Sin3 complex	40				GO:0016580	Sin3 complex	57										GO:0016580	Sin3 complex	64	GO:0016580	Sin3 complex	55						
																		GO:0044665	MLL1/2 complex	54																												GO:0044665	MLL1/2 complex	40	GO:0044665	MLL1/2 complex	40																																																										GO:0044665	MLL1/2 complex	40																																																																																		GO:0044665	MLL1/2 complex	48						
						GO:0070822	Sin3-type complex	41																																		GO:0070822	Sin3-type complex	52				GO:0070822	Sin3-type complex	44	GO:0070822	Sin3-type complex	44																																		GO:0070822	Sin3-type complex	52																						GO:0070822	Sin3-type complex	44	GO:0070822	Sin3-type complex	64							GO:0070822	Sin3-type complex	63																						GO:0070822	Sin3-type complex	54																									GO:0070822	Sin3-type complex	41				GO:0070822	Sin3-type complex	58										GO:0070822	Sin3-type complex	63	GO:0070822	Sin3-type complex	54						
																																																																																																																		GO:0008023	transcription elongation factor complex	42																																																																																							
																																																																																																																					GO:0015030	Cajal body	44																																																										GO:0015030	Cajal body	48																								
						GO:0016607	nuclear speck	60													GO:0016607	nuclear speck	68	GO:0016607	nuclear speck	68	GO:0016607	nuclear speck	66				GO:0016607	nuclear speck	75										GO:0016607	nuclear speck	67							GO:0016607	nuclear speck	67																			GO:0016607	nuclear speck	66																						GO:0016607	nuclear speck	67													GO:0016607	nuclear speck	70	GO:0016607	nuclear speck	68																						GO:0016607	nuclear speck	67				GO:0016607	nuclear speck	89							GO:0016607	nuclear speck	72																GO:0016607	nuclear speck	60	GO:0016607	nuclear speck	58													GO:0016607	nuclear speck	95							GO:0016607	nuclear speck	66
																																																GO:0000812	Swr1 complex	59	GO:0000812	Swr1 complex	59																																																										GO:0000812	Swr1 complex	59																																																																																		GO:0000812	Swr1 complex	63						
GO:0005694	chromosome	1
						GO:0005694	chromosome	4										GO:0005694	chromosome	12	GO:0005694	chromosome	3	GO:0005694	chromosome	3	GO:0005694	chromosome	1				GO:0005694	chromosome	1							GO:0005694	chromosome	8	GO:0005694	chromosome	1	GO:0005694	chromosome	16	GO:0005694	chromosome	16	GO:0005694	chromosome	1																			GO:0005694	chromosome	1	GO:0005694	chromosome	45							GO:0005694	chromosome	8										GO:0005694	chromosome	1										GO:0005694	chromosome	16	GO:0005694	chromosome	15	GO:0005694	chromosome	2				GO:0005694	chromosome	12																GO:0005694	chromosome	1				GO:0005694	chromosome	9							GO:0005694	chromosome	3																GO:0005694	chromosome	4	GO:0005694	chromosome	4	GO:0005694	chromosome	11				GO:0005694	chromosome	1				GO:0005694	chromosome	11	GO:0005694	chromosome	8	GO:0005694	chromosome	45	GO:0005694	chromosome	1
																		GO:0000781	chromosome, telomeric region	25	GO:0000781	chromosome, telomeric region	8	GO:0000781	chromosome, telomeric region	8	GO:0000781	chromosome, telomeric region	5				GO:0000781	chromosome, telomeric region	7										GO:0000781	chromosome, telomeric region	9	GO:0000781	chromosome, telomeric region	68	GO:0000781	chromosome, telomeric region	68	GO:0000781	chromosome, telomeric region	5																			GO:0000781	chromosome, telomeric region	5																						GO:0000781	chromosome, telomeric region	5										GO:0000781	chromosome, telomeric region	68				GO:0000781	chromosome, telomeric region	1																						GO:0000781	chromosome, telomeric region	5													GO:0000781	chromosome, telomeric region	9																			GO:0000781	chromosome, telomeric region	3	GO:0000781	chromosome, telomeric region	76				GO:0000781	chromosome, telomeric region	2							GO:0000781	chromosome, telomeric region	65	GO:0000781	chromosome, telomeric region	22	GO:0000781	chromosome, telomeric region	5
						GO:0000785	chromatin	2										GO:0000785	chromatin	16	GO:0000785	chromatin	51	GO:0000785	chromatin	51	GO:0000785	chromatin	46				GO:0000785	chromatin	78							GO:0000785	chromatin	7	GO:0000785	chromatin	51	GO:0000785	chromatin	12	GO:0000785	chromatin	12	GO:0000785	chromatin	49																			GO:0000785	chromatin	49	GO:0000785	chromatin	47							GO:0000785	chromatin	7										GO:0000785	chromatin	49										GO:0000785	chromatin	12	GO:0000785	chromatin	13							GO:0000785	chromatin	8																GO:0000785	chromatin	49				GO:0000785	chromatin	4							GO:0000785	chromatin	55																GO:0000785	chromatin	2	GO:0000785	chromatin	60	GO:0000785	chromatin	9				GO:0000785	chromatin	63				GO:0000785	chromatin	7	GO:0000785	chromatin	3				GO:0000785	chromatin	46
						GO:0098687	chromosomal region	48										GO:0098687	chromosomal region	34	GO:0098687	chromosomal region	13	GO:0098687	chromosomal region	13	GO:0098687	chromosomal region	12				GO:0098687	chromosomal region	16							GO:0098687	chromosomal region	43	GO:0098687	chromosomal region	12	GO:0098687	chromosomal region	53	GO:0098687	chromosomal region	53	GO:0098687	chromosomal region	10																			GO:0098687	chromosomal region	10										GO:0098687	chromosomal region	45										GO:0098687	chromosomal region	10	GO:0098687	chromosomal region	73							GO:0098687	chromosomal region	53	GO:0098687	chromosomal region	55	GO:0098687	chromosomal region	3				GO:0098687	chromosomal region	45										GO:0098687	chromosomal region	67				GO:0098687	chromosomal region	10													GO:0098687	chromosomal region	12																GO:0098687	chromosomal region	48	GO:0098687	chromosomal region	8	GO:0098687	chromosomal region	37				GO:0098687	chromosomal region	5				GO:0098687	chromosomal region	70	GO:0098687	chromosomal region	44	GO:0098687	chromosomal region	36	GO:0098687	chromosomal region	12
												GO:0005657	replication fork	104							GO:0005657	replication fork	11	GO:0005657	replication fork	11	GO:0005657	replication fork	4				GO:0005657	replication fork	9										GO:0005657	replication fork	11							GO:0005657	replication fork	12																			GO:0005657	replication fork	11																						GO:0005657	replication fork	12																GO:0005657	replication fork	17																						GO:0005657	replication fork	12													GO:0005657	replication fork	11																			GO:0005657	replication fork	12							GO:0005657	replication fork	12										GO:0005657	replication fork	37	GO:0005657	replication fork	4
						GO:0000228	nuclear chromosome	61										GO:0000228	nuclear chromosome	33	GO:0000228	nuclear chromosome	7	GO:0000228	nuclear chromosome	7	GO:0000228	nuclear chromosome	9				GO:0000228	nuclear chromosome	8							GO:0000228	nuclear chromosome	62	GO:0000228	nuclear chromosome	8	GO:0000228	nuclear chromosome	60	GO:0000228	nuclear chromosome	60	GO:0000228	nuclear chromosome	4																			GO:0000228	nuclear chromosome	4										GO:0000228	nuclear chromosome	65										GO:0000228	nuclear chromosome	4										GO:0000228	nuclear chromosome	60	GO:0000228	nuclear chromosome	69	GO:0000228	nuclear chromosome	19				GO:0000228	nuclear chromosome	69																GO:0000228	nuclear chromosome	4													GO:0000228	nuclear chromosome	8																GO:0000228	nuclear chromosome	61	GO:0000228	nuclear chromosome	11	GO:0000228	nuclear chromosome	88				GO:0000228	nuclear chromosome	6				GO:0000228	nuclear chromosome	113	GO:0000228	nuclear chromosome	56	GO:0000228	nuclear chromosome	47	GO:0000228	nuclear chromosome	9
																																																																																																						GO:1904930	amphisome membrane	5																															GO:1904930	amphisome membrane	5																																																																		
																		GO:0090734	site of DNA damage	55	GO:0090734	site of DNA damage	12	GO:0090734	site of DNA damage	12	GO:0090734	site of DNA damage	13	GO:0090734	site of DNA damage	50	GO:0090734	site of DNA damage	10										GO:0090734	site of DNA damage	15							GO:0090734	site of DNA damage	14																			GO:0090734	site of DNA damage	13																						GO:0090734	site of DNA damage	14																GO:0090734	site of DNA damage	11																						GO:0090734	site of DNA damage	14													GO:0090734	site of DNA damage	14																			GO:0090734	site of DNA damage	15							GO:0090734	site of DNA damage	15										GO:0090734	site of DNA damage	19	GO:0090734	site of DNA damage	13
																		GO:0035861	site of double-strand break	67	GO:0035861	site of double-strand break	15	GO:0035861	site of double-strand break	15	GO:0035861	site of double-strand break	17				GO:0035861	site of double-strand break	11										GO:0035861	site of double-strand break	17							GO:0035861	site of double-strand break	18																			GO:0035861	site of double-strand break	18																						GO:0035861	site of double-strand break	18																GO:0035861	site of double-strand break	14																						GO:0035861	site of double-strand break	18													GO:0035861	site of double-strand break	18																			GO:0035861	site of double-strand break	16							GO:0035861	site of double-strand break	16										GO:0035861	site of double-strand break	25	GO:0035861	site of double-strand break	17
																					GO:0030894	replisome	14	GO:0030894	replisome	14	GO:0030894	replisome	18				GO:0030894	replisome	15										GO:0030894	replisome	16							GO:0030894	replisome	16																			GO:0030894	replisome	14																						GO:0030894	replisome	16																GO:0030894	replisome	37																						GO:0030894	replisome	16													GO:0030894	replisome	13																			GO:0030894	replisome	18							GO:0030894	replisome	17													GO:0030894	replisome	18
																					GO:0043596	nuclear replication fork	18	GO:0043596	nuclear replication fork	18	GO:0043596	nuclear replication fork	19				GO:0043596	nuclear replication fork	21										GO:0043596	nuclear replication fork	22							GO:0043596	nuclear replication fork	17																			GO:0043596	nuclear replication fork	17																						GO:0043596	nuclear replication fork	17																GO:0043596	nuclear replication fork	36																						GO:0043596	nuclear replication fork	17													GO:0043596	nuclear replication fork	17																			GO:0043596	nuclear replication fork	22							GO:0043596	nuclear replication fork	20													GO:0043596	nuclear replication fork	19
																					GO:0000783	nuclear telomere cap complex	57	GO:0000783	nuclear telomere cap complex	57	GO:0000783	nuclear telomere cap complex	56				GO:0000783	nuclear telomere cap complex	70										GO:0000783	nuclear telomere cap complex	60							GO:0000783	nuclear telomere cap complex	61																			GO:0000783	nuclear telomere cap complex	59																						GO:0000783	nuclear telomere cap complex	61																GO:0000783	nuclear telomere cap complex	20																						GO:0000783	nuclear telomere cap complex	61													GO:0000783	nuclear telomere cap complex	64																			GO:0000783	nuclear telomere cap complex	32							GO:0000783	nuclear telomere cap complex	26													GO:0000783	nuclear telomere cap complex	56
																					GO:0000782	telomere cap complex	58	GO:0000782	telomere cap complex	58	GO:0000782	telomere cap complex	57				GO:0000782	telomere cap complex	71										GO:0000782	telomere cap complex	59							GO:0000782	telomere cap complex	60																			GO:0000782	telomere cap complex	61																						GO:0000782	telomere cap complex	60																GO:0000782	telomere cap complex	21																						GO:0000782	telomere cap complex	60													GO:0000782	telomere cap complex	63																			GO:0000782	telomere cap complex	33							GO:0000782	telomere cap complex	25													GO:0000782	telomere cap complex	57
																					GO:0140445	chromosome, telomeric repeat region	61	GO:0140445	chromosome, telomeric repeat region	61	GO:0140445	chromosome, telomeric repeat region	59				GO:0140445	chromosome, telomeric repeat region	72										GO:0140445	chromosome, telomeric repeat region	62							GO:0140445	chromosome, telomeric repeat region	65																			GO:0140445	chromosome, telomeric repeat region	63																						GO:0140445	chromosome, telomeric repeat region	65																GO:0140445	chromosome, telomeric repeat region	22																						GO:0140445	chromosome, telomeric repeat region	65													GO:0140445	chromosome, telomeric repeat region	67																			GO:0140445	chromosome, telomeric repeat region	34							GO:0140445	chromosome, telomeric repeat region	28													GO:0140445	chromosome, telomeric repeat region	59
						GO:0071564	npBAF complex	23																																		GO:0071564	npBAF complex	28																																											GO:0071564	npBAF complex	30																									GO:0071564	npBAF complex	41							GO:0071564	npBAF complex	29																																																	GO:0071564	npBAF complex	23				GO:0071564	npBAF complex	28										GO:0071564	npBAF complex	25									
						GO:0016586	RSC-type complex	24																																		GO:0016586	RSC-type complex	30																																											GO:0016586	RSC-type complex	33																									GO:0016586	RSC-type complex	44							GO:0016586	RSC-type complex	31																																																	GO:0016586	RSC-type complex	24				GO:0016586	RSC-type complex	30										GO:0016586	RSC-type complex	28									
						GO:0071565	nBAF complex	25																																		GO:0071565	nBAF complex	31																																											GO:0071565	nBAF complex	32																									GO:0071565	nBAF complex	43							GO:0071565	nBAF complex	32																																																	GO:0071565	nBAF complex	25				GO:0071565	nBAF complex	31										GO:0071565	nBAF complex	29									
						GO:0000793	condensed chromosome	42													GO:0000793	condensed chromosome	32	GO:0000793	condensed chromosome	32	GO:0000793	condensed chromosome	31				GO:0000793	condensed chromosome	31							GO:0000793	condensed chromosome	54	GO:0000793	condensed chromosome	25	GO:0000793	condensed chromosome	88	GO:0000793	condensed chromosome	88	GO:0000793	condensed chromosome	25																			GO:0000793	condensed chromosome	26										GO:0000793	condensed chromosome	54										GO:0000793	condensed chromosome	25	GO:0000793	condensed chromosome	53							GO:0000793	condensed chromosome	88	GO:0000793	condensed chromosome	58	GO:0000793	condensed chromosome	29				GO:0000793	condensed chromosome	49										GO:0000793	condensed chromosome	52				GO:0000793	condensed chromosome	25													GO:0000793	condensed chromosome	35																GO:0000793	condensed chromosome	42	GO:0000793	condensed chromosome	36	GO:0000793	condensed chromosome	59				GO:0000793	condensed chromosome	32				GO:0000793	condensed chromosome	62	GO:0000793	condensed chromosome	78	GO:0000793	condensed chromosome	44	GO:0000793	condensed chromosome	31
						GO:0140092	bBAF complex	26																																		GO:0140092	bBAF complex	35																																											GO:0140092	bBAF complex	36																									GO:0140092	bBAF complex	47							GO:0140092	bBAF complex	36																																																	GO:0140092	bBAF complex	26				GO:0140092	bBAF complex	35										GO:0140092	bBAF complex	32									
																					GO:0000794	condensed nuclear chromosome	28	GO:0000794	condensed nuclear chromosome	28	GO:0000794	condensed nuclear chromosome	26				GO:0000794	condensed nuclear chromosome	30										GO:0000794	condensed nuclear chromosome	27							GO:0000794	condensed nuclear chromosome	27																			GO:0000794	condensed nuclear chromosome	27																						GO:0000794	condensed nuclear chromosome	27																GO:0000794	condensed nuclear chromosome	26																						GO:0000794	condensed nuclear chromosome	27													GO:0000794	condensed nuclear chromosome	31																			GO:0000794	condensed nuclear chromosome	30							GO:0000794	condensed nuclear chromosome	30										GO:0000794	condensed nuclear chromosome	29	GO:0000794	condensed nuclear chromosome	26
																		GO:0000792	heterochromatin	38																						GO:0000792	heterochromatin	71	GO:0000792	heterochromatin	76	GO:0000792	heterochromatin	31	GO:0000792	heterochromatin	31	GO:0000792	heterochromatin	70																GO:0000792	heterochromatin	111													GO:0000792	heterochromatin	75										GO:0000792	heterochromatin	70										GO:0000792	heterochromatin	31	GO:0000792	heterochromatin	81							GO:0000792	heterochromatin	78																GO:0000792	heterochromatin	70				GO:0000792	heterochromatin	119																															GO:0000792	heterochromatin	89	GO:0000792	heterochromatin	114							GO:0000792	heterochromatin	114	GO:0000792	heterochromatin	26	GO:0000792	heterochromatin	74			
						GO:0070603	SWI/SNF superfamily-type complex	30													GO:0070603	SWI/SNF superfamily-type complex	59	GO:0070603	SWI/SNF superfamily-type complex	59	GO:0070603	SWI/SNF superfamily-type complex	70													GO:0070603	SWI/SNF superfamily-type complex	34	GO:0070603	SWI/SNF superfamily-type complex	65	GO:0070603	SWI/SNF superfamily-type complex	34	GO:0070603	SWI/SNF superfamily-type complex	34	GO:0070603	SWI/SNF superfamily-type complex	75																			GO:0070603	SWI/SNF superfamily-type complex	74										GO:0070603	SWI/SNF superfamily-type complex	35										GO:0070603	SWI/SNF superfamily-type complex	75										GO:0070603	SWI/SNF superfamily-type complex	34	GO:0070603	SWI/SNF superfamily-type complex	52							GO:0070603	SWI/SNF superfamily-type complex	34																GO:0070603	SWI/SNF superfamily-type complex	75													GO:0070603	SWI/SNF superfamily-type complex	77																GO:0070603	SWI/SNF superfamily-type complex	30				GO:0070603	SWI/SNF superfamily-type complex	27										GO:0070603	SWI/SNF superfamily-type complex	37	GO:0070603	SWI/SNF superfamily-type complex	31				GO:0070603	SWI/SNF superfamily-type complex	70
						GO:0016514	SWI/SNF complex	28																																		GO:0016514	SWI/SNF complex	29				GO:0016514	SWI/SNF complex	93	GO:0016514	SWI/SNF complex	93																																		GO:0016514	SWI/SNF complex	31																						GO:0016514	SWI/SNF complex	93	GO:0016514	SWI/SNF complex	49							GO:0016514	SWI/SNF complex	30																																																	GO:0016514	SWI/SNF complex	28				GO:0016514	SWI/SNF complex	29										GO:0016514	SWI/SNF complex	34	GO:0016514	SWI/SNF complex	93						
						GO:0035060	brahma complex	29																																		GO:0035060	brahma complex	37																																											GO:0035060	brahma complex	39																									GO:0035060	brahma complex	50							GO:0035060	brahma complex	37																																																	GO:0035060	brahma complex	29				GO:0035060	brahma complex	38										GO:0035060	brahma complex	35									
																		GO:0005677	chromatin silencing complex	62																												GO:0005677	chromatin silencing complex	77	GO:0005677	chromatin silencing complex	77																																																										GO:0005677	chromatin silencing complex	77																																																																																		GO:0005677	chromatin silencing complex	32						
																					GO:0000800	lateral element	46	GO:0000800	lateral element	46	GO:0000800	lateral element	42				GO:0000800	lateral element	53										GO:0000800	lateral element	49							GO:0000800	lateral element	45																			GO:0000800	lateral element	45																						GO:0000800	lateral element	45																GO:0000800	lateral element	45																						GO:0000800	lateral element	45													GO:0000800	lateral element	52																			GO:0000800	lateral element	49							GO:0000800	lateral element	46										GO:0000800	lateral element	32	GO:0000800	lateral element	42
						GO:0000776	kinetochore	34																																		GO:0000776	kinetochore	56																																											GO:0000776	kinetochore	56													GO:0000776	kinetochore	46										GO:0000776	kinetochore	60							GO:0000776	kinetochore	53										GO:0000776	kinetochore	45										GO:0000776	kinetochore	124																									GO:0000776	kinetochore	34				GO:0000776	kinetochore	44										GO:0000776	kinetochore	47	GO:0000776	kinetochore	94						
																					GO:0099086	synaptonemal structure	47	GO:0099086	synaptonemal structure	47	GO:0099086	synaptonemal structure	43				GO:0099086	synaptonemal structure	54										GO:0099086	synaptonemal structure	41							GO:0099086	synaptonemal structure	46																			GO:0099086	synaptonemal structure	47																						GO:0099086	synaptonemal structure	46																GO:0099086	synaptonemal structure	48																						GO:0099086	synaptonemal structure	46													GO:0099086	synaptonemal structure	54																			GO:0099086	synaptonemal structure	50							GO:0099086	synaptonemal structure	47										GO:0099086	synaptonemal structure	34	GO:0099086	synaptonemal structure	43
																					GO:0000795	synaptonemal complex	48	GO:0000795	synaptonemal complex	48	GO:0000795	synaptonemal complex	44				GO:0000795	synaptonemal complex	55										GO:0000795	synaptonemal complex	42							GO:0000795	synaptonemal complex	47																			GO:0000795	synaptonemal complex	46																						GO:0000795	synaptonemal complex	47																GO:0000795	synaptonemal complex	47																						GO:0000795	synaptonemal complex	47													GO:0000795	synaptonemal complex	53																			GO:0000795	synaptonemal complex	51							GO:0000795	synaptonemal complex	48										GO:0000795	synaptonemal complex	35	GO:0000795	synaptonemal complex	44
						GO:0140288	GBAF complex	36																																		GO:0140288	GBAF complex	47																																											GO:0140288	GBAF complex	48																									GO:0140288	GBAF complex	59							GO:0140288	GBAF complex	55																																																	GO:0140288	GBAF complex	36				GO:0140288	GBAF complex	45										GO:0140288	GBAF complex	48									
						GO:0000779	condensed chromosome, centromeric region	37																																		GO:0000779	condensed chromosome, centromeric region	57				GO:0000779	condensed chromosome, centromeric region	81	GO:0000779	condensed chromosome, centromeric region	81																																		GO:0000779	condensed chromosome, centromeric region	57													GO:0000779	condensed chromosome, centromeric region	47							GO:0000779	condensed chromosome, centromeric region	81	GO:0000779	condensed chromosome, centromeric region	62							GO:0000779	condensed chromosome, centromeric region	59										GO:0000779	condensed chromosome, centromeric region	46																																					GO:0000779	condensed chromosome, centromeric region	37				GO:0000779	condensed chromosome, centromeric region	46										GO:0000779	condensed chromosome, centromeric region	50	GO:0000779	condensed chromosome, centromeric region	86						
						GO:0001741	XY body	38													GO:0001741	XY body	63	GO:0001741	XY body	63	GO:0001741	XY body	61				GO:0001741	XY body	74							GO:0001741	XY body	48	GO:0001741	XY body	48							GO:0001741	XY body	66																			GO:0001741	XY body	65										GO:0001741	XY body	50										GO:0001741	XY body	66													GO:0001741	XY body	51	GO:0001741	XY body	67				GO:0001741	XY body	57																GO:0001741	XY body	66													GO:0001741	XY body	69																GO:0001741	XY body	38	GO:0001741	XY body	65	GO:0001741	XY body	77				GO:0001741	XY body	62				GO:0001741	XY body	51				GO:0001741	XY body	49	GO:0001741	XY body	61
																																																GO:0035267	NuA4 histone acetyltransferase complex	49	GO:0035267	NuA4 histone acetyltransferase complex	49																																																										GO:0035267	NuA4 histone acetyltransferase complex	49																																																																																		GO:0035267	NuA4 histone acetyltransferase complex	41						
						GO:0000803	sex chromosome	49										GO:0000803	sex chromosome	50	GO:0000803	sex chromosome	53	GO:0000803	sex chromosome	53	GO:0000803	sex chromosome	50				GO:0000803	sex chromosome	66							GO:0000803	sex chromosome	42	GO:0000803	sex chromosome	46	GO:0000803	sex chromosome	52	GO:0000803	sex chromosome	52	GO:0000803	sex chromosome	55																			GO:0000803	sex chromosome	54										GO:0000803	sex chromosome	44										GO:0000803	sex chromosome	55										GO:0000803	sex chromosome	52	GO:0000803	sex chromosome	54	GO:0000803	sex chromosome	57				GO:0000803	sex chromosome	44																GO:0000803	sex chromosome	55													GO:0000803	sex chromosome	61																GO:0000803	sex chromosome	49	GO:0000803	sex chromosome	56	GO:0000803	sex chromosome	67				GO:0000803	sex chromosome	55				GO:0000803	sex chromosome	71	GO:0000803	sex chromosome	45	GO:0000803	sex chromosome	57	GO:0000803	sex chromosome	50
																																																GO:0043189	H4/H2A histone acetyltransferase complex	48	GO:0043189	H4/H2A histone acetyltransferase complex	48																																																										GO:0043189	H4/H2A histone acetyltransferase complex	48																																																																																		GO:0043189	H4/H2A histone acetyltransferase complex	42						
