multiplex	node	score
1	PIK3R1	0.0024032148079014205
1	GRB2	0.0023998729315806676
1	ITGB1	0.002384738460408186
1	ITGA9	0.002341855690706462
1	CR2	0.0023133142089107593
1	ITGAV	0.002311993929070883
1	VEGFA	0.002303685515230943
1	HFE	0.0022942759686747144
1	TFRC	0.002288777161746239
1	CD19	0.0022765299526800674
1	KCNK1	0.0022692578182001944
1	CERS6	0.0022682750478120843
1	FN1	0.002267729001576095
1	ITGB3	0.0022670464222046996
1	GALNT12	0.0022596036951395594
1	GJB1	0.002258123254554802
1	ABCC1	0.002249768119484176
1	PLXNB1	0.0022408652674780405
1	CBL	0.002233174932342245
1	FLT1	0.0022201574895147303
1	CXCR4	0.002218157163125004
1	CXCL12	0.0022173467222473785
1	CRK	0.0022122438970870635
1	VEGFB	0.002211458025238669
1	PLCG1	0.002203676677940178
1	IGHD	0.0022006626313168633
1	PTK2	0.0021998028595199308
1	MS4A1	0.0021900463871317223
1	SOS1	0.002186407920654427
1	SRC	0.002185581624220746
1	SYK	0.002175737886055529
1	FYN	0.002165831542955867
1	VKORC1	0.002165379634193833
1	MET	0.002153456396932284
1	SH3KBP1	0.0021516367672765363
1	SEMA4D	0.0021500200473631185
1	NRP2	0.0021499072607653923
1	VCAM1	0.0021461260027003065
1	SPP1	0.0021447333993489305
1	ACKR3	0.0021365973989657173
1	TF	0.0021348908553366743
1	LYN	0.0021313063888247583
1	LCP2	0.0021278710073108506
1	PIK3CA	0.0021272380766292277
1	EGFR	0.002125006141553012
1	VAV1	0.0021230028431744384
1	SHC1	0.0021218517810642264
1	GOLGA5	0.00211879721806112
1	NRP1	0.0021164306796156184
1	MED12	0.002114371594268859
1	ITGB6	0.0021065297327403617
1	PIK3CB	0.0020939151226185616
1	HPX	0.002093254870973619
1	PGF	0.002091452052834026
1	BCAR1	0.002090531601325151
1	PLCG2	0.002088454870848451
1	ITGA4	0.0020877639181630693
1	PIK3R3	0.002085068826870975
1	CERS2	0.002084986209741991
1	PIK3CD	0.0020825872431761193
1	GJB2	0.0020819650782309936
1	IGHM	0.0020814977808478637
1	CRKL	0.0020811915407721385
1	TNC	0.0020810084576820473
1	HPR	0.002077039812405572
1	CD81	0.0020748788112481095
1	NANOG	0.0020740969978897844
1	ERBB2	0.0020719611544282907
1	TFR2	0.002069812570411809
1	ITGA2B	0.0020684595936345954
1	PLXNA1	0.002068367668702398
1	LAT	0.002054266891506878
1	PDGFRA	0.002052992024193205
1	FGG	0.002050908065022267
1	BLNK	0.002050448500928667
1	PIK3R2	0.002049604572138866
1	ITGB5	0.002048673818088886
1	PTPN11	0.002046507605776746
1	TLN1	0.0020435214159896394
1	L1CAM	0.0020411724959508433
1	TGFB3	0.002040721584778448
1	ITGA5	0.002036938369527507
1	PXN	0.0020274234756393287
1	FGB	0.002024600213590276
1	PTK2B	0.0020087775963579775
1	APOA1	0.0020044707207159023
1	ALB	0.0020044274999590074
1	VCL	0.0019967228257897827
1	ZAP70	0.0019935204875189856
1	SH3GL2	0.0019912823813762275
1	LCK	0.0019753158794771795
1	SERPINA1	0.001971600750303786
1	C3	0.0019580754145372328
1	FGA	0.001943173218734555
1	ITK	0.0019261173971644987
1	HGF	0.0019220263229705237
1	ADRA1A	0.0019114363177646107
1	FCGR1A	0.0019100788739696368
1	VTN	0.0019043178356220668
1	RAPGEF1	0.0018977310486957297
1	CTNNB1	2.691345339101632e-05
1	ADAM12	2.6777302154116324e-05
1	KDR	2.5718448818529244e-05
1	MADCAM1	2.551312030810451e-05
1	ADAM15	2.478835062472892e-05
1	TGFBR2	2.3439280989123113e-05
1	CFB	2.3414169280559056e-05
1	THBS1	2.2308053510561952e-05
1	NCK1	2.228739877076106e-05
1	DOCK1	2.1908797332650046e-05
1	APOL1	2.1904169142406907e-05
1	CDC42	2.1809894927927124e-05
1	JAM2	2.1671690285018917e-05
1	ITGB7	2.1617437394335543e-05
1	ITGA8	2.153770390560342e-05
1	GRB7	2.1221380837681377e-05
1	IGF1R	2.0974851225620477e-05
1	FGFR2	2.0637944124679924e-05
1	GORAB	2.0595714588618877e-05
1	NCK2	2.0215410164303792e-05
1	SOCS3	2.0052129392993994e-05
1	SHB	1.990769299319818e-05
1	YES1	1.968451577498831e-05
1	VPREB1	1.9327662220366572e-05
1	RANBP9	1.916413794546037e-05
1	IGLL1	1.908072470843901e-05
1	ERBB3	1.872773201313164e-05
1	CDH1	1.8682834008225242e-05
1	SH3GL3	1.827430339774917e-05
1	CD247	1.8144825281128004e-05
1	FGFR1	1.814234158054164e-05
1	NCAN	1.803796633567543e-05
1	EPS15	1.7914903993390894e-05
1	VEGFC	1.772298216312314e-05
1	WAS	1.7639914909938654e-05
1	CIB1	1.7326375494824405e-05
1	GAB1	1.730947018952512e-05
1	IFITM1	1.7301608708003953e-05
1	VEGFD	1.7230655177710756e-05
1	CD3E	1.7134686706243138e-05
1	LRP1	1.697699779308169e-05
1	GNB1	1.692795234939135e-05
1	MEMO1	1.6674954986347668e-05
1	CFHR4	1.642712496936829e-05
1	IRS1	1.6385129865582907e-05
1	BTK	1.6148161987137264e-05
1	STAM2	1.6034377934725337e-05
1	GRAP2	1.5833259737410666e-05
1	ARHGEF11	1.5724249312401318e-05
1	ITGA2	1.5702735411615864e-05
1	RAC1	1.5598212332175526e-05
1	TGM2	1.5403454011457168e-05
1	PLPP3	1.526190234351194e-05
1	MAPK1	1.515179435231834e-05
1	RND1	1.5135202843098417e-05
1	TGFBR1	1.5091396428454745e-05
1	CD47	1.4905649604657951e-05
1	ITGB4	1.4835028144731467e-05
1	ITGA3	1.4764955543249846e-05
1	ARHGEF12	1.4755073350096965e-05
1	HP	1.4574966001084116e-05
1	CD2AP	1.4455348092295132e-05
1	GNA13	1.440402177350777e-05
1	SEMA3A	1.4187071775094084e-05
1	F2	1.4161160687346708e-05
1	ADAM9	1.412326997630927e-05
1	ESR1	1.3845521515473242e-05
1	ITGA6	1.3803255053729957e-05
1	CFH	1.3790846195245688e-05
1	CD8A	1.3730910436964323e-05
1	ARHGEF7	1.3611760387480771e-05
1	EPHA1	1.3427145077506114e-05
1	PARVA	1.3425469108065818e-05
1	LCAT	1.3424498873367679e-05
1	PDGFRB	1.3300671338640249e-05
1	ABL1	1.3278157523435338e-05
1	PLEKHH3	1.324361766675878e-05
1	DIP2A	1.315444246524454e-05
1	PDGFB	1.3138191091399979e-05
1	EMILIN1	1.3120053669641695e-05
1	LMAN1	1.3052312406153411e-05
1	JAK1	1.300798532853051e-05
1	WIPF1	1.2771336916207642e-05
1	NYAP2	1.2745357497080086e-05
1	PKN3	1.2704769136153298e-05
1	GNA12	1.2663808628656147e-05
1	BLK	1.2574185943660915e-05
1	FARP2	1.2517011475018866e-05
1	SH3GL1	1.2512697254839135e-05
1	AZGP1	1.2470877151344921e-05
1	DLG4	1.2334903546355217e-05
1	INSR	1.2312725614498517e-05
1	SEMA6D	1.2300403436231002e-05
1	LEPR	1.2195348311701009e-05
1	CD3G	1.2058950670616238e-05
1	ELMO1	1.1902197041209547e-05
1	CD79A	1.1768830610372596e-05
1	RAP1A	1.162189226589142e-05
1	ITGA1	1.1551085599369012e-05
1	SORBS2	1.1511381283516086e-05
1	WDR6	1.1403113442329524e-05
1	PTPN2	1.138776721562493e-05
1	PAK1	1.1060001208747728e-05
1	LTBP3	1.1010786736083139e-05
1	B2M	1.0977661791384356e-05
1	APOA2	1.0967088272598248e-05
1	ITGB8	1.0790430329210967e-05
1	ADAM17	1.0764557356891451e-05
1	PRAG1	1.051489979889119e-05
1	HRAS	1.0418267539466158e-05
1	SLIT2	1.0236678823746885e-05
1	TGFB1	1.0114056984332685e-05
1	PRKCA	1.010062027191101e-05
1	CTSG	1.0083079172526186e-05
1	ADAM8	1.0082677957010624e-05
1	PLXNA2	1.0061517173264645e-05
1	WASL	1.0001777278822831e-05
1	PIK3C2B	9.996392822138164e-06
1	PECAM1	9.972038186132374e-06
1	TLR4	9.925504898660559e-06
1	ILK	9.89255785042774e-06
1	HSP90AA1	9.834355888075284e-06
1	ELANE	9.812141712510155e-06
1	RASA1	9.743420562426708e-06
1	ABCA7	9.71258674603936e-06
1	PAK2	9.679655347950793e-06
1	TEC	9.634300063414143e-06
1	ABI1	9.571500849077983e-06
1	GP1BA	9.407666354796354e-06
1	JUP	9.38370300227229e-06
1	ICAM4	9.277683967447052e-06
1	CD53	9.26162509990267e-06
1	GDF15	9.257469882147832e-06
1	SNX1	9.242946323745435e-06
1	EPOR	9.228965885729075e-06
1	FLT4	9.203918581865569e-06
1	ABL2	9.198472071255215e-06
1	FRK	9.18296688445957e-06
1	RAF1	9.117205517429764e-06
1	GIT1	9.017488374266143e-06
1	PLXNA3	9.000316468511727e-06
1	SH2D2A	8.976173253738574e-06
1	CAMLG	8.958915749554203e-06
1	PDGFA	8.899942852528843e-06
1	KHDRBS1	8.885919985977916e-06
1	RRAS	8.828820229103245e-06
1	ADRA1B	8.813272027561699e-06
1	CDC37	8.795754497673482e-06
1	PCBP1	8.73485475200086e-06
1	PLAUR	8.718860887822082e-06
1	EPO	8.717027818410523e-06
1	AGT	8.707969055859465e-06
1	COMP	8.633050949159795e-06
1	ITGA7	8.629523639389814e-06
