multiplex	node	score
1	EGFR	0.02060199732487272
1	BRCA1	0.02018399333360324
1	SRC	0.019947225276480005
1	ATM	0.019914249348588067
1	WRN	0.019718706535574417
1	CFTR	0.01941298099122354
1	ATRIP	0.01928170263081075
1	SPATA48	0.019180287842529422
1	COL1A1	0.01908869675572743
1	ZMPSTE24	0.018848499445051008
1	LMNA	0.00047362122884021465
1	HLTF	0.00011923116000808611
1	RAD9B	0.00011923116000808611
1	EMD	7.646340498651365e-05
