Representative	Represented
GO:0007154	GO:0198738
GO:0007154	GO:0043401
GO:0007154	GO:0090199
GO:0007154	GO:0090200
GO:0007154	GO:0030518
GO:0007154	GO:0033143
GO:0007154	GO:2001234
GO:0007154	GO:0030521
GO:0007154	GO:0060765
GO:0007154	GO:0050927
GO:0007154	GO:0050926
GO:0007154	GO:0031668
GO:0007154	GO:0030520
GO:0007154	GO:0010863
GO:0007154	GO:0031670
GO:0007154	GO:1900274
GO:0007154	GO:0086100
GO:0007154	GO:0031669
GO:0007154	GO:0034116
GO:0007154	GO:0034114
GO:0007154	GO:0048384
GO:0007154	GO:0060379
GO:0007154	GO:0033146
GO:0007154	GO:0033144
GO:0007154	GO:0035357
GO:0007154	GO:0032104
GO:0007154	GO:0032107
GO:0007154	GO:0070561
GO:0033036	GO:0033036
GO:0033036	GO:0090671
GO:0033036	GO:0090670
GO:0033036	GO:0090685
GO:0033036	GO:0090672
GO:0033036	GO:1904872
GO:0033036	GO:0006403
GO:0033036	GO:1904874
GO:0033036	GO:0010874
GO:0033036	GO:0010875
GO:0033036	GO:0010883
GO:0033036	GO:0032376
GO:0033036	GO:0032373
GO:0033036	GO:0033344
GO:0033036	GO:0032374
GO:0033036	GO:0032371
GO:0033036	GO:0010887
GO:0033036	GO:0032368
GO:0033036	GO:0010745
GO:0044419	GO:0044419
GO:0044419	GO:0044409
GO:0044419	GO:0051701
GO:0044419	GO:0051851
GO:0044419	GO:0044000
GO:0044419	GO:0046718
GO:0044419	GO:0044003
GO:0044419	GO:0051702
GO:0044419	GO:0044403
GO:0023052	GO:0023052
GO:0023052	GO:0023051
GO:0023052	GO:0023056
GO:0023052	GO:0023057
GO:0023052	GO:0032495
GO:0051276	GO:0051276
GO:0051276	GO:0032200
GO:0051276	GO:0033044
GO:0051276	GO:2001251
GO:0051276	GO:2001252
GO:0051276	GO:0032508
GO:0051276	GO:0071103
GO:0051276	GO:0032392
GO:0051716	GO:0051716
GO:0051716	GO:0071310
GO:0051716	GO:0071478
GO:0051716	GO:0071345
GO:0051716	GO:0070887
GO:0051716	GO:0071479
GO:0051716	GO:0104004
GO:0051716	GO:0071214
GO:0051716	GO:0071356
GO:0051716	GO:0071396
GO:0051716	GO:1901701
GO:0051716	GO:0071407
GO:0051716	GO:0034644
GO:0051716	GO:0071480
GO:0051716	GO:0032870
GO:0051716	GO:0071260
GO:0051716	GO:0071482
GO:0051716	GO:0071417
GO:0051716	GO:0062098
GO:0051716	GO:1901699
GO:0051716	GO:0090399
GO:0051716	GO:0060544
GO:0051716	GO:0060546
GO:0051716	GO:0062099
GO:0051716	GO:0071347
GO:0051716	GO:0071496
GO:0051716	GO:0060547
GO:0051716	GO:0035924
GO:0051716	GO:1901653
GO:0051716	GO:0071375
GO:0051716	GO:0071383
GO:0051716	GO:0071481
GO:0051716	GO:0032869
GO:0051716	GO:0071466
GO:0051716	GO:0071453
GO:0051716	GO:0140052
GO:0051716	GO:1904646
GO:0051716	GO:0014829
GO:0051716	GO:0071229
GO:0051716	GO:0071404
GO:0051716	GO:0071230
GO:0051716	GO:0034405
GO:0051716	GO:0071248
GO:0051716	GO:0071241
GO:0051716	GO:0097306
GO:0051716	GO:0071392
GO:0051716	GO:1901655
GO:1901362	GO:1901362
GO:0040011	GO:0040011
GO:0040011	GO:0040012
GO:0040011	GO:0040017
GO:0040011	GO:0006935
GO:0040011	GO:0042330
GO:0040011	GO:0050920
GO:0040011	GO:0050921
GO:0040011	GO:0050918
GO:0040011	GO:0040013
GO:0071702	GO:0071702
GO:0071702	GO:0010827
GO:0071702	GO:0010828
GO:0048584	GO:0048584
GO:0048584	GO:0032103
GO:0048584	GO:0050778
GO:0048584	GO:0002253
GO:0048584	GO:0060760
GO:0048584	GO:0002821
GO:0048584	GO:0002824
GO:0048584	GO:0002708
GO:0048584	GO:0002711
GO:0031323	GO:0031323
GO:0031323	GO:0042325
GO:0031323	GO:0019220
GO:0031323	GO:0051174
GO:0031323	GO:0031327
GO:0031323	GO:0031328
GO:0031323	GO:0031324
GO:0031323	GO:0042327
GO:0031323	GO:0031325
GO:0031323	GO:0045937
GO:0031323	GO:0010562
GO:0031323	GO:0031326
GO:0031323	GO:0031331
GO:0031323	GO:0043549
GO:0031323	GO:0031329
GO:0031323	GO:0033674
GO:0031323	GO:0010506
GO:0031323	GO:0043551
GO:0031323	GO:0010508
GO:0031323	GO:0043550
GO:0031323	GO:0031330
GO:0031323	GO:0010507
GO:0031323	GO:0010565
GO:0031323	GO:0016239
GO:0031323	GO:0016241
GO:0031323	GO:0033673
GO:0031323	GO:0045936
GO:0031323	GO:0010563
GO:0031323	GO:2000379
GO:0031323	GO:2000377
GO:0031323	GO:0042326
GO:0006950	GO:0006950
GO:0006950	GO:0006952
GO:0006950	GO:0006954
GO:0006950	GO:0009611
GO:0006950	GO:0042060
GO:0006950	GO:0009650
GO:0006950	GO:0007596
GO:0006950	GO:0006979
GO:0006950	GO:0001666
GO:0006950	GO:0030168
GO:0006950	GO:0009408
GO:0006950	GO:0035966
GO:0006950	GO:0006986
GO:0006950	GO:0006970
GO:0006950	GO:0070527
GO:0006950	GO:0000302
GO:0006950	GO:0002532
GO:0006950	GO:0009651
GO:0006950	GO:1900046
GO:0006950	GO:1900047
GO:0006950	GO:0042542
GO:0034097	GO:0034097
GO:0034097	GO:0034612
GO:0034097	GO:0060759
GO:0034097	GO:0070555
GO:0007155	GO:0007155
GO:0007155	GO:0030155
GO:0007155	GO:0031589
GO:0007155	GO:0045785
GO:0007155	GO:0098609
GO:0007155	GO:0007160
GO:0007155	GO:0033627
GO:0007155	GO:0022407
GO:0007155	GO:0010810
GO:0007155	GO:0007159
GO:0007155	GO:0022409
GO:0007155	GO:0010811
GO:0007155	GO:1903037
GO:0007155	GO:1903039
GO:0007155	GO:0034446
GO:0007155	GO:0034113
GO:0007155	GO:0050870
GO:0007155	GO:1900026
GO:0007155	GO:0001952
GO:0007155	GO:0033628
GO:0007155	GO:1900024
GO:0007155	GO:0031295
GO:0007155	GO:0007162
GO:0007155	GO:0034109
GO:0007155	GO:0048041
GO:0007155	GO:0090109
GO:0007155	GO:0051893
GO:0007155	GO:1904996
GO:0007155	GO:0061756
GO:0007155	GO:0042102
GO:0007155	GO:0045582
GO:0007155	GO:0001954
GO:0007155	GO:0090136
GO:0007155	GO:0033631
GO:0007155	GO:0022408
GO:0006810	GO:0006810
GO:0006810	GO:0006836
GO:0006810	GO:0140352
GO:0006810	GO:0032940
GO:0006810	GO:0051049
GO:0006810	GO:1990535
GO:0006810	GO:0046903
GO:0006810	GO:0097494
GO:0006810	GO:1903232
GO:0006810	GO:0051050
GO:0006810	GO:0006816
GO:0006810	GO:0051047
GO:0006810	GO:0034762
GO:0006810	GO:1903532
GO:0006810	GO:0034764
GO:0006810	GO:0070588
GO:0006810	GO:0043269
GO:0006810	GO:0097553
GO:0006810	GO:0010959
GO:0006810	GO:0030001
GO:0006810	GO:0051924
GO:0002376	GO:0002376
GO:0002376	GO:0006955
GO:0002376	GO:0002684
GO:0002376	GO:0002682
GO:0002376	GO:0050776
GO:0002376	GO:0019882
GO:0002376	GO:0002200
GO:0002376	GO:0016445
GO:0002376	GO:0002520
GO:0002376	GO:0002377
GO:0002376	GO:0042110
GO:0002376	GO:0045321
GO:0002376	GO:0046649
GO:0002376	GO:0050863
GO:0002376	GO:0002381
GO:0002376	GO:0002440
GO:0002376	GO:0030098
GO:0002376	GO:0002696
GO:0002376	GO:0051251
GO:0002376	GO:0016446
GO:0002376	GO:0051249
GO:0002376	GO:0002566
GO:0002376	GO:0002312
GO:0002376	GO:0002694
GO:0002376	GO:0002260
GO:0002376	GO:0030217
GO:0002376	GO:0042113
GO:0002376	GO:0046651
GO:0002376	GO:0002699
GO:0002376	GO:0002460
GO:0002376	GO:0001776
GO:0002376	GO:0002285
GO:0002376	GO:0002697
GO:0002376	GO:0002252
GO:0002376	GO:0002819
GO:0002376	GO:1903706
GO:0002376	GO:0045637
GO:0002376	GO:0042098
GO:0002376	GO:0043029
GO:0002376	GO:1902105
GO:0002376	GO:0016064
GO:0002376	GO:0019724
GO:0002376	GO:0050671
GO:0002376	GO:0031294
GO:0002376	GO:0050670
GO:0002376	GO:0001782
GO:0002376	GO:0002761
GO:0002376	GO:0002822
GO:0002376	GO:0048534
GO:0002376	GO:0002705
GO:0002376	GO:0002443
GO:0002376	GO:0002703
GO:0002376	GO:0048538
GO:0002376	GO:0002709
GO:0002376	GO:0002706
GO:0002376	GO:1902107
GO:0002376	GO:1903708
GO:0002376	GO:0002449
GO:0002376	GO:0002274
GO:0002376	GO:0045639
GO:0002376	GO:0002250
GO:0002376	GO:0002456
GO:0002376	GO:0042129
GO:0002376	GO:0030890
GO:0002376	GO:0002683
GO:0002376	GO:0002263
GO:0002376	GO:0045580
GO:0002376	GO:0030183
GO:0002376	GO:0033077
GO:0002376	GO:0045619
GO:0002376	GO:0045621
GO:0002376	GO:0001771
GO:0002376	GO:1902106
GO:0002376	GO:1903707
GO:0002376	GO:0002262
GO:0048583	GO:0048583
GO:0048583	GO:0032101
GO:0048583	GO:0048585
GO:0048583	GO:0010614
GO:0048583	GO:0014741
GO:0048583	GO:0032102
GO:0048583	GO:0010611
GO:0048583	GO:0014743
GO:0048583	GO:0043502
GO:0051234	GO:0051234
GO:0051234	GO:0051656
GO:0050896	GO:0050896
GO:0050896	GO:0009314
GO:0050896	GO:0010212
GO:0050896	GO:0010033
GO:0050896	GO:0009605
GO:0050896	GO:0071363
GO:0050896	GO:0070848
GO:0050896	GO:0009719
GO:0050896	GO:0009628
GO:0050896	GO:0071495
GO:0050896	GO:0009411
GO:0050896	GO:0042221
GO:0050896	GO:0010165
GO:0050896	GO:0010332
GO:0050896	GO:0014070
GO:0050896	GO:1990090
GO:0050896	GO:0009416
GO:0050896	GO:1990089
GO:0050896	GO:1901700
GO:0050896	GO:0033993
GO:0050896	GO:0009725
GO:0050896	GO:0009612
GO:0050896	GO:0010243
GO:0050896	GO:1901698
GO:0050896	GO:0071560
GO:0050896	GO:0071559
GO:0050896	GO:1901652
GO:0050896	GO:0032355
GO:0050896	GO:0070482
GO:0050896	GO:0048545
GO:0050896	GO:0043434
GO:0050896	GO:0036293
GO:0050896	GO:0009410
GO:0050896	GO:0071773
GO:0050896	GO:0071772
GO:0050896	GO:0010035
GO:0050896	GO:0043627
GO:0050896	GO:0046677
GO:0050896	GO:0046686
GO:0050896	GO:0009266
GO:0050896	GO:0010225
GO:0050896	GO:0032868
GO:0050896	GO:0009991
GO:0050896	GO:0097305
GO:0050896	GO:0031667
GO:0050896	GO:0036120
GO:0050896	GO:0036119
GO:0050896	GO:1901654
GO:0050896	GO:0001101
GO:0050896	GO:0043200
GO:0050896	GO:1902074
GO:0050896	GO:0070849
GO:0050896	GO:0007584
GO:0050896	GO:0060253
GO:0050896	GO:1904645
GO:0050896	GO:0035094
GO:0050896	GO:0045471
GO:0050896	GO:0010038
GO:0050896	GO:1904177
GO:0050896	GO:0032526
GO:0050896	GO:0033273
GO:0050896	GO:0071364
GO:0050896	GO:0009743
GO:0050896	GO:2000725
GO:0050896	GO:0034284
GO:0050896	GO:0044344
GO:0050896	GO:0009749
GO:0050896	GO:0043500
GO:0050896	GO:1905208
GO:0050896	GO:0070542
GO:0019222	GO:0019222
GO:0019222	GO:0009891
GO:0019222	GO:0009890
GO:0019222	GO:0009889
GO:0019222	GO:0009893
GO:0019222	GO:0009896
GO:0019222	GO:0009892
GO:0019222	GO:0009894
GO:0019222	GO:0062012
GO:0019222	GO:0009895
GO:0019222	GO:0062013
GO:0019222	GO:0062014
GO:0010256	GO:0010256
GO:0010256	GO:0071786
GO:0010256	GO:0048308
GO:0010256	GO:0048313
GO:0048518	GO:0048518
GO:0048518	GO:0048522
GO:0048518	GO:0051094
GO:0048518	GO:0051240
GO:0048518	GO:0008284
GO:0048518	GO:0051130
GO:0048518	GO:0045597
GO:0048518	GO:0010638
GO:0048518	GO:0010942
GO:0048518	GO:0043065
GO:0048518	GO:0043068
GO:0048518	GO:0048146
GO:0048518	GO:1901216
GO:0048518	GO:0031346
GO:0048518	GO:0031334
GO:0048518	GO:0043525
GO:0048518	GO:0050867
GO:0048518	GO:0010720
GO:0048518	GO:0010822
GO:0048518	GO:0044089
GO:0048518	GO:0050769
GO:0048518	GO:0032946
GO:0048518	GO:0051962
GO:0048518	GO:0010718
GO:0048518	GO:0070665
GO:0048518	GO:0001938
GO:0048518	GO:0051495
GO:0048518	GO:0050679
GO:0048518	GO:1905207
GO:0048518	GO:1902905
GO:0048518	GO:0014015
GO:0048518	GO:0070230
GO:0048518	GO:0045927
GO:0048518	GO:2000243
GO:0048518	GO:0045780
GO:0048518	GO:1900227
GO:0048518	GO:0030307
GO:0048518	GO:0051496
GO:0048518	GO:0048661
GO:0048518	GO:0002052
GO:0048518	GO:0046622
GO:0048518	GO:0048639
GO:0048518	GO:0051781
GO:0048518	GO:0032233
GO:0048518	GO:0060421
GO:0048518	GO:0060045
GO:0048518	GO:1905939
GO:0048518	GO:0051491
GO:0048518	GO:2000179
GO:0048518	GO:0021979
GO:0048518	GO:0010976
GO:0048518	GO:0045687
GO:0048518	GO:0055023
GO:0048518	GO:0045663
GO:0048518	GO:0030858
GO:0048518	GO:1905209
GO:0048518	GO:0048714
GO:0051179	GO:0051179
GO:0051179	GO:0090174
GO:0051179	GO:0140056
GO:0051179	GO:0032879
GO:0051179	GO:0051640
GO:0051179	GO:0051235
GO:0051179	GO:0031503
GO:0051179	GO:0097120
GO:0051179	GO:0032418
GO:0051179	GO:1990849
GO:0009059	GO:0009059
GO:0016310	GO:0016310
GO:0016310	GO:0006468
GO:0016310	GO:0018108
GO:0016310	GO:0018105
GO:0016310	GO:0046777
GO:0016310	GO:0038083
GO:0016050	GO:0016050
GO:0048731	GO:0048731
GO:0048731	GO:0072359
GO:0048731	GO:0031175
GO:0048731	GO:0001944
GO:0048731	GO:0001568
GO:0048731	GO:0048666
GO:0048731	GO:0007507
GO:0048731	GO:0022008
GO:0048731	GO:0048699
GO:0048731	GO:0030182
GO:0048731	GO:0007399
GO:0048731	GO:0061564
GO:0048731	GO:0042063
GO:0048731	GO:0010001
GO:0048731	GO:0048738
GO:0048731	GO:0007417
GO:0048731	GO:0010975
GO:0048731	GO:0050767
GO:0048731	GO:0035051
GO:0048731	GO:1901342
GO:0048731	GO:0007420
GO:0048731	GO:0060419
GO:0048731	GO:0051960
GO:0048731	GO:0150063
GO:0048731	GO:0048880
GO:0048731	GO:0055017
GO:0048731	GO:0001654
GO:0048731	GO:0072001
GO:0048731	GO:0014013
GO:0048731	GO:0043010
GO:0048731	GO:0001822
GO:0048731	GO:0003170
GO:0048731	GO:0030324
GO:0048731	GO:0055007
GO:0048731	GO:0060038
GO:0048731	GO:0060541
GO:0048731	GO:0048608
GO:0048731	GO:0061458
GO:0048731	GO:0035050
GO:0048731	GO:0060420
GO:0048731	GO:0030900
GO:0048731	GO:0030850
GO:0048731	GO:0014037
GO:0048731	GO:0048709
GO:0048731	GO:0035270
GO:0048731	GO:0055021
GO:0048731	GO:0072073
GO:0048731	GO:0001501
GO:0048731	GO:0072520
GO:0048731	GO:0030902
GO:0048731	GO:0021782
GO:0048731	GO:0060251
GO:0048731	GO:0007422
GO:0048731	GO:0001655
GO:0048731	GO:0060043
GO:0048731	GO:0003197
GO:0048731	GO:0055123
GO:0048731	GO:0048663
GO:0048731	GO:0014009
GO:0048731	GO:0061371
GO:0048731	GO:0048483
GO:0048731	GO:0048565
GO:0048731	GO:0010002
GO:0048731	GO:0007405
GO:0048731	GO:0030878
GO:0048731	GO:1902692
GO:0048731	GO:0003205
GO:0048731	GO:0072080
GO:0048731	GO:0042552
GO:0048731	GO:0008366
GO:0048731	GO:0007272
GO:0048731	GO:0055006
GO:0048731	GO:0061326
GO:0048731	GO:0072006
GO:0048731	GO:0048708
GO:0048731	GO:0003279
GO:0048731	GO:0003161
GO:0048731	GO:0045665
GO:0048731	GO:0045685
GO:0048731	GO:0060348
GO:0048731	GO:0072009
GO:0048731	GO:0014014
GO:0048731	GO:0008584
GO:0048731	GO:0035272
GO:0048731	GO:0045664
GO:0048731	GO:0061005
GO:0048731	GO:0008406
GO:0048731	GO:0050768
GO:0048731	GO:0051961
GO:0048731	GO:0021537
GO:0048731	GO:0060384
GO:0048731	GO:0060736
GO:0048731	GO:0060742
GO:0048731	GO:0021543
GO:0048731	GO:0060840
GO:0048731	GO:0032835
GO:0048731	GO:0060438
GO:0048731	GO:0001656
GO:0048731	GO:0021675
GO:0048731	GO:0061035
GO:0048731	GO:0001889
GO:0048731	GO:0001945
GO:0048731	GO:0061008
GO:0048731	GO:0055013
GO:0048731	GO:0001657
GO:0048731	GO:0072164
GO:0048731	GO:0072163
GO:0048731	GO:0007431
GO:0048731	GO:0003231
GO:0048731	GO:0016358
GO:0048731	GO:0048286
GO:0048731	GO:0001823
GO:0048731	GO:0003407
GO:0048731	GO:0051216
GO:0048731	GO:0048713
GO:0048731	GO:0021854
GO:0048731	GO:0060041
GO:0048731	GO:0002088
GO:0048731	GO:0014044
GO:0048731	GO:0022037
GO:0048731	GO:0035850
GO:0048731	GO:0060039
GO:0048731	GO:0003281
GO:0048731	GO:0003229
GO:0048731	GO:0021987
GO:0048731	GO:0003230
GO:0048731	GO:0035315
GO:0048731	GO:0008585
GO:0048731	GO:0003283
GO:0048731	GO:0021549
GO:0048731	GO:0033327
GO:0048731	GO:0060428
GO:0043085	GO:0043085
GO:0043085	GO:0051347
GO:0043085	GO:0051345
GO:0043085	GO:0060193
GO:0043085	GO:0010518
GO:0043085	GO:0043547
GO:0044271	GO:0044271
GO:0044271	GO:0006596
GO:0044271	GO:0042401
GO:0044271	GO:0009309
GO:0044271	GO:0006809
GO:0090304	GO:0090304
GO:0090304	GO:0016070
GO:0090304	GO:0090305
GO:0090304	GO:0034660
GO:0090304	GO:0031118
GO:0090304	GO:0001522
GO:0090304	GO:0006401
GO:0090304	GO:0016072
GO:0006996	GO:0006996
GO:0006996	GO:0048284
GO:0006996	GO:0007033
GO:0006996	GO:0090382
GO:0006996	GO:0070925
GO:0006996	GO:0007031
GO:0006996	GO:0033043
GO:0006996	GO:0000045
GO:0006996	GO:1905037
GO:0006996	GO:0010639
GO:0006996	GO:0080171
GO:0006996	GO:0007040
GO:0006996	GO:0007007
GO:0006996	GO:0042407
GO:0006996	GO:0030036
GO:0006996	GO:0007010
GO:0006996	GO:0051493
GO:0006996	GO:0032956
GO:0006996	GO:0007006
GO:0006996	GO:0008637
GO:0006996	GO:0048285
GO:0006996	GO:0007015
GO:0006996	GO:0010821
GO:0006996	GO:0007005
GO:0006996	GO:0098534
GO:0006996	GO:0051017
GO:0006996	GO:0061572
GO:0006996	GO:0043149
GO:0006996	GO:0030038
GO:0006996	GO:0031023
GO:0006996	GO:0000226
GO:0006996	GO:0110053
GO:0006996	GO:0031032
GO:0006996	GO:0110020
GO:0006996	GO:0006997
GO:0006996	GO:0032231
GO:0006996	GO:0051492
GO:0006996	GO:0000002
GO:0006996	GO:0031532
GO:0006996	GO:0010823
GO:0006996	GO:2000249
GO:0006996	GO:0008154
GO:0022406	GO:0022406
GO:0032501	GO:0032501
GO:0032501	GO:0007275
GO:0032501	GO:0051239
GO:0032501	GO:0035295
GO:0032501	GO:0001816
GO:0032501	GO:2000026
GO:0032501	GO:0001775
GO:0032501	GO:0090132
GO:0032501	GO:0090130
GO:0032501	GO:0009790
GO:0032501	GO:0035265
GO:0032501	GO:0043009
GO:0032501	GO:0009792
GO:0032501	GO:0051241
GO:0032501	GO:0048568
GO:0032501	GO:0001503
GO:0032501	GO:0019827
GO:0032501	GO:0098727
GO:0032501	GO:0035264
GO:0032501	GO:0001701
GO:0032501	GO:0007389
GO:0032501	GO:0050865
GO:0032501	GO:0050817
GO:0032501	GO:0003002
GO:0032501	GO:0001649
GO:0032501	GO:0009952
GO:0032501	GO:0032504
GO:0032501	GO:0030323
GO:0032501	GO:0048609
GO:0032501	GO:2000036
GO:0032501	GO:0008340
GO:0032501	GO:0048871
GO:0032501	GO:0045667
GO:0032501	GO:0035282
GO:0032501	GO:0061053
GO:0032501	GO:0048736
GO:0032501	GO:0003013
GO:0032501	GO:0060173
GO:0032501	GO:0007276
GO:0032501	GO:0010721
GO:0032501	GO:0008015
GO:0032501	GO:0001894
GO:0032501	GO:0060249
GO:0032501	GO:0046620
GO:0032501	GO:0044057
GO:0032501	GO:0048872
GO:0032501	GO:0003300
GO:0032501	GO:0042310
GO:0032501	GO:0030856
GO:0032501	GO:0031644
GO:0032501	GO:0009798
GO:0032501	GO:0003018
GO:0032501	GO:0046661
GO:0032501	GO:0003008
GO:0032501	GO:0019229
GO:0032501	GO:0007610
GO:0032501	GO:0060972
GO:0032501	GO:0001942
GO:0032501	GO:0071604
GO:0032501	GO:0009855
GO:0032501	GO:0022405
GO:0032501	GO:0022404
GO:0032501	GO:0009799
GO:0032501	GO:0046546
GO:0032501	GO:0035296
GO:0032501	GO:0097746
GO:0032501	GO:0009880
GO:0032501	GO:0035150
GO:0032501	GO:0046849
GO:0032501	GO:0045137
GO:0032501	GO:0035633
GO:0032501	GO:0014897
GO:0032501	GO:2000351
GO:0032501	GO:0014896
GO:0032501	GO:0045668
GO:0032501	GO:0045453
GO:0032501	GO:0033688
GO:0032501	GO:0030857
GO:0032501	GO:0007368
GO:0032501	GO:0007530
GO:0032501	GO:0097150
GO:0032501	GO:0090257
GO:0032501	GO:0042633
GO:0032501	GO:0042303
GO:0032501	GO:0030238
GO:0032501	GO:0050818
GO:0032501	GO:0007611
GO:0032501	GO:0050819
GO:0032501	GO:0048771
GO:0032501	GO:0043129
GO:0032501	GO:0002066
GO:0032501	GO:0046545
GO:0032501	GO:0048640
GO:0032501	GO:0050890
GO:0008219	GO:0008219
GO:0008219	GO:0012501
GO:0008219	GO:0006915
GO:0008219	GO:0010941
GO:0008219	GO:0043067
GO:0008219	GO:0042981
GO:0008219	GO:0097300
GO:0008219	GO:0070265
GO:0008219	GO:0070997
GO:0008219	GO:0070266
GO:0008219	GO:0060548
GO:0008219	GO:0043069
GO:0008219	GO:0043066
GO:0008219	GO:1901214
GO:0008219	GO:0070231
GO:0008219	GO:0071887
GO:0008219	GO:0010939
GO:0008219	GO:0070227
GO:0008219	GO:0051402
GO:0008219	GO:0097194
GO:0008219	GO:0070269
GO:0008219	GO:2000106
GO:0008219	GO:0044346
GO:0008219	GO:0043523
GO:0008219	GO:1904019
GO:0008219	GO:0043276
GO:0008219	GO:0070228
GO:0008219	GO:0070242
GO:0008219	GO:1904035
GO:0008219	GO:2000269
GO:0008219	GO:1902742
GO:0008219	GO:2000811
GO:0008219	GO:0070232
GO:0008219	GO:0097049
GO:0008219	GO:0072577
GO:0008219	GO:0010623
GO:0008219	GO:0001783
GO:0008219	GO:2000107
GO:0008219	GO:2000209
GO:0008219	GO:0010660
GO:0008219	GO:0010657
GO:0008219	GO:1904036
GO:0048856	GO:0048856
GO:0048856	GO:0048513
GO:0048856	GO:0048468
GO:0048856	GO:0009888
GO:0048856	GO:0061061
GO:0048856	GO:0060537
GO:0048856	GO:0060429
GO:0048856	GO:0060284
GO:0048856	GO:0030855
GO:0048856	GO:0030097
GO:0048856	GO:0048732
GO:0048856	GO:0014706
GO:0048856	GO:0042692
GO:0048856	GO:0045445
GO:0048856	GO:0060322
GO:0048856	GO:1903131
GO:0048856	GO:0007423
GO:0048856	GO:0002521
GO:0048856	GO:0048588
GO:0048856	GO:0007517
GO:0048856	GO:0008544
GO:0048856	GO:0048762
GO:0048856	GO:0014855
GO:0048856	GO:0051147
GO:0048856	GO:0030099
GO:0048856	GO:0060485
GO:0048856	GO:0051146
GO:0048856	GO:0061448
GO:0048856	GO:0043588
GO:0048856	GO:0060218
GO:0048856	GO:0007492
GO:0048856	GO:0060538
GO:0048856	GO:0002065
GO:0048856	GO:0007519
GO:0048856	GO:0002573
GO:0048856	GO:0014032
GO:0048856	GO:0051148
GO:0048856	GO:0061180
GO:0048856	GO:0048864
GO:0048856	GO:0060324
GO:0048856	GO:0098773
GO:0048856	GO:0014033
GO:0048856	GO:0002064
GO:0048856	GO:0045661
GO:0048856	GO:0051153
GO:0048856	GO:0051154
GO:0048856	GO:0030316
GO:0048856	GO:0001837
GO:0048856	GO:0035914
GO:0048856	GO:0002067
GO:0048856	GO:1904888
GO:0048856	GO:0009913
GO:0048856	GO:0031099
GO:0048856	GO:0048469
GO:0048856	GO:0010717
GO:0048856	GO:0051145
GO:0048856	GO:0031016
GO:0048856	GO:0007498
GO:0048856	GO:0030879
GO:0048856	GO:0002244
GO:0048856	GO:0031100
GO:0048856	GO:0060612
GO:0048856	GO:0060563
GO:0048856	GO:0055001
GO:0044249	GO:0044249
GO:0051128	GO:0051128
GO:0051128	GO:0051129
GO:0051128	GO:0031344
GO:0051128	GO:0120035
GO:0051128	GO:0043254
GO:0051128	GO:0001558
GO:0051128	GO:0030308
GO:0051128	GO:1902903
GO:0051128	GO:1900225
GO:0051128	GO:1901888
GO:0051128	GO:0150116
GO:0051128	GO:1902904
GO:0051128	GO:0050807
GO:1901576	GO:1901576
GO:1901576	GO:0006094
GO:1901576	GO:0019319
GO:0009058	GO:0009058
GO:0006139	GO:0006139
GO:0006139	GO:0034655
GO:0046483	GO:0046483
GO:0032502	GO:0032502
GO:0032502	GO:0050793
GO:0032502	GO:0048869
GO:0032502	GO:0045595
GO:0032502	GO:0030154
GO:0032502	GO:0051093
GO:0032502	GO:0045596
GO:0032502	GO:0048589
GO:0032502	GO:0045165
GO:0032502	GO:0048863
GO:0032502	GO:0048638
GO:0032502	GO:0001708
GO:0032502	GO:2000736
GO:0032502	GO:0003006
GO:0032502	GO:0045444
GO:0032502	GO:0007568
GO:0032502	GO:0045599
GO:0032502	GO:0007548
GO:0032502	GO:0045598
GO:0032502	GO:0021700
GO:0032502	GO:2000737
GO:0032502	GO:0030318
GO:0032502	GO:0001709
GO:0006725	GO:0006725
GO:0061025	GO:0061025
GO:0048523	GO:0048523
GO:0048523	GO:0008285
GO:0048523	GO:0050680
GO:0061024	GO:0061024
GO:0061024	GO:0010324
GO:1901360	GO:1901360
GO:0030030	GO:0030030
GO:0030030	GO:0120036
GO:0030030	GO:0030031
GO:0030030	GO:0120031
GO:0030030	GO:0097061
GO:0030030	GO:0106027
GO:0030030	GO:0097581
GO:0034641	GO:0034641
GO:0044093	GO:0044093
GO:0044093	GO:0051099
GO:0044093	GO:0043388
GO:0065008	GO:0065008
GO:0065008	GO:0001505
GO:0065008	GO:0090559
GO:0065008	GO:0007599
GO:0065008	GO:0090066
GO:0065008	GO:0031647
GO:0065008	GO:1905710
GO:0065008	GO:0050878
GO:0065008	GO:0032535
GO:0065008	GO:0051881
GO:0065008	GO:0031648
GO:0065008	GO:0008361
GO:0065008	GO:0050821
GO:0065008	GO:0099072
GO:0065008	GO:0007204
GO:0050790	GO:0050790
GO:0050790	GO:0051338
GO:0050790	GO:0051336
GO:0050790	GO:0051095
GO:0050790	GO:0051348
GO:0050790	GO:0043086
GO:0050790	GO:0060191
GO:0050790	GO:0010517
GO:0050790	GO:0043087
GO:0042982	GO:0042982
GO:0042982	GO:0034205
GO:0042982	GO:0042987
GO:0016043	GO:0016043
GO:0016043	GO:0006325
GO:0016043	GO:0006338
GO:0016043	GO:0034330
GO:0016043	GO:0097435
GO:0016043	GO:0140632
GO:0016043	GO:0044546
GO:0016043	GO:0034329
GO:0016043	GO:0030198
GO:0016043	GO:0043062
GO:0016043	GO:0045229
GO:0016043	GO:0045216
GO:0016043	GO:0065004
GO:0016043	GO:0050808
GO:0016043	GO:0071824
GO:0016043	GO:0150115
GO:0016043	GO:0099173
GO:0016043	GO:0007044
